	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status
917	2187__WILDTYPE_SNP_INDIV	5.57297432313248	0.0182397523419268	0.12040243671101401	1.0	25.0	5.0	4.0	0.9579477220021559	2187	sequence	WILDTYPE_SNP_INDIV	no effect
918	317__WILDTYPE_SNP_INDIV	0.22301424859369898	0.636752747834609	0.823331332162282	1.0	26.0	5.0	4.0	0.11336876584847301	317	sequence	WILDTYPE_SNP_INDIV	no effect
919	441__WILDTYPE_SNP_INDIV	2.22960269945224	0.135388657444437	0.37600125409482205	1.0	25.0	5.0	4.0	-0.440818689522959	441	sequence	WILDTYPE_SNP_INDIV	no effect
920	3945__WILDTYPE_SNP_INDIV	2.52588875382969	0.111991666124051	0.338068924167926	1.0	15.0	5.0	4.0	-0.883524168509857	3945	sequence	WILDTYPE_SNP_INDIV	no effect
921	1089__WILDTYPE_SNP_INDIV	3.86650323985714	0.049259048504300004	0.21106622658226398	1.0	26.0	5.0	4.0	0.5804737413690589	1089	sequence	WILDTYPE_SNP_INDIV	no effect
922	3875__WILDTYPE_SNP_INDIV	1.3939380892898	0.23774117484910298	0.510054190361586	1.0	26.0	5.0	4.0	0.21645138252350699	3875	sequence	WILDTYPE_SNP_INDIV	no effect
923	2691__WILDTYPE_SNP_INDIV	0.944977310014565	0.331001083593088	0.601567644674822	1.0	26.0	5.0	4.0	-0.204670554106647	2691	sequence	WILDTYPE_SNP_INDIV	no effect
924	1583__WILDTYPE_SNP_INDIV	0.44399923724586204	0.505198483126104	0.741512050227274	1.0	26.0	5.0	4.0	0.144888202273173	1583	sequence	WILDTYPE_SNP_INDIV	no effect
925	27__WILDTYPE_SNP_INDIV	0.44109892199935496	0.506592528892416	0.7420860648502041	1.0	26.0	5.0	4.0	-0.200511763393155	27	sequence	WILDTYPE_SNP_INDIV	no effect
926	3075__WILDTYPE_SNP_INDIV	0.064638696660495	0.799309057615842	0.905313845495972	1.0	26.0	5.0	4.0	0.0629509991498604	3075	sequence	WILDTYPE_SNP_INDIV	no effect
927	3015__WILDTYPE_SNP_INDIV	1.30950676928524	0.25248397687576396	0.522271812511549	1.0	26.0	5.0	4.0	0.17964003424861902	3015	sequence	WILDTYPE_SNP_INDIV	no effect
928	3386__WILDTYPE_SNP_INDIV	1.8565471024117	0.17302384365619297	0.42911701586877005	1.0	25.0	5.0	4.0	0.5937093126827789	3386	sequence	WILDTYPE_SNP_INDIV	no effect
929	4173__WILDTYPE_SNP_INDIV	0.22464659689421804	0.635522025668511	0.8230233319328109	1.0	26.0	5.0	4.0	-0.0893252390558129	4173	sequence	WILDTYPE_SNP_INDIV	no effect
930	4441__WILDTYPE_SNP_INDIV	1.05963577419834	0.303298271101082	0.5769038458240561	1.0	26.0	5.0	4.0	0.37420050128425003	4441	sequence	WILDTYPE_SNP_INDIV	no effect
931	1265__WILDTYPE_SNP_INDIV	6.72907072480348	0.00948540038399054	0.0810576777517321	1.0	25.0	5.0	4.0	1.09460467806288	1265	sequence	WILDTYPE_SNP_INDIV	no effect
932	2223__WILDTYPE_SNP_INDIV	0.491300914766725	0.48334756941166995	0.724269011841525	1.0	26.0	5.0	4.0	-0.15663106730969198	2223	sequence	WILDTYPE_SNP_INDIV	no effect
933	2176__WILDTYPE_SNP_INDIV	0.10624289705776802	0.744462771729927	0.8784550876645981	1.0	24.0	5.0	4.0	-0.152080821982377	2176	sequence	WILDTYPE_SNP_INDIV	no effect
934	1626__WILDTYPE_SNP_INDIV	0.189918599312932	0.6629843752263871	0.8384023256844271	1.0	26.0	5.0	4.0	-0.111440237208792	1626	sequence	WILDTYPE_SNP_INDIV	no effect
935	2828__WILDTYPE_SNP_INDIV	3.08182494210405	0.0791716452862608	0.28157783543283	1.0	26.0	5.0	4.0	0.280309496588255	2828	sequence	WILDTYPE_SNP_INDIV	no effect
936	3352__WILDTYPE_SNP_INDIV	0.0717393545246523	0.7888209148876759	0.899720605450721	1.0	26.0	5.0	4.0	0.0363119549680201	3352	sequence	WILDTYPE_SNP_INDIV	no effect
937	3380__WILDTYPE_SNP_INDIV	2.20287564467901	0.13775354641773	0.379930614516486	1.0	22.0	5.0	4.0	0.67195475313053	3380	sequence	WILDTYPE_SNP_INDIV	no effect
938	1377__WILDTYPE_SNP_INDIV	0.184280008904807	0.667720579648755	0.8399452324336509	1.0	26.0	5.0	4.0	-0.0773047454900677	1377	sequence	WILDTYPE_SNP_INDIV	no effect
939	1327__WILDTYPE_SNP_INDIV	66.2150020941535	4.04323454352623e-16	1.2127176608989e-13	1.0	26.0	5.0	4.0	1.0845849835819499	1327	sequence	WILDTYPE_SNP_INDIV	significant effect
940	328__WILDTYPE_SNP_INDIV	2.62838787903911	0.104968243994283	0.32967447835639	1.0	26.0	5.0	4.0	0.39944332804230104	328	sequence	WILDTYPE_SNP_INDIV	no effect
941	2617__WILDTYPE_SNP_INDIV	0.36045974215176096	0.548251017304235	0.769314804690943	1.0	23.0	5.0	4.0	-0.248506893880932	2617	sequence	WILDTYPE_SNP_INDIV	no effect
942	3045__WILDTYPE_SNP_INDIV	0.20519132830304398	0.650562787136824	0.8318046323047741	1.0	26.0	5.0	4.0	0.150791806901845	3045	sequence	WILDTYPE_SNP_INDIV	no effect
943	4654__WILDTYPE_SNP_INDIV	1.0466465479228801	0.306280683076953	0.5799765082272029	1.0	8.0	5.0	4.0	-0.8085688750681279	4654	sequence	WILDTYPE_SNP_INDIV	no effect
944	4113__WILDTYPE_SNP_INDIV	1.10632527770326	0.292882148815324	0.567768639923479	1.0	21.0	5.0	4.0	0.591601721194855	4113	sequence	WILDTYPE_SNP_INDIV	no effect
945	4550__WILDTYPE_SNP_INDIV	5.0845933286198	0.024139337388031003	0.140417794091104	1.0	25.0	5.0	4.0	0.9390771428795959	4550	sequence	WILDTYPE_SNP_INDIV	no effect
946	3395__WILDTYPE_SNP_INDIV	4.39795764055532	0.0359819971381524	0.176381618249227	1.0	22.0	5.0	4.0	-1.08395302050282	3395	sequence	WILDTYPE_SNP_INDIV	no effect
947	1918__WILDTYPE_SNP_INDIV	0.10030676708129199	0.751461811697744	0.883022829171761	1.0	26.0	5.0	4.0	-0.0486471076943262	1918	sequence	WILDTYPE_SNP_INDIV	no effect
948	4641__WILDTYPE_SNP_INDIV	0.17170407914682098	0.6786017580815141	0.844337525805856	1.0	26.0	5.0	4.0	0.10944081480841301	4641	sequence	WILDTYPE_SNP_INDIV	no effect
949	1278__WILDTYPE_SNP_INDIV	17.8934108612343	2.33628589848445e-05	0.00131387629442087	1.0	26.0	5.0	4.0	0.44112446252345705	1278	sequence	WILDTYPE_SNP_INDIV	significant effect
950	3081__WILDTYPE_SNP_INDIV	0.134543099675966	0.7137673334614479	0.864475527986	1.0	21.0	5.0	4.0	-0.15814341332409398	3081	sequence	WILDTYPE_SNP_INDIV	no effect
951	1730__WILDTYPE_SNP_INDIV	0.00589184295222367	0.938815791781493	0.973293796664374	1.0	26.0	5.0	4.0	0.00799261279383147	1730	sequence	WILDTYPE_SNP_INDIV	no effect
952	3201__WILDTYPE_SNP_INDIV	0.889391226589396	0.345642333033465	0.612532332432644	1.0	26.0	5.0	4.0	-0.366536402247212	3201	sequence	WILDTYPE_SNP_INDIV	no effect
953	1053__WILDTYPE_SNP_INDIV	0.700830972401945	0.40250461628817796	0.6597061658357121	1.0	25.0	5.0	4.0	0.334340306804232	1053	sequence	WILDTYPE_SNP_INDIV	no effect
954	3697__WILDTYPE_SNP_INDIV	0.7398278479822691	0.38971603012109995	0.649391398802486	1.0	26.0	5.0	4.0	0.14129705651206198	3697	sequence	WILDTYPE_SNP_INDIV	no effect
955	2298__WILDTYPE_SNP_INDIV	0.0559221080779935	0.8130613442571429	0.912080736580185	1.0	26.0	5.0	4.0	0.0531801531860358	2298	sequence	WILDTYPE_SNP_INDIV	no effect
956	3742__WILDTYPE_SNP_INDIV	8.69711767158822	0.00318713622675358	0.0413380182491633	1.0	25.0	5.0	4.0	-1.65261664989396	3742	sequence	WILDTYPE_SNP_INDIV	significant effect
957	2743__WILDTYPE_SNP_INDIV	0.0842676579147792	0.771595213538546	0.8931223902005508	1.0	25.0	5.0	4.0	0.137939049281874	2743	sequence	WILDTYPE_SNP_INDIV	no effect
958	3815__WILDTYPE_SNP_INDIV	9.15410194135438	0.00248161139940055	0.0346199218189629	1.0	24.0	5.0	4.0	-1.86232014390102	3815	sequence	WILDTYPE_SNP_INDIV	significant effect
959	4188__WILDTYPE_SNP_INDIV	0.7710377862122192	0.37989619622007104	0.640816114467529	1.0	16.0	5.0	4.0	-0.8285829653530881	4188	sequence	WILDTYPE_SNP_INDIV	no effect
960	486__WILDTYPE_SNP_INDIV	14.6193289708399	0.000131558254803064	0.00517498413770412	1.0	26.0	5.0	4.0	1.25137815960632	486	sequence	WILDTYPE_SNP_INDIV	significant effect
961	2756__WILDTYPE_SNP_INDIV	2.67150748396978	0.10215921828197301	0.325760334538315	1.0	22.0	5.0	4.0	0.957522153300266	2756	sequence	WILDTYPE_SNP_INDIV	no effect
962	4659__WILDTYPE_SNP_INDIV	0.19994045824205398	0.6547689106995931	0.8334843507817901	1.0	26.0	5.0	4.0	-0.0637568147367933	4659	sequence	WILDTYPE_SNP_INDIV	no effect
963	4075__WILDTYPE_SNP_INDIV	2.5439346451084903	0.11071856991113499	0.336929877617969	1.0	26.0	5.0	4.0	0.40883034686086295	4075	sequence	WILDTYPE_SNP_INDIV	no effect
964	2266__WILDTYPE_SNP_INDIV	0.234887391135999	0.627923345132978	0.818415028053547	1.0	24.0	5.0	4.0	0.179898573226876	2266	sequence	WILDTYPE_SNP_INDIV	no effect
965	1433__WILDTYPE_SNP_INDIV	2.2202417382568505	0.13621173046471802	0.377413449480474	1.0	26.0	5.0	4.0	0.474454845871675	1433	sequence	WILDTYPE_SNP_INDIV	no effect
966	17__WILDTYPE_SNP_INDIV	0.005380673321269571	0.941525159249619	0.9747686658014441	1.0	26.0	5.0	4.0	-0.020335430984011003	17	sequence	WILDTYPE_SNP_INDIV	no effect
967	305__WILDTYPE_SNP_INDIV	0.552855582952816	0.45715324631238496	0.7054271476055101	1.0	26.0	5.0	4.0	-0.137125551090568	305	sequence	WILDTYPE_SNP_INDIV	no effect
968	3971__WILDTYPE_SNP_INDIV	0.624325270715417	0.429444514831652	0.685368881502194	1.0	24.0	5.0	4.0	0.34632369922684303	3971	sequence	WILDTYPE_SNP_INDIV	no effect
969	890__WILDTYPE_SNP_INDIV	0.007541821834820441	0.9307957805051759	0.969587356336952	1.0	26.0	5.0	4.0	0.0247343088054279	890	sequence	WILDTYPE_SNP_INDIV	no effect
970	569__WILDTYPE_SNP_INDIV	6.9277464014026	0.00848685622227092	0.0765359957238575	1.0	26.0	5.0	4.0	0.398910384030576	569	sequence	WILDTYPE_SNP_INDIV	no effect
971	4090__WILDTYPE_SNP_INDIV	0.49194991602644206	0.48305877859879204	0.724269011841525	1.0	19.0	5.0	4.0	0.4192097892811839	4090	sequence	WILDTYPE_SNP_INDIV	no effect
972	1548__WILDTYPE_SNP_INDIV	0.0440174940108591	0.8338210684165841	0.9231168263073941	1.0	26.0	5.0	4.0	-0.0621224879211954	1548	sequence	WILDTYPE_SNP_INDIV	no effect
973	786__WILDTYPE_SNP_INDIV	0.490794501925393	0.48357310926649294	0.724269011841525	1.0	26.0	5.0	4.0	-0.30706984795472597	786	sequence	WILDTYPE_SNP_INDIV	no effect
974	1684__WILDTYPE_SNP_INDIV	6.76321830863571	0.009305578417228191	0.0800313097209285	1.0	25.0	5.0	4.0	1.14637763330967	1684	sequence	WILDTYPE_SNP_INDIV	no effect
975	3623__WILDTYPE_SNP_INDIV	0.00535579659094765	0.9416602489384229	0.9747686658014441	1.0	25.0	5.0	4.0	-0.0290178968891094	3623	sequence	WILDTYPE_SNP_INDIV	no effect
976	1228__WILDTYPE_SNP_INDIV	0.0591370571610241	0.807865091929138	0.909867302550559	1.0	26.0	5.0	4.0	-0.046174931391033	1228	sequence	WILDTYPE_SNP_INDIV	no effect
977	2751__WILDTYPE_SNP_INDIV	1.1485739039821998	0.28384788052090504	0.556903507203526	1.0	25.0	5.0	4.0	-0.41039929739484293	2751	sequence	WILDTYPE_SNP_INDIV	no effect
978	3184__WILDTYPE_SNP_INDIV	0.430610377117318	0.511689597409831	0.744797809514644	1.0	26.0	5.0	4.0	0.157656020259477	3184	sequence	WILDTYPE_SNP_INDIV	no effect
979	3682__WILDTYPE_SNP_INDIV	0.040778131601428	0.839966789780367	0.9252071729093879	1.0	24.0	5.0	4.0	-0.0906068576147253	3682	sequence	WILDTYPE_SNP_INDIV	no effect
980	3704__WILDTYPE_SNP_INDIV	2.50998874498919	0.113126739643299	0.34030468654275	1.0	19.0	5.0	4.0	0.8047749084541049	3704	sequence	WILDTYPE_SNP_INDIV	no effect
981	424__WILDTYPE_SNP_INDIV	0.748162319276389	0.38705867576832703	0.646703190894062	1.0	26.0	5.0	4.0	0.215647000582117	424	sequence	WILDTYPE_SNP_INDIV	no effect
982	4507__WILDTYPE_SNP_INDIV	0.8867925616773391	0.34634797581995397	0.613329865667881	1.0	26.0	5.0	4.0	-0.295260265109484	4507	sequence	WILDTYPE_SNP_INDIV	no effect
983	1644__WILDTYPE_SNP_INDIV	0.0301963495103337	0.862045460979554	0.9374475792524091	1.0	23.0	5.0	4.0	0.0601741342982739	1644	sequence	WILDTYPE_SNP_INDIV	no effect
984	3775__WILDTYPE_SNP_INDIV	4.13096128765392	0.0421054264134895	0.19404096462196	1.0	18.0	5.0	4.0	1.45711555976373	3775	sequence	WILDTYPE_SNP_INDIV	no effect
985	4504__WILDTYPE_SNP_INDIV	2.7593545307918195	0.0966872405038844	0.31637238475864504	1.0	26.0	5.0	4.0	0.500523004561009	4504	sequence	WILDTYPE_SNP_INDIV	no effect
986	1624__WILDTYPE_SNP_INDIV	10.189748511969801	0.0014122357450386	0.0248253455693782	1.0	26.0	5.0	4.0	0.614367021605407	1624	sequence	WILDTYPE_SNP_INDIV	significant effect
987	4493__WILDTYPE_SNP_INDIV	0.0935729057182471	0.7596831559387951	0.886349924601883	1.0	26.0	5.0	4.0	0.0463059647991468	4493	sequence	WILDTYPE_SNP_INDIV	no effect
988	4165__WILDTYPE_SNP_INDIV	0.536565798704373	0.46385946593258	0.710838984306135	1.0	22.0	5.0	4.0	0.397591521604017	4165	sequence	WILDTYPE_SNP_INDIV	no effect
989	2230__WILDTYPE_SNP_INDIV	1.7485139123734799	0.186063663391428	0.44601374656117	1.0	26.0	5.0	4.0	0.479880497834182	2230	sequence	WILDTYPE_SNP_INDIV	no effect
990	2880__WILDTYPE_SNP_INDIV	0.144917105245668	0.7034408643073461	0.8600796707798609	1.0	26.0	5.0	4.0	0.141484965196489	2880	sequence	WILDTYPE_SNP_INDIV	no effect
991	2567__WILDTYPE_SNP_INDIV	2.3205326018228303	0.127676303691521	0.363415528716258	1.0	26.0	5.0	4.0	0.451491431785496	2567	sequence	WILDTYPE_SNP_INDIV	no effect
992	140__WILDTYPE_SNP_INDIV	0.75290713845834	0.385557371545271	0.645825419213178	1.0	26.0	5.0	4.0	0.19645113833530606	140	sequence	WILDTYPE_SNP_INDIV	no effect
993	4390__WILDTYPE_SNP_INDIV	0.42767679074796705	0.513131118969979	0.745765063578718	1.0	13.0	5.0	4.0	0.701080268656105	4390	sequence	WILDTYPE_SNP_INDIV	no effect
994	717__WILDTYPE_SNP_INDIV	0.0813065593310967	0.7755345488172349	0.894392480272515	1.0	26.0	5.0	4.0	-0.0909704938617843	717	sequence	WILDTYPE_SNP_INDIV	no effect
995	2570__WILDTYPE_SNP_INDIV	0.0565021928573515	0.812112310580554	0.9116554335616559	1.0	23.0	5.0	4.0	-0.172192764472729	2570	sequence	WILDTYPE_SNP_INDIV	no effect
996	986__WILDTYPE_SNP_INDIV	1.1649547004681202	0.28044034415618896	0.5530946221286209	1.0	26.0	5.0	4.0	0.25832384750952	986	sequence	WILDTYPE_SNP_INDIV	no effect
997	3309__WILDTYPE_SNP_INDIV	6.0849102978118	0.0136341289548113	0.102075171379313	1.0	26.0	5.0	4.0	0.7259263986019749	3309	sequence	WILDTYPE_SNP_INDIV	no effect
998	880__WILDTYPE_SNP_INDIV	18.446726077216198	1.74720740950014e-05	0.0010889413452196302	1.0	26.0	5.0	4.0	0.548965635051074	880	sequence	WILDTYPE_SNP_INDIV	significant effect
999	3481__WILDTYPE_SNP_INDIV	0.5317478648910879	0.46587294640398597	0.7108550658158679	1.0	24.0	5.0	4.0	0.39001829450540104	3481	sequence	WILDTYPE_SNP_INDIV	no effect
1000	1283__WILDTYPE_SNP_INDIV	10.8459840033634	0.000990102520619588	0.0194733688379238	1.0	26.0	5.0	4.0	0.502620038432159	1283	sequence	WILDTYPE_SNP_INDIV	significant effect
1001	3287__WILDTYPE_SNP_INDIV	0.325287091869995	0.5684474867066179	0.781656013955604	1.0	25.0	5.0	4.0	0.141393054049582	3287	sequence	WILDTYPE_SNP_INDIV	no effect
1002	1783__WILDTYPE_SNP_INDIV	2.8092302553509403	0.0937233364248333	0.311265253635138	1.0	26.0	5.0	4.0	-0.320899381396011	1783	sequence	WILDTYPE_SNP_INDIV	no effect
1003	1563__WILDTYPE_SNP_INDIV	0.131584767304048	0.7167945238106049	0.8666910858571659	1.0	26.0	5.0	4.0	0.0829379439747151	1563	sequence	WILDTYPE_SNP_INDIV	no effect
1004	434__WILDTYPE_SNP_INDIV	3.03178959914021	0.081647915452036	0.286215008220833	1.0	26.0	5.0	4.0	0.384892949889911	434	sequence	WILDTYPE_SNP_INDIV	no effect
1005	998__WILDTYPE_SNP_INDIV	0.21907681157154002	0.63974424366489	0.825121849120518	1.0	26.0	5.0	4.0	-0.0964067509923314	998	sequence	WILDTYPE_SNP_INDIV	no effect
1006	2628__WILDTYPE_SNP_INDIV	1.8168948453039802	0.17768333681871998	0.43637423423954097	1.0	26.0	5.0	4.0	-0.272088356907128	2628	sequence	WILDTYPE_SNP_INDIV	no effect
1007	1979__WILDTYPE_SNP_INDIV	0.255107050802962	0.6135017828166309	0.8100608298921241	1.0	26.0	5.0	4.0	-0.0886745042950934	1979	sequence	WILDTYPE_SNP_INDIV	no effect
1008	3744__WILDTYPE_SNP_INDIV	0.913508923401992	0.339185109129413	0.6062877583884979	1.0	11.0	5.0	4.0	-0.829879165906189	3744	sequence	WILDTYPE_SNP_INDIV	no effect
1009	1520__WILDTYPE_SNP_INDIV	0.768137848340757	0.380793741000814	0.641238875519717	1.0	26.0	5.0	4.0	0.241577947909443	1520	sequence	WILDTYPE_SNP_INDIV	no effect
1010	4471__WILDTYPE_SNP_INDIV	2.03442087058966	0.15377274464185997	0.403474795809889	1.0	26.0	5.0	4.0	0.29390607658217105	4471	sequence	WILDTYPE_SNP_INDIV	no effect
1011	2419__WILDTYPE_SNP_INDIV	1.89185414787971	0.168992940327293	0.423276158993048	1.0	26.0	5.0	4.0	-0.379306501951094	2419	sequence	WILDTYPE_SNP_INDIV	no effect
1012	88__WILDTYPE_SNP_INDIV	1.08247517399604	0.29814450188576197	0.572074210595418	1.0	26.0	5.0	4.0	0.299695464993857	88	sequence	WILDTYPE_SNP_INDIV	no effect
1013	124__WILDTYPE_SNP_INDIV	1.7638875395291498	0.184140356806135	0.4431743090835711	1.0	26.0	5.0	4.0	0.28752521824223903	124	sequence	WILDTYPE_SNP_INDIV	no effect
1014	2493__WILDTYPE_SNP_INDIV	16.8481356161092	4.0493088066274894e-05	0.0020895304261296104	1.0	26.0	5.0	4.0	0.789376844978842	2493	sequence	WILDTYPE_SNP_INDIV	significant effect
1015	1704__WILDTYPE_SNP_INDIV	0.031667644445406005	0.8587590612694359	0.934933016114343	1.0	26.0	5.0	4.0	0.0579012115656978	1704	sequence	WILDTYPE_SNP_INDIV	no effect
1016	3739__WILDTYPE_SNP_INDIV	0.514396499232589	0.47324181378412894	0.717016106143363	1.0	26.0	5.0	4.0	-0.272207021116928	3739	sequence	WILDTYPE_SNP_INDIV	no effect
1017	3174__WILDTYPE_SNP_INDIV	0.615631646613679	0.432675240823325	0.6890078751717851	1.0	25.0	5.0	4.0	0.338579375432487	3174	sequence	WILDTYPE_SNP_INDIV	no effect
1018	306__WILDTYPE_SNP_INDIV	0.491960367165575	0.483054130404836	0.724269011841525	1.0	26.0	5.0	4.0	-0.127998383984476	306	sequence	WILDTYPE_SNP_INDIV	no effect
1019	2070__WILDTYPE_SNP_INDIV	2.7373442562043198	0.0980275581143132	0.31893847551904303	1.0	26.0	5.0	4.0	0.595609681864883	2070	sequence	WILDTYPE_SNP_INDIV	no effect
1020	1076__WILDTYPE_SNP_INDIV	5.04895150776838	0.0246408447187773	0.141788265953732	1.0	26.0	5.0	4.0	-0.31394727311049	1076	sequence	WILDTYPE_SNP_INDIV	no effect
1021	3179__WILDTYPE_SNP_INDIV	4.01598588540764	0.0450708652937115	0.20228160317184898	1.0	26.0	5.0	4.0	-0.700926558410375	3179	sequence	WILDTYPE_SNP_INDIV	no effect
1022	481__WILDTYPE_SNP_INDIV	1.21871133591185	0.269613701180577	0.542733285220465	1.0	26.0	5.0	4.0	0.16657993898867002	481	sequence	WILDTYPE_SNP_INDIV	no effect
1023	4526__WILDTYPE_SNP_INDIV	1.25892706200329	0.261854280848007	0.534056084187431	1.0	22.0	5.0	4.0	0.516897773194455	4526	sequence	WILDTYPE_SNP_INDIV	no effect
1024	3645__WILDTYPE_SNP_INDIV	0.6040482790674561	0.43703757961878004	0.691567442548146	1.0	25.0	5.0	4.0	0.303711083769354	3645	sequence	WILDTYPE_SNP_INDIV	no effect
1025	2635__WILDTYPE_SNP_INDIV	0.269391412955429	0.6037403100084189	0.8035131409604549	1.0	26.0	5.0	4.0	0.171145818196695	2635	sequence	WILDTYPE_SNP_INDIV	no effect
1026	2071__WILDTYPE_SNP_INDIV	4.41988158501931	0.0355225014548385	0.175023084683542	1.0	22.0	5.0	4.0	1.24019255412307	2071	sequence	WILDTYPE_SNP_INDIV	no effect
1027	3909__WILDTYPE_SNP_INDIV	0.11402877061527801	0.7356032452468009	0.875411527767487	1.0	25.0	5.0	4.0	0.10250684481386999	3909	sequence	WILDTYPE_SNP_INDIV	no effect
1028	2586__WILDTYPE_SNP_INDIV	1.15769370479802	0.281944359747661	0.554756450360405	1.0	26.0	5.0	4.0	-0.20570009215416898	2586	sequence	WILDTYPE_SNP_INDIV	no effect
1029	1077__WILDTYPE_SNP_INDIV	0.578397524360298	0.4469411265771311	0.6989680429226228	1.0	26.0	5.0	4.0	-0.112309185957691	1077	sequence	WILDTYPE_SNP_INDIV	no effect
1030	3221__WILDTYPE_SNP_INDIV	0.0112619543642722	0.9154852740728331	0.962834501484884	1.0	26.0	5.0	4.0	0.0142471134121439	3221	sequence	WILDTYPE_SNP_INDIV	no effect
1031	1992__WILDTYPE_SNP_INDIV	0.0460848571576662	0.8300216204914251	0.922043096459179	1.0	25.0	5.0	4.0	0.0677746814675757	1992	sequence	WILDTYPE_SNP_INDIV	no effect
1032	1133__WILDTYPE_SNP_INDIV	4.6610629576719	0.030854084738017994	0.162662707084271	1.0	25.0	5.0	4.0	-0.880377987581477	1133	sequence	WILDTYPE_SNP_INDIV	no effect
1033	3095__WILDTYPE_SNP_INDIV	0.372340851549325	0.5417310602512511	0.764862417812813	1.0	26.0	5.0	4.0	0.0789932852887119	3095	sequence	WILDTYPE_SNP_INDIV	no effect
1034	3046__WILDTYPE_SNP_INDIV	0.946638683612946	0.330576369802007	0.6013783164063039	1.0	24.0	5.0	4.0	0.495502467394844	3046	sequence	WILDTYPE_SNP_INDIV	no effect
1035	129__WILDTYPE_SNP_INDIV	1.8664795036433999	0.17187883153743805	0.42736055121708205	1.0	26.0	5.0	4.0	-0.30086845192975603	129	sequence	WILDTYPE_SNP_INDIV	no effect
1036	2045__WILDTYPE_SNP_INDIV	0.25640501674320104	0.6126007842134781	0.8100608298921241	1.0	25.0	5.0	4.0	-0.274592791420161	2045	sequence	WILDTYPE_SNP_INDIV	no effect
1037	2781__WILDTYPE_SNP_INDIV	1.39622155461961	0.237357231349821	0.510054190361586	1.0	24.0	5.0	4.0	0.482553832484779	2781	sequence	WILDTYPE_SNP_INDIV	no effect
1038	51__WILDTYPE_SNP_INDIV	0.20531191769521198	0.650466956129396	0.8318046323047741	1.0	19.0	5.0	4.0	-0.235729615141551	51	sequence	WILDTYPE_SNP_INDIV	no effect
1039	3210__WILDTYPE_SNP_INDIV	0.46985348641078395	0.493054579363627	0.733857115968397	1.0	26.0	5.0	4.0	0.288362974525214	3210	sequence	WILDTYPE_SNP_INDIV	no effect
1040	4355__WILDTYPE_SNP_INDIV	0.547196923070203	0.459465297113089	0.7071757411307611	1.0	17.0	5.0	4.0	0.51290913901944	4355	sequence	WILDTYPE_SNP_INDIV	no effect
1041	1184__WILDTYPE_SNP_INDIV	0.16551624297471804	0.6841278013212491	0.8481346728340671	1.0	26.0	5.0	4.0	-0.0522245275265057	1184	sequence	WILDTYPE_SNP_INDIV	no effect
1042	411__WILDTYPE_SNP_INDIV	2.5137475905733	0.112857263059805	0.33977541118193605	1.0	26.0	5.0	4.0	0.572254513788942	411	sequence	WILDTYPE_SNP_INDIV	no effect
1043	3791__WILDTYPE_SNP_INDIV	0.23677293393166102	0.626546649497665	0.8180127665038359	1.0	26.0	5.0	4.0	0.153282159798327	3791	sequence	WILDTYPE_SNP_INDIV	no effect
1044	1620__WILDTYPE_SNP_INDIV	0.0229840503729974	0.8794985562978291	0.9468368609933341	1.0	26.0	5.0	4.0	0.0275845437358757	1620	sequence	WILDTYPE_SNP_INDIV	no effect
1045	1900__WILDTYPE_SNP_INDIV	2.52676318278282	0.11192960706366198	0.338068924167926	1.0	26.0	5.0	4.0	0.42854534211097295	1900	sequence	WILDTYPE_SNP_INDIV	no effect
1046	1630__WILDTYPE_SNP_INDIV	0.829330416770063	0.362466217443702	0.626612167691761	1.0	26.0	5.0	4.0	-0.17986991088119297	1630	sequence	WILDTYPE_SNP_INDIV	no effect
1047	670__WILDTYPE_SNP_INDIV	232.127959710103	2.04776041170431e-52	4.91360110788448e-49	1.0	26.0	5.0	4.0	2.1229910288057803	670	sequence	WILDTYPE_SNP_INDIV	significant effect
1048	2791__WILDTYPE_SNP_INDIV	0.0385263142636632	0.8443900658558421	0.9272607818028471	1.0	26.0	5.0	4.0	0.0635134366252805	2791	sequence	WILDTYPE_SNP_INDIV	no effect
1049	1188__WILDTYPE_SNP_INDIV	0.0648751331732456	0.798950201841005	0.905313845495972	1.0	26.0	5.0	4.0	0.0684002658238213	1188	sequence	WILDTYPE_SNP_INDIV	no effect
1050	2687__WILDTYPE_SNP_INDIV	6.271634139490289	0.0122685943042575	0.0946575306529451	1.0	25.0	5.0	4.0	-0.734162966029049	2687	sequence	WILDTYPE_SNP_INDIV	no effect
1051	2921__WILDTYPE_SNP_INDIV	1.23022804442348	0.267362693447508	0.539786943985945	1.0	26.0	5.0	4.0	0.30793644749175797	2921	sequence	WILDTYPE_SNP_INDIV	no effect
1052	13__WILDTYPE_SNP_INDIV	3.49953388798667	0.0613861040602319	0.24199660850496102	1.0	26.0	5.0	4.0	-0.51642572009916	13	sequence	WILDTYPE_SNP_INDIV	no effect
1053	284__WILDTYPE_SNP_INDIV	1.23347961400555	0.26673140173385	0.5396475535079029	1.0	24.0	5.0	4.0	0.30519191008863894	284	sequence	WILDTYPE_SNP_INDIV	no effect
1054	1677__WILDTYPE_SNP_INDIV	1.82900837004331	0.17624471677835896	0.433965313401408	1.0	26.0	5.0	4.0	-0.483064925524452	1677	sequence	WILDTYPE_SNP_INDIV	no effect
