	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status
1027	2635__WILDTYPE_SNP_INDIV	0.145656431792759	0.702721274337087	0.794466818269593	1.0	26.0	5.0	4.0	-0.0484624048379889	2635	sequence	WILDTYPE_SNP_INDIV	no effect
1028	2071__WILDTYPE_SNP_INDIV	4.05811820972099	0.0439594609662363	0.0980367375423348	1.0	22.0	5.0	4.0	-0.295040822157533	2071	sequence	WILDTYPE_SNP_INDIV	no effect
1029	3909__WILDTYPE_SNP_INDIV	1.00331907003465	0.316508720676422	0.45258581123798997	1.0	25.0	5.0	4.0	-0.142376933385067	3909	sequence	WILDTYPE_SNP_INDIV	no effect
1030	2586__WILDTYPE_SNP_INDIV	28.4214315996742	9.75790904714943e-08	1.57900710035691e-06	1.0	26.0	5.0	4.0	-0.5765971093224499	2586	sequence	WILDTYPE_SNP_INDIV	significant effect
1031	1077__WILDTYPE_SNP_INDIV	27.105409093776	1.9265812003383101e-07	2.83154411279081e-06	1.0	26.0	5.0	4.0	-0.43241283928038704	1077	sequence	WILDTYPE_SNP_INDIV	significant effect
1032	3221__WILDTYPE_SNP_INDIV	1.83562498481569	0.175464592616607	0.288993431156755	1.0	26.0	5.0	4.0	-0.10811018249529598	3221	sequence	WILDTYPE_SNP_INDIV	no effect
1033	1992__WILDTYPE_SNP_INDIV	0.6924707627831589	0.405325252038832	0.541560511898423	1.0	25.0	5.0	4.0	0.0856218216703223	1992	sequence	WILDTYPE_SNP_INDIV	no effect
1034	1133__WILDTYPE_SNP_INDIV	0.9615044215424859	0.326808130716427	0.463178966742303	1.0	25.0	5.0	4.0	0.139380689237452	1133	sequence	WILDTYPE_SNP_INDIV	no effect
1035	3095__WILDTYPE_SNP_INDIV	8.54473683278229	0.00346522695929014	0.0121207283597878	1.0	26.0	5.0	4.0	-0.203495977605103	3095	sequence	WILDTYPE_SNP_INDIV	significant effect
1036	3046__WILDTYPE_SNP_INDIV	0.893294506936854	0.34458608660432105	0.481418817505921	1.0	24.0	5.0	4.0	0.19158199102071102	3046	sequence	WILDTYPE_SNP_INDIV	no effect
1037	129__WILDTYPE_SNP_INDIV	19.5688927029464	9.70363574520882e-06	8.40282403449974e-05	1.0	26.0	5.0	4.0	-0.349244704460948	129	sequence	WILDTYPE_SNP_INDIV	significant effect
1038	2045__WILDTYPE_SNP_INDIV	0.4624412719185779	0.49648524624486795	0.626768608734656	1.0	25.0	5.0	4.0	-0.0853395771292168	2045	sequence	WILDTYPE_SNP_INDIV	no effect
1039	2781__WILDTYPE_SNP_INDIV	16.006715844653197	6.311818826904929e-05	0.00042267763473522997	1.0	24.0	5.0	4.0	-0.6672243083203001	2781	sequence	WILDTYPE_SNP_INDIV	significant effect
1040	51__WILDTYPE_SNP_INDIV	0.32316946528828805	0.569709109273357	0.692408995351472	1.0	19.0	5.0	4.0	-0.0791523415677659	51	sequence	WILDTYPE_SNP_INDIV	no effect
1041	3210__WILDTYPE_SNP_INDIV	6.79559990938469	0.009138281118866779	0.0271269790347583	1.0	26.0	5.0	4.0	-0.38628302791756897	3210	sequence	WILDTYPE_SNP_INDIV	significant effect
1042	4355__WILDTYPE_SNP_INDIV	9.24530515206061	0.00236099949418539	0.00876213403015828	1.0	17.0	5.0	4.0	0.7146415825735821	4355	sequence	WILDTYPE_SNP_INDIV	significant effect
1043	1184__WILDTYPE_SNP_INDIV	19.0219432629037	1.29223831210623e-05	0.00010914758045663499	1.0	26.0	5.0	4.0	-0.300518956270572	1184	sequence	WILDTYPE_SNP_INDIV	significant effect
1044	411__WILDTYPE_SNP_INDIV	0.124058459603248	0.72467377802333	0.811270015648759	1.0	26.0	5.0	4.0	0.0462735357171411	411	sequence	WILDTYPE_SNP_INDIV	no effect
1045	3791__WILDTYPE_SNP_INDIV	2.7997158120817898	0.0942810164492329	0.17923835642999	1.0	26.0	5.0	4.0	0.16630604367361	3791	sequence	WILDTYPE_SNP_INDIV	no effect
1046	1620__WILDTYPE_SNP_INDIV	1.43996997535851	0.23014419914411605	0.35565048909537705	1.0	26.0	5.0	4.0	0.108043309470098	1620	sequence	WILDTYPE_SNP_INDIV	no effect
1047	1900__WILDTYPE_SNP_INDIV	0.000175256433522009	0.989437557422899	0.99265545313033	1.0	26.0	5.0	4.0	-0.00156251134076103	1900	sequence	WILDTYPE_SNP_INDIV	no effect
1048	1630__WILDTYPE_SNP_INDIV	3.14305961231639	0.0762506445940961	0.151869290476264	1.0	26.0	5.0	4.0	-0.17608868921309198	1630	sequence	WILDTYPE_SNP_INDIV	no effect
1049	670__WILDTYPE_SNP_INDIV	464.077639791226	6.230671251965628e-103	1.4972303018473397e-99	1.0	26.0	5.0	4.0	2.42345836204856	670	sequence	WILDTYPE_SNP_INDIV	significant effect
1050	2791__WILDTYPE_SNP_INDIV	0.7137930055864671	0.3981874944506121	0.534699384836447	1.0	26.0	5.0	4.0	0.11252787065672001	2791	sequence	WILDTYPE_SNP_INDIV	no effect
1051	1188__WILDTYPE_SNP_INDIV	1.05599000543543	0.304131556827185	0.43959586830419606	1.0	26.0	5.0	4.0	-0.10251628209931901	1188	sequence	WILDTYPE_SNP_INDIV	no effect
1052	2687__WILDTYPE_SNP_INDIV	19.7319491285007	8.909927637679511e-06	7.799838292657141e-05	1.0	25.0	5.0	4.0	-0.55162024696475	2687	sequence	WILDTYPE_SNP_INDIV	significant effect
1053	2921__WILDTYPE_SNP_INDIV	6.4734877010892	0.010949544373086	0.0313048841505361	1.0	26.0	5.0	4.0	-0.22688771403318397	2921	sequence	WILDTYPE_SNP_INDIV	significant effect
1054	13__WILDTYPE_SNP_INDIV	5.19321033085407	0.0226752919076198	0.0572360571995906	1.0	26.0	5.0	4.0	-0.23269751685986603	13	sequence	WILDTYPE_SNP_INDIV	no effect
1055	284__WILDTYPE_SNP_INDIV	8.82982452037959	0.00296346881338101	0.0106128398786208	1.0	24.0	5.0	4.0	0.259333181038451	284	sequence	WILDTYPE_SNP_INDIV	significant effect
1056	1677__WILDTYPE_SNP_INDIV	9.264267366962029	0.00233667932080469	0.00870548900448632	1.0	26.0	5.0	4.0	-0.415826300921999	1677	sequence	WILDTYPE_SNP_INDIV	significant effect
1057	1177__WILDTYPE_SNP_INDIV	0.131214489515514	0.7171761232338292	0.8053445224513441	1.0	26.0	5.0	4.0	0.0447431480857109	1177	sequence	WILDTYPE_SNP_INDIV	no effect
1058	2700__WILDTYPE_SNP_INDIV	65.187865807824	6.808748724776139e-16	6.05978636505076e-14	1.0	26.0	5.0	4.0	0.8770278328209259	2700	sequence	WILDTYPE_SNP_INDIV	significant effect
1059	266__WILDTYPE_SNP_INDIV	0.871436890591895	0.35055782353896403	0.48721252166809204	1.0	23.0	5.0	4.0	0.126192325207033	266	sequence	WILDTYPE_SNP_INDIV	no effect
1060	4413__WILDTYPE_SNP_INDIV	0.5085794854990129	0.47575443333249	0.6068141737250389	1.0	26.0	5.0	4.0	-0.0664304201198426	4413	sequence	WILDTYPE_SNP_INDIV	no effect
1061	866__WILDTYPE_SNP_INDIV	3.77731230014433	0.0519520474784949	0.11198865649503	1.0	26.0	5.0	4.0	-0.205426314614697	866	sequence	WILDTYPE_SNP_INDIV	no effect
1062	4451__WILDTYPE_SNP_INDIV	174.731009228517	6.8540552325517396e-40	2.35289924626026e-37	1.0	26.0	5.0	4.0	-1.93064053014059	4451	sequence	WILDTYPE_SNP_INDIV	significant effect
1063	940__WILDTYPE_SNP_INDIV	6.80405334148963	0.00909511618662013	0.0270707377831678	1.0	26.0	5.0	4.0	0.274154902390489	940	sequence	WILDTYPE_SNP_INDIV	significant effect
1064	80__WILDTYPE_SNP_INDIV	22.2757880045401	2.36165671921611e-06	2.45143027916903e-05	1.0	26.0	5.0	4.0	-0.511719087046394	80	sequence	WILDTYPE_SNP_INDIV	significant effect
1065	1789__WILDTYPE_SNP_INDIV	0.0538318919352605	0.816524803854603	0.8798695532119329	1.0	26.0	5.0	4.0	0.0219007429399424	1789	sequence	WILDTYPE_SNP_INDIV	no effect
1066	2922__WILDTYPE_SNP_INDIV	7.385317876097361	0.00657584468599705	0.0205886055771347	1.0	26.0	5.0	4.0	-0.270275235460613	2922	sequence	WILDTYPE_SNP_INDIV	significant effect
1067	139__WILDTYPE_SNP_INDIV	0.8126238998829649	0.367345629298573	0.504850756193578	1.0	26.0	5.0	4.0	0.0692973530673627	139	sequence	WILDTYPE_SNP_INDIV	no effect
1068	2502__WILDTYPE_SNP_INDIV	3.28206258860928	0.0700408543962805	0.14173319841201001	1.0	24.0	5.0	4.0	-0.296544071123164	2502	sequence	WILDTYPE_SNP_INDIV	no effect
1069	394__WILDTYPE_SNP_INDIV	4.05425002681704	0.0440602861820299	0.0981704846503642	1.0	25.0	5.0	4.0	0.22158773760047398	394	sequence	WILDTYPE_SNP_INDIV	no effect
1070	359__WILDTYPE_SNP_INDIV	1.7010022870511001	0.192156951980001	0.309486029227844	1.0	23.0	5.0	4.0	-0.210003597528103	359	sequence	WILDTYPE_SNP_INDIV	no effect
1071	408__WILDTYPE_SNP_INDIV	4.80667424736748	0.0283497072646234	0.0685355599163884	1.0	24.0	5.0	4.0	0.328521198343458	408	sequence	WILDTYPE_SNP_INDIV	no effect
1072	1248__WILDTYPE_SNP_INDIV	3.8586336802995898	0.0494906155712315	0.107967271191711	1.0	26.0	5.0	4.0	0.161355326711104	1248	sequence	WILDTYPE_SNP_INDIV	no effect
1073	154__WILDTYPE_SNP_INDIV	0.4410813989898089	0.5066009714409709	0.6350901610491011	1.0	23.0	5.0	4.0	0.128684257433539	154	sequence	WILDTYPE_SNP_INDIV	no effect
1074	298__WILDTYPE_SNP_INDIV	8.61233715779417	0.00333893580542318	0.0117387896714439	1.0	26.0	5.0	4.0	-0.2695702750797	298	sequence	WILDTYPE_SNP_INDIV	significant effect
1075	4304__WILDTYPE_SNP_INDIV	23.0691771583251	1.56275958502386e-06	1.7305581948444e-05	1.0	26.0	5.0	4.0	0.513022975740979	4304	sequence	WILDTYPE_SNP_INDIV	significant effect
1076	350__WILDTYPE_SNP_INDIV	9.25682706661587	0.0023461915048226803	0.0087332913712503	1.0	23.0	5.0	4.0	0.44705802150090096	350	sequence	WILDTYPE_SNP_INDIV	significant effect
1077	4692__WILDTYPE_SNP_INDIV	15.6481195854509	7.62883988664926e-05	0.0004941267452188191	1.0	16.0	5.0	4.0	-0.854403939966598	4692	sequence	WILDTYPE_SNP_INDIV	significant effect
1078	2059__WILDTYPE_SNP_INDIV	12.3090287310445	0.00045077247775873497	0.00219494683698934	1.0	25.0	5.0	4.0	0.464214999278764	2059	sequence	WILDTYPE_SNP_INDIV	significant effect
1079	1415__WILDTYPE_SNP_INDIV	9.743312641023751	0.0017997626334749	0.00699810616220095	1.0	22.0	5.0	4.0	-0.46977245526494305	1415	sequence	WILDTYPE_SNP_INDIV	significant effect
1080	1100__WILDTYPE_SNP_INDIV	0.0841323735935475	0.771773540776256	0.8458708408142951	1.0	24.0	5.0	4.0	0.0423729747364705	1100	sequence	WILDTYPE_SNP_INDIV	no effect
1081	953__WILDTYPE_SNP_INDIV	29.4637778437959	5.697158053730169e-08	9.77876485936686e-07	1.0	26.0	5.0	4.0	-0.56431945597614	953	sequence	WILDTYPE_SNP_INDIV	significant effect
1082	3206__WILDTYPE_SNP_INDIV	4.12435342006165	0.0422701707527129	0.0950189151719075	1.0	26.0	5.0	4.0	-0.291873013150581	3206	sequence	WILDTYPE_SNP_INDIV	no effect
1083	3694__WILDTYPE_SNP_INDIV	9.902445476682711	0.0016505928627470199	0.00649161153712126	1.0	24.0	5.0	4.0	-0.450217461779518	3694	sequence	WILDTYPE_SNP_INDIV	significant effect
1084	1009__WILDTYPE_SNP_INDIV	0.23225604795470603	0.629856025331584	0.7379382007427719	1.0	24.0	5.0	4.0	0.0595965735769888	1009	sequence	WILDTYPE_SNP_INDIV	no effect
1085	666__WILDTYPE_SNP_INDIV	6.91422260938498	0.00855128101630204	0.0257019740865213	1.0	26.0	5.0	4.0	-0.320594749066341	666	sequence	WILDTYPE_SNP_INDIV	significant effect
1086	2019__WILDTYPE_SNP_INDIV	4.99905018466632	0.0253612326708497	0.0622502983739039	1.0	20.0	5.0	4.0	-0.37806754911847396	2019	sequence	WILDTYPE_SNP_INDIV	no effect
1087	1245__WILDTYPE_SNP_INDIV	6.30294690434584	0.0120537429420699	0.0339567928368042	1.0	26.0	5.0	4.0	-0.29188819162408197	1245	sequence	WILDTYPE_SNP_INDIV	significant effect
1088	1168__WILDTYPE_SNP_INDIV	2.39064463470686	0.122063285153971	0.21963165423062	1.0	26.0	5.0	4.0	-0.12868729357835001	1168	sequence	WILDTYPE_SNP_INDIV	no effect
1089	3862__WILDTYPE_SNP_INDIV	12.8554099308128	0.000336504982932048	0.00171864287775922	1.0	24.0	5.0	4.0	-0.414615631032144	3862	sequence	WILDTYPE_SNP_INDIV	significant effect
1090	385__WILDTYPE_SNP_INDIV	0.000115387280857249	0.991429410803024	0.99328950350622	1.0	25.0	5.0	4.0	-0.00122452173905059	385	sequence	WILDTYPE_SNP_INDIV	no effect
1091	1960__WILDTYPE_SNP_INDIV	5.90427915986925	0.015104145504023999	0.0408730423943352	1.0	25.0	5.0	4.0	0.365229273583159	1960	sequence	WILDTYPE_SNP_INDIV	significant effect
1092	2711__WILDTYPE_SNP_INDIV	0.71429101307524	0.398022969482151	0.5346278343575229	1.0	21.0	5.0	4.0	-0.11851324125950699	2711	sequence	WILDTYPE_SNP_INDIV	no effect
1093	3341__WILDTYPE_SNP_INDIV	8.88919094897005	0.0028686381726834398	0.0103270974216604	1.0	11.0	5.0	4.0	-0.560105025242849	3341	sequence	WILDTYPE_SNP_INDIV	significant effect
1094	686__WILDTYPE_SNP_INDIV	0.72086418517938	0.39586058699119203	0.5333630448779559	1.0	23.0	5.0	4.0	0.161989998131428	686	sequence	WILDTYPE_SNP_INDIV	no effect
1095	745__WILDTYPE_SNP_INDIV	32.6184062727461	1.1214763983505801e-08	2.3219362649225197e-07	1.0	26.0	5.0	4.0	0.47582426642125003	745	sequence	WILDTYPE_SNP_INDIV	significant effect
1096	1724__WILDTYPE_SNP_INDIV	6.73069860895885	0.00947674763948746	0.0279761972698874	1.0	20.0	5.0	4.0	0.458476590330858	1724	sequence	WILDTYPE_SNP_INDIV	significant effect
1097	583__WILDTYPE_SNP_INDIV	2.90330137985484	0.0883983361135452	0.170482505361837	1.0	25.0	5.0	4.0	-0.21061317825316803	583	sequence	WILDTYPE_SNP_INDIV	no effect
1098	3247__WILDTYPE_SNP_INDIV	0.505429455457175	0.477124131866969	0.6082383495365129	1.0	7.0	5.0	4.0	-0.27240248229604197	3247	sequence	WILDTYPE_SNP_INDIV	no effect
1099	821__WILDTYPE_SNP_INDIV	0.0554663737930241	0.813810589019587	0.878323308068298	1.0	25.0	5.0	4.0	-0.0262444889088783	821	sequence	WILDTYPE_SNP_INDIV	no effect
1100	4561__WILDTYPE_SNP_INDIV	18.025420761402103	2.1797473802574104e-05	0.00016734610079100802	1.0	23.0	5.0	4.0	-0.6698829912777989	4561	sequence	WILDTYPE_SNP_INDIV	significant effect
1101	84__WILDTYPE_SNP_INDIV	7.25078687397831	0.0070869950086514906	0.0220026472943017	1.0	25.0	5.0	4.0	0.35276817253124604	84	sequence	WILDTYPE_SNP_INDIV	significant effect
1102	43__WILDTYPE_SNP_INDIV	24.4648891196834	7.567641756896321e-07	9.25447488133428e-06	1.0	26.0	5.0	4.0	-0.497625999317896	43	sequence	WILDTYPE_SNP_INDIV	significant effect
1103	872__WILDTYPE_SNP_INDIV	48.960952957832696	2.6110908683729703e-12	1.21834006926218e-10	1.0	24.0	5.0	4.0	-0.8748125282460458	872	sequence	WILDTYPE_SNP_INDIV	significant effect
1104	674__WILDTYPE_SNP_INDIV	0.00455268521216112	0.946204687025062	0.9640872941069301	1.0	11.0	5.0	4.0	-0.0296384572102467	674	sequence	WILDTYPE_SNP_INDIV	no effect
1105	744__WILDTYPE_SNP_INDIV	6.072224707953861	0.0137323890033384	0.0377130637428824	1.0	25.0	5.0	4.0	0.333647234918134	744	sequence	WILDTYPE_SNP_INDIV	significant effect
1106	1970__WILDTYPE_SNP_INDIV	30.0740917139365	4.15849997511414e-08	7.57036018196915e-07	1.0	26.0	5.0	4.0	-0.477339952103531	1970	sequence	WILDTYPE_SNP_INDIV	significant effect
1107	4147__WILDTYPE_SNP_INDIV	7.77873171953388	0.00528648982805501	0.0172016723856685	1.0	25.0	5.0	4.0	0.40144513520228103	4147	sequence	WILDTYPE_SNP_INDIV	significant effect
1108	2054__WILDTYPE_SNP_INDIV	0.130478021787894	0.7179369235831229	0.8057928198833471	1.0	26.0	5.0	4.0	-0.0616531594489445	2054	sequence	WILDTYPE_SNP_INDIV	no effect
1109	2189__WILDTYPE_SNP_INDIV	0.330253650714326	0.565509767507668	0.688758221652776	1.0	17.0	5.0	4.0	0.104921407683995	2189	sequence	WILDTYPE_SNP_INDIV	no effect
1110	3882__WILDTYPE_SNP_INDIV	0.0197348114647866	0.888280244327006	0.9288553975908929	1.0	26.0	5.0	4.0	-0.0117446302903019	3882	sequence	WILDTYPE_SNP_INDIV	no effect
1111	1116__WILDTYPE_SNP_INDIV	0.24510136519029396	0.6205456763019079	0.7316836408996491	1.0	25.0	5.0	4.0	-0.0462939721600772	1116	sequence	WILDTYPE_SNP_INDIV	no effect
1112	3252__WILDTYPE_SNP_INDIV	0.107886329640905	0.742563471436124	0.8253376604352479	1.0	19.0	5.0	4.0	-0.0792144021229239	3252	sequence	WILDTYPE_SNP_INDIV	no effect
1113	4316__WILDTYPE_SNP_INDIV	25.9337935914332	3.53329270906478e-07	4.73008489129953e-06	1.0	26.0	5.0	4.0	-0.596562569687788	4316	sequence	WILDTYPE_SNP_INDIV	significant effect
1114	4049__WILDTYPE_SNP_INDIV	0.0396433728856209	0.842179486769264	0.9003611755961691	1.0	26.0	5.0	4.0	-0.0163306683871545	4049	sequence	WILDTYPE_SNP_INDIV	no effect
1115	2696__WILDTYPE_SNP_INDIV	0.00486862132925125	0.9443723425074391	0.963541389877611	1.0	17.0	5.0	4.0	0.0127246652024652	2696	sequence	WILDTYPE_SNP_INDIV	no effect
1116	2724__WILDTYPE_SNP_INDIV	0.346377570657296	0.5561708972419549	0.6811566801652901	1.0	26.0	5.0	4.0	-0.0745962748977669	2724	sequence	WILDTYPE_SNP_INDIV	no effect
1117	2438__WILDTYPE_SNP_INDIV	11.588160599906098	0.000663730304813863	0.0030264590559159602	1.0	26.0	5.0	4.0	0.37018167079199393	2438	sequence	WILDTYPE_SNP_INDIV	significant effect
1118	562__WILDTYPE_SNP_INDIV	1.1466674418654699	0.28424785887041604	0.41772727897216105	1.0	25.0	5.0	4.0	0.18086807958533604	562	sequence	WILDTYPE_SNP_INDIV	no effect
1119	4059__WILDTYPE_SNP_INDIV	4.40650366672304	0.0358021489038033	0.0829629352129597	1.0	8.0	5.0	4.0	-0.6412510237597071	4059	sequence	WILDTYPE_SNP_INDIV	no effect
1120	2534__WILDTYPE_SNP_INDIV	13.1493640174181	0.000287616850296435	0.00150687495229455	1.0	26.0	5.0	4.0	0.285294999035678	2534	sequence	WILDTYPE_SNP_INDIV	significant effect
1121	3767__WILDTYPE_SNP_INDIV	1.03977423558445	0.307873984547351	0.44353788061587796	1.0	26.0	5.0	4.0	0.0969866262969723	3767	sequence	WILDTYPE_SNP_INDIV	no effect
1122	3162__WILDTYPE_SNP_INDIV	1.07622028161768	0.29954464618424503	0.434665328973877	1.0	26.0	5.0	4.0	-0.10227438029941902	3162	sequence	WILDTYPE_SNP_INDIV	no effect
1123	3843__WILDTYPE_SNP_INDIV	0.40345177210065203	0.525311980654705	0.6533771684851221	1.0	24.0	5.0	4.0	-0.0842970156748471	3843	sequence	WILDTYPE_SNP_INDIV	no effect
1124	3384__WILDTYPE_SNP_INDIV	0.218786633646232	0.639966001870196	0.7455761774635501	1.0	26.0	5.0	4.0	0.0522882909159854	3384	sequence	WILDTYPE_SNP_INDIV	no effect
1125	3187__WILDTYPE_SNP_INDIV	0.339349449979636	0.5602049725995	0.6835097990132522	1.0	26.0	5.0	4.0	0.0479762847627098	3187	sequence	WILDTYPE_SNP_INDIV	no effect
1126	4480__WILDTYPE_SNP_INDIV	3.5644583078112597	0.0590289971520591	0.123184264139295	1.0	25.0	5.0	4.0	-0.274660982037934	4480	sequence	WILDTYPE_SNP_INDIV	no effect
1127	2508__WILDTYPE_SNP_INDIV	0.000732112159312237	0.9784138156358159	0.9857980708481621	1.0	23.0	5.0	4.0	-0.00485554178889786	2508	sequence	WILDTYPE_SNP_INDIV	no effect
1128	1233__WILDTYPE_SNP_INDIV	16.6038397280904	4.60576808490095e-05	0.00031895275815610897	1.0	26.0	5.0	4.0	-0.349071463442175	1233	sequence	WILDTYPE_SNP_INDIV	significant effect
1129	762__WILDTYPE_SNP_INDIV	0.0221528946132139	0.8816810822182609	0.9255619346584691	1.0	20.0	5.0	4.0	-0.0245304302187361	762	sequence	WILDTYPE_SNP_INDIV	no effect
1130	4502__WILDTYPE_SNP_INDIV	0.278547476529326	0.59765483617555	0.712603576881102	1.0	10.0	5.0	4.0	-0.18897560287453197	4502	sequence	WILDTYPE_SNP_INDIV	no effect
1131	370__WILDTYPE_SNP_INDIV	15.014719528896	0.000106675869603439	0.000648896285288922	1.0	26.0	5.0	4.0	0.305874287459278	370	sequence	WILDTYPE_SNP_INDIV	significant effect
1132	1928__WILDTYPE_SNP_INDIV	2.37324759761532	0.12343003679636098	0.22109756125356303	1.0	25.0	5.0	4.0	0.151415819687773	1928	sequence	WILDTYPE_SNP_INDIV	no effect
1133	4142__WILDTYPE_SNP_INDIV	7.364148242769259	0.00665371106900186	0.0208052930368399	1.0	21.0	5.0	4.0	0.621545018180688	4142	sequence	WILDTYPE_SNP_INDIV	significant effect
1134	1450__WILDTYPE_SNP_INDIV	52.8599387522599	3.582015274251621e-13	1.93428824809588e-11	1.0	25.0	5.0	4.0	0.7280438250847758	1450	sequence	WILDTYPE_SNP_INDIV	significant effect
1135	1958__WILDTYPE_SNP_INDIV	1.86090124418524	0.172520819797112	0.28546272274401097	1.0	14.0	5.0	4.0	0.27215218353266	1958	sequence	WILDTYPE_SNP_INDIV	no effect
1136	2608__WILDTYPE_SNP_INDIV	5.416047969281861	0.0199524728783457	0.0517214588205659	1.0	26.0	5.0	4.0	0.35013833674539	2608	sequence	WILDTYPE_SNP_INDIV	no effect
1137	1538__WILDTYPE_SNP_INDIV	0.0781782605149601	0.77978152492881	0.851540560965203	1.0	25.0	5.0	4.0	-0.0399456806134353	1538	sequence	WILDTYPE_SNP_INDIV	no effect
1138	1542__WILDTYPE_SNP_INDIV	1.6191554948341	0.203209581977977	0.323492961572096	1.0	26.0	5.0	4.0	-0.138440508076705	1542	sequence	WILDTYPE_SNP_INDIV	no effect
1139	3818__WILDTYPE_SNP_INDIV	18.969234133115197	1.32843291811476e-05	0.000111227327603825	1.0	25.0	5.0	4.0	0.7630292014094441	3818	sequence	WILDTYPE_SNP_INDIV	significant effect
1140	4001__WILDTYPE_SNP_INDIV	10.475069869194199	0.00120996212916307	0.00502165629771822	1.0	22.0	5.0	4.0	-0.445495827058279	4001	sequence	WILDTYPE_SNP_INDIV	significant effect
1141	4092__WILDTYPE_SNP_INDIV	5.078216213052429	0.0242282840612736	0.0601524043360541	1.0	23.0	5.0	4.0	0.311288311294219	4092	sequence	WILDTYPE_SNP_INDIV	no effect
1142	2651__WILDTYPE_SNP_INDIV	0.0310883889619618	0.8600433378065581	0.9113809222125	1.0	26.0	5.0	4.0	-0.0128821848040245	2651	sequence	WILDTYPE_SNP_INDIV	no effect
1143	3719__WILDTYPE_SNP_INDIV	0.200086832297984	0.654650766621577	0.7570383985522849	1.0	19.0	5.0	4.0	-0.0660021974473943	3719	sequence	WILDTYPE_SNP_INDIV	no effect
1144	4436__WILDTYPE_SNP_INDIV	0.6938399486534761	0.404861334816171	0.541091094306595	1.0	26.0	5.0	4.0	0.095754104728735	4436	sequence	WILDTYPE_SNP_INDIV	no effect
1145	2305__WILDTYPE_SNP_INDIV	0.9635680438500459	0.326289545931185	0.462990126290308	1.0	26.0	5.0	4.0	0.0915594719442001	2305	sequence	WILDTYPE_SNP_INDIV	no effect
1146	2297__WILDTYPE_SNP_INDIV	3.1341883430413904	0.0766665392479515	0.152502912584244	1.0	25.0	5.0	4.0	-0.160688612791139	2297	sequence	WILDTYPE_SNP_INDIV	no effect
1147	777__WILDTYPE_SNP_INDIV	5.342930606636171	0.0208064662260767	0.0534166007919469	1.0	20.0	5.0	4.0	0.60908499338064	777	sequence	WILDTYPE_SNP_INDIV	no effect
1148	2441__WILDTYPE_SNP_INDIV	6.2604883520753	0.0123460166591389	0.0346785248765761	1.0	26.0	5.0	4.0	-0.37906552080706896	2441	sequence	WILDTYPE_SNP_INDIV	significant effect
1149	81__WILDTYPE_SNP_INDIV	9.12287909550241	0.002524323688681	0.0092539280303592	1.0	22.0	5.0	4.0	-0.546227855626805	81	sequence	WILDTYPE_SNP_INDIV	significant effect
1150	2583__WILDTYPE_SNP_INDIV	0.666495785230154	0.41427601005245096	0.5489843390860389	1.0	25.0	5.0	4.0	-0.111962269661377	2583	sequence	WILDTYPE_SNP_INDIV	no effect
1151	1875__WILDTYPE_SNP_INDIV	23.184423708337803	1.47184680604109e-06	1.6566032201015197e-05	1.0	23.0	5.0	4.0	0.8077413223284391	1875	sequence	WILDTYPE_SNP_INDIV	significant effect
1152	1826__WILDTYPE_SNP_INDIV	1.75179129237813	0.18565170035607398	0.30112793517087205	1.0	26.0	5.0	4.0	0.147615245200964	1826	sequence	WILDTYPE_SNP_INDIV	no effect
1153	20__WILDTYPE_SNP_INDIV	0.0998309264080603	0.752032623355448	0.832588985912527	1.0	12.0	5.0	4.0	-0.10571067230440499	20	sequence	WILDTYPE_SNP_INDIV	no effect
1154	2092__WILDTYPE_SNP_INDIV	0.0196702367180706	0.8884619772628659	0.9288553975908929	1.0	18.0	5.0	4.0	0.0297788031395792	2092	sequence	WILDTYPE_SNP_INDIV	no effect
1155	2073__WILDTYPE_SNP_INDIV	2.49142955435229	0.11446770934929598	0.208973172804899	1.0	23.0	5.0	4.0	0.250865978158389	2073	sequence	WILDTYPE_SNP_INDIV	no effect
1156	2811__WILDTYPE_SNP_INDIV	0.416207369144445	0.51883558567348	0.6463255118576321	1.0	12.0	5.0	4.0	0.150455597884004	2811	sequence	WILDTYPE_SNP_INDIV	no effect
1157	3628__WILDTYPE_SNP_INDIV	0.139140556094844	0.709136914988076	0.7993984390729431	1.0	26.0	5.0	4.0	0.0467610940834191	3628	sequence	WILDTYPE_SNP_INDIV	no effect
1158	2294__WILDTYPE_SNP_INDIV	15.526879434255099	8.13403791288133e-05	0.0005198429017195169	1.0	25.0	5.0	4.0	0.5145359830608761	2294	sequence	WILDTYPE_SNP_INDIV	significant effect
1159	3821__WILDTYPE_SNP_INDIV	4.90374984746643	0.0267984430787511	0.0653773184956741	1.0	19.0	5.0	4.0	0.517164101571438	3821	sequence	WILDTYPE_SNP_INDIV	no effect
1160	3820__WILDTYPE_SNP_INDIV	6.67539565561901	0.00977528105584896	0.0285586539041618	1.0	25.0	5.0	4.0	0.321030925079205	3820	sequence	WILDTYPE_SNP_INDIV	significant effect
1161	4538__WILDTYPE_SNP_INDIV	1.24916960761061	0.263711137001714	0.3949002300504129	1.0	23.0	5.0	4.0	-0.146676564686673	4538	sequence	WILDTYPE_SNP_INDIV	no effect
