CHR	POS	PHENOTYPE
3	169134621	DBP
3	169100443	DBP
15	91421283	SBP
15	91439417	SBP
15	91420973	SBP
15	91428955	SBP
15	91418394	SBP
15	91425232	SBP
15	91427872	SBP
15	91429196	SBP
15	91420940	SBP
15	91418297	SBP
15	91428521	SBP
15	91427612	SBP
15	91437388	SBP
15	91429176	SBP
15	91429287	SBP
2	96742833	DBP
2	96675166	DBP
2	96558477	DBP
2	96595589	DBP
2	96600052	DBP
2	96795944	DBP
2	96774199	DBP
2	96803904	DBP
2	96745729	DBP
2	96500289	DBP
2	96508571	DBP
2	96575040	DBP
2	96685021	DBP
2	96600712	DBP
2	96769883	DBP
2	96420050	DBP
2	96665201	DBP
2	96410048	DBP
2	96633504	DBP
2	96737860	DBP
2	96686723	DBP
2	96430547	DBP
2	96512692	DBP
2	96795608	DBP
2	96645069	DBP
2	96497516	DBP
2	96675259	DBP
2	96677466	DBP
2	96654605	DBP
2	96683378	DBP
2	96658128	DBP
2	96480181	DBP
2	96645257	DBP
2	96560303	DBP
2	96679384	DBP
2	96596710	DBP
2	96520356	DBP
2	96534160	DBP
2	96690873	DBP
2	96789787	DBP
2	96587496	DBP
2	96508976	DBP
2	96499024	DBP
2	96542468	DBP
2	96681081	DBP
2	96686246	DBP
2	96737083	DBP
2	96558400	DBP
2	96744212	DBP
2	96751871	DBP
2	96549121	DBP
2	96679740	DBP
2	96548068	DBP
2	96540825	DBP
2	96778190	DBP
2	96660300	DBP
2	96741944	DBP
2	96606454	DBP
2	96597007	DBP
2	96756547	DBP
2	96424513	DBP
2	96786713	DBP
2	96502590	DBP
2	96501762	DBP
2	96431444	DBP
2	96505552	DBP
2	96603518	DBP
2	96581373	DBP
2	96553772	DBP
2	96424519	DBP
2	96407037	DBP
2	96518022	DBP
2	96684394	DBP
2	96797015	DBP
2	96736568	DBP
2	96751395	DBP
2	96683857	DBP
1	228204497	DBP
1	228191075	DBP
1	228199902	DBP
1	228198196	DBP
1	228192452	DBP
1	228198945	DBP
1	228198046	DBP
1	228193857	DBP
1	228206934	DBP
1	228207651	DBP
1	228212159	DBP
1	228197496	DBP
1	228191365	DBP
1	228206980	DBP
1	228209815	DBP
1	228204279	DBP
10	115789375	DBP
10	115792062	DBP
10	115805056	DBP
10	115798895	DBP
10	115792787	DBP
10	115781547	DBP
10	115781527	DBP
1	10796866	SBP
1	10789634	SBP
1	10789697	SBP
1	10797428	SBP
1	10790797	SBP
1	10796547	SBP
1	10798489	SBP
1	10790536	SBP
10	95893514	SBP
10	95896716	SBP
10	95899933	SBP
10	95903188	SBP
10	95892706	SBP
10	95898681	SBP
10	95899646	SBP
10	95898827	SBP
10	95892659	SBP
10	95895127	SBP
10	95892788	SBP
10	95895940	SBP
10	95900004	SBP
10	95897240	SBP
10	95895177	SBP
10	95893052	SBP
15	81009646	SBP
15	81022569	SBP
15	81003816	SBP
15	81030214	SBP
15	81042816	SBP
15	81040330	SBP
15	81024204	SBP
15	81022123	SBP
15	81012407	SBP
15	81052947	SBP
15	81019572	SBP
15	81006712	SBP
15	81000001	SBP
15	81016169	SBP
15	81013037	SBP
15	81016227	SBP
15	81015427	SBP
15	81018587	SBP
15	80987012	SBP
15	80992893	SBP
15	81032822	SBP
15	81028965	SBP
15	80998903	SBP
15	81018478	SBP
15	80994931	SBP
15	80994288	SBP
15	81018543	SBP
15	80993277	SBP
15	81021174	SBP
15	81010249	SBP
15	80993155	SBP
15	80992165	SBP
15	81021383	SBP
15	81037732	SBP
12	115555867	SBP
12	115556307	SBP
12	115554523	SBP
12	115552437	SBP
12	115555530	SBP
12	115553115	SBP
12	115554085	SBP
12	115552878	SBP
6	152388039	PP
6	152397602	PP
6	152370936	PP
6	152308973	PP
6	152378632	PP
6	152328484	PP
6	152398050	PP
6	152404924	PP
6	152393173	PP
6	152394332	PP
6	152388873	PP
6	152370868	PP
6	152404868	PP
6	152396108	PP
6	152395963	PP
6	152396013	PP
6	152388127	PP
6	152379816	PP
6	152316747	PP
6	152395965	PP
6	152378816	PP
6	152323196	PP
6	152396586	PP
6	152393721	PP
6	152393367	PP
6	152400248	PP
6	152398079	PP
6	152375362	PP
6	152393160	PP
6	152316318	PP
6	152397463	PP
6	152398051	PP
6	152374954	PP
6	152387664	PP
6	152377180	PP
6	152393650	PP
6	152393112	PP
6	152389665	PP
6	152392233	PP
6	152403759	PP
6	152397584	PP
6	152400595	PP
6	152325504	PP
6	152398345	PP
6	152389362	PP
6	152340648	PP
6	152403644	PP
6	152375150	PP
6	152398670	PP
6	152371462	PP
6	152398414	PP
6	152377101	PP
6	152396403	PP
6	152395348	PP
6	152398669	PP
6	152340288	PP
6	152393761	PP
6	152397092	PP
6	152396945	PP
6	152373238	PP
6	152400259	PP
6	152395187	PP
6	152403390	PP
6	152384126	PP
6	152312415	PP
6	152395139	PP
6	152399345	PP
6	152373882	PP
6	152393707	PP
6	152329884	PP
6	152397278	PP
6	152380226	PP
6	152384800	PP
6	152380318	PP
6	152373514	PP
6	152311537	PP
6	152383320	PP
6	152395770	PP
6	152382014	PP
6	152400760	PP
6	152400982	PP
6	152396036	PP
6	152395535	PP
6	152398963	PP
6	152399792	PP
6	152398505	PP
6	152342779	PP
6	152395574	PP
6	152384771	PP
6	152401437	PP
6	152389170	PP
6	152335236	PP
6	152376475	PP
6	152398221	PP
6	152378721	PP
6	152382420	PP
6	152396940	PP
6	152319503	PP
6	152403418	PP
6	152397134	PP
6	152402987	PP
6	152333104	PP
6	152384781	PP
6	152373312	PP
6	152397912	PP
6	152379450	PP
6	152394237	PP
6	152382821	PP
6	152376524	PP
6	152401171	PP
6	152395269	PP
6	152378552	PP
6	152405607	PP
6	152371391	PP
6	152332042	PP
6	152394779	PP
6	152392439	PP
6	152373162	PP
6	152371643	PP
6	152386890	PP
6	152400529	PP
6	152405608	PP
6	152405299	PP
6	152404528	PP
6	152376674	PP
6	152403128	PP
6	152404238	PP
6	152396950	PP
6	152399523	PP
6	152375271	PP
6	152384229	PP
6	152383319	PP
6	152382311	PP
6	152399690	PP
6	152372672	PP
6	152399556	PP
6	152341587	PP
6	152373911	PP
6	152379347	PP
6	152398934	PP
6	152404784	PP
6	152394525	PP
6	152383170	PP
6	152402326	PP
6	152380377	PP
6	152372542	PP
6	152402457	PP
6	152393218	PP
6	152388444	PP
6	152396141	PP
6	152382917	PP
6	152361280	PP
6	152380515	PP
6	152392712	PP
6	152402382	PP
6	152405567	PP
6	152401651	PP
6	152402201	PP
6	152403698	PP
6	152379895	PP
6	152405910	PP
6	152340494	PP
6	152399520	PP
6	152401385	PP
6	152379446	PP
14	23865885	PP
14	23861811	PP
14	23864804	PP
3	41930219	PP
3	41997811	PP
3	41992441	PP
3	42013610	PP
3	41950532	PP
3	41806751	PP
3	41866856	PP
3	41935127	PP
3	41910216	PP
3	41864282	PP
3	41896441	PP
3	41805233	PP
3	42031902	PP
3	41885239	PP
3	41899362	PP
3	41940590	PP
3	41967893	PP
3	41944080	PP
3	41905196	PP
3	41816891	PP
3	41829679	PP
3	41868509	PP
3	41871356	PP
3	41841270	PP
3	41865577	PP
3	41854135	PP
3	41810481	PP
3	41816678	PP
3	41750989	PP
3	41802815	PP
3	41925301	PP
3	41809063	PP
3	41905791	PP
3	41869274	PP
3	41815951	PP
3	41838767	PP
3	41840162	PP
3	41794937	PP
3	41762062	PP
3	41806167	PP
3	41827209	PP
3	41884867	PP
3	41862873	PP
3	41865476	PP
3	41905668	PP
3	41932938	PP
3	41928044	PP
3	41985203	PP
3	41928301	PP
3	41908611	PP
3	41850685	PP
3	41765955	PP
3	41812334	PP
3	42027363	PP
3	41809583	PP
3	42004576	PP
3	41984800	PP
3	41810949	PP
3	41902964	PP
3	41923300	PP
3	41914139	PP
3	41976773	PP
3	41807682	PP
3	41868901	PP
3	42062339	PP
3	41752845	PP
3	41881107	PP
3	41940667	PP
3	41764014	PP
3	41867599	PP
3	41950033	PP
3	41877853	PP
3	41959357	PP
3	41813889	PP
3	41804581	PP
3	41858731	PP
3	41862232	PP
3	41983242	PP
3	41972186	PP
3	41816541	PP
3	41829186	PP
3	41876056	PP
3	41848492	PP
3	41989859	PP
3	41810834	PP
3	41806770	PP
3	41760895	PP
3	41824328	PP
3	41869847	PP
3	41822518	PP
3	42012714	PP
3	41892644	PP
3	42052932	PP
3	41761828	PP
3	41977214	PP
3	41900309	PP
3	41990807	PP
3	42060235	PP
3	41861676	PP
3	41889281	PP
3	41940448	PP
3	41892643	PP
3	41871532	PP
3	41994984	PP
3	41798038	PP
3	41918456	PP
3	41924294	PP
3	41889698	PP
3	41823363	PP
3	41894768	PP
3	41813557	PP
3	41972626	PP
3	41903208	PP
3	41987920	PP
3	42005734	PP
3	41950351	PP
3	41889995	PP
3	41871443	PP
3	41874930	PP
3	41864125	PP
3	41812293	PP
3	41897482	PP
3	41910159	PP
3	41883101	PP
3	41932858	PP
3	41971728	PP
3	41864307	PP
3	41862613	PP
3	41939781	PP
3	41885722	PP
3	41873157	PP
3	41869427	PP
3	41802389	PP
3	41914000	PP
3	41951952	PP
3	41866384	PP
3	41995851	PP
3	41850868	PP
3	41990829	PP
3	41861463	PP
3	42057101	PP
3	41863406	PP
3	41874324	PP
3	42008312	PP
3	41854743	PP
3	41976968	PP
3	41853310	PP
3	41864405	PP
3	41865355	PP
3	41799414	PP
3	41914213	PP
3	41976040	PP
3	41826211	PP
3	41787236	PP
3	41865604	PP
3	41864517	PP
3	41952852	PP
3	41918992	PP
3	41861738	PP
3	41866152	PP
3	41880831	PP
3	41827062	PP
3	42032483	PP
3	41883355	PP
3	41933389	PP
3	41866574	PP
3	41967192	PP
3	42001861	PP
3	41921915	PP
3	41860599	PP
3	41954588	PP
3	41975535	PP
3	41839837	PP
3	41975847	PP
3	41763049	PP
3	41817951	PP
3	41763711	PP
3	41921681	PP
3	41907850	PP
3	41964542	PP
3	41853161	PP
3	41889773	PP
3	41856961	PP
3	41950520	PP
3	41750323	PP
3	41988695	PP
3	41850054	PP
3	41798941	PP
3	41983786	PP
3	41834492	PP
3	41868900	PP
3	42012781	PP
3	42051836	PP
3	41774446	PP
3	41925398	PP
3	41810553	PP
3	41866045	PP
3	41862250	PP
3	42017820	PP
3	41921819	PP
3	41845226	PP
3	41865843	PP
3	42020973	PP
3	41999381	PP
3	41866093	PP
3	42000843	PP
3	41948793	PP
3	41888372	PP
3	41937000	PP
3	41894034	PP
3	41942199	PP
3	41814564	PP
3	41866229	PP
3	42015110	PP
3	41907580	PP
3	41906404	PP
3	41922776	PP
3	41866700	PP
3	41767154	PP
3	41882357	PP
3	41896031	PP
3	41955714	PP
3	41927449	PP
3	41898108	PP
3	41927452	PP
3	41867736	PP
3	41986399	PP
3	41850146	PP
3	41902282	PP
3	41851559	PP
3	41962662	PP
3	41834639	PP
3	41927938	PP
3	41950312	PP
3	41968894	PP
3	42008186	PP
3	41760625	PP
3	41948810	PP
3	41871205	PP
3	42037880	PP
3	41882147	PP
3	41882101	PP
3	41808660	PP
3	41881351	PP
3	41869365	PP
3	41841873	PP
3	41831203	PP
3	42002811	PP
3	41951547	PP
3	41888938	PP
3	41953564	PP
3	41949569	PP
3	41926021	PP
3	41806492	PP
3	41965234	PP
3	41954587	PP
3	41991986	PP
3	41915616	PP
3	41785513	PP
3	41792655	PP
3	41898814	PP
3	41787233	PP
3	41996948	PP
3	41817263	PP
3	41844514	PP
3	41926546	PP
3	42063734	PP
3	41836068	PP
3	42007339	PP
3	41847979	PP
3	41865541	PP
3	41823648	PP
3	41906760	PP
3	41991241	PP
3	41750973	PP
3	42009726	PP
3	41925260	PP
3	41863444	PP
3	41813104	PP
3	41807448	PP
3	41815202	PP
3	41885339	PP
3	41970743	PP
3	41974556	PP
3	41924333	PP
3	41885697	PP
3	42031865	PP
3	42028722	PP
3	41830200	PP
3	42035157	PP
3	41894049	PP
3	41882521	PP
3	41786904	PP
3	41845597	PP
3	41973963	PP
3	41952540	PP
3	41929960	PP
3	42051952	PP
3	41971960	PP
3	41995851	PP
3	41908681	PP
3	41951186	PP
3	41902972	PP
3	41775577	PP
3	41923074	PP
3	41927151	PP
3	41992243	PP
3	41955913	PP
3	41822054	PP
3	42013850	PP
3	41986787	PP
3	42009192	PP
3	41867600	PP
3	41836920	PP
3	41810539	PP
3	41929538	PP
3	41945941	PP
3	41965532	PP
3	41762217	PP
3	41757341	PP
3	41862273	PP
3	41895967	PP
3	41972209	PP
3	41865591	PP
3	41990978	PP
3	41864697	PP
3	41894440	PP
3	41876310	PP
3	41878661	PP
3	41934949	PP
3	41767234	PP
3	41903582	PP
3	41873778	PP
3	42053899	PP
3	41918706	PP
3	41906183	PP
3	41994473	PP
3	41946481	PP
3	41868934	PP
3	41865397	PP
3	41754422	PP
3	41876710	PP
3	41751005	PP
3	41984888	PP
3	41936827	PP
3	42002761	PP
3	41750260	PP
3	41985600	PP
3	41849013	PP
3	42001847	PP
3	41850016	PP
3	41957466	PP
3	41853125	PP
3	41836919	PP
3	41844612	PP
3	41892693	PP
3	41914942	PP
3	42004781	PP
3	41825055	PP
3	41849670	PP
3	41964648	PP
3	41883019	PP
3	41844641	PP
3	41826877	PP
3	41895802	PP
3	41887777	PP
3	41949301	PP
3	41829486	PP
3	41845944	PP
3	41867446	PP
3	41869126	PP
3	41813108	PP
3	41950973	PP
3	41872877	PP
3	41827026	PP
3	41943724	PP
3	41967521	PP
3	41987044	PP
3	41987278	PP
3	41885655	PP
3	41864643	PP
3	41810364	PP
3	41842332	PP
3	41977464	PP
3	41871391	PP
3	41843593	PP
3	41869210	PP
3	42051801	PP
3	41922102	PP
3	41786009	PP
3	41883501	PP
3	42003369	PP
3	41865474	PP
3	41866786	PP
3	41810055	PP
3	42000973	PP
3	41970230	PP
3	41917203	PP
3	41875299	PP
3	41839219	PP
3	41848627	PP
3	41806708	PP
3	41970516	PP
3	41901144	PP
3	41860255	PP
3	41863910	PP
3	41918834	PP
3	41945080	PP
3	41842415	PP
3	42005838	PP
3	41883975	PP
3	42008263	PP
3	41873740	PP
3	42017537	PP
3	41877414	PP
3	41812294	PP
3	42043509	PP
3	42016891	PP
3	41995851	PP
3	41951576	PP
3	41951715	PP
3	41928317	PP
3	41995655	PP
3	41995851	PP
3	41861013	PP
3	41930379	PP
3	41905339	PP
3	41897046	PP
3	41890803	PP
3	41865080	PP
3	42046780	PP
3	41788492	PP
3	42001987	PP
3	41836879	PP
3	42034007	PP
3	41845554	PP
3	41762002	PP
3	41751324	PP
3	41870250	PP
3	41948466	PP
3	41964128	PP
3	41997059	PP
3	41919499	PP
3	42000913	PP
3	41914928	PP
3	41920401	PP
3	41945872	PP
3	41867859	PP
3	41864565	PP
3	41930041	PP
3	41794161	PP
3	41890231	PP
3	41909508	PP
3	41900335	PP
3	41975099	PP
3	41946308	PP
3	41946903	PP
3	41945144	PP
3	42061606	PP
3	41916258	PP
3	41917395	PP
3	41923009	PP
3	41787009	PP
3	41983860	PP
3	41975236	PP
3	41920422	PP
3	41927505	PP
3	41776350	PP
3	41987523	PP
3	41843443	PP
3	42005166	PP
3	41892456	PP
3	41958161	PP
3	41935811	PP
3	41829979	PP
3	41947294	PP
3	42016217	PP
3	41866017	PP
3	41952539	PP
3	41984243	PP
3	41761083	PP
3	42031532	PP
3	41762206	PP
3	41996136	PP
3	41975598	PP
3	41866573	PP
3	41868846	PP
3	41864564	PP
3	42007050	PP
3	41952445	PP
3	41939198	PP
3	41851320	PP
3	41843965	PP
3	42012719	PP
3	41865834	PP
3	41816673	PP
3	41962832	PP
3	41860482	PP
3	41951452	PP
3	41812522	PP
3	41759191	PP
3	41871397	PP
3	41948378	PP
3	41894079	PP
3	41842184	PP
3	41875455	PP
3	41842527	PP
3	42003698	PP
3	41866128	PP
3	41869230	PP
3	42004882	PP
3	41993011	PP
3	41994948	PP
3	41921810	PP
3	41760331	PP
3	41836558	PP
3	41868821	PP
3	41809989	PP
3	41889920	PP
3	41996304	PP
3	41962963	PP
3	42021708	PP
3	41751147	PP
3	41905930	PP
3	41824480	PP
3	42024527	PP
3	41885588	PP
3	41962818	PP
3	41945612	PP
3	41965865	PP
3	41822708	PP
3	41968028	PP
3	41937890	PP
3	41751333	PP
3	41777028	PP
3	41761917	PP
3	41870629	PP
3	41992610	PP
3	41948463	PP
3	42058594	PP
3	41873097	PP
3	41839455	PP
3	41995791	PP
3	41927150	PP
3	41893771	PP
3	41984213	PP
3	41754514	PP
3	41893505	PP
3	41984774	PP
3	41914421	PP
3	41853058	PP
3	41850005	PP
3	41874563	PP
3	41985812	PP
3	41798699	PP
3	42001027	PP
3	41852887	PP
3	41960006	PP
3	41857652	PP
3	41880766	PP
3	41848497	PP
3	41845547	PP
3	41838329	PP
3	41978640	PP
3	42012071	PP
3	42004681	PP
3	41902613	PP
3	41834195	PP
3	41828300	PP
3	41851718	PP
3	41795841	PP
3	41824696	PP
3	41977488	PP
3	41936668	PP
3	41884750	PP
3	41978738	PP
3	41753679	PP
3	41843024	PP
3	41866098	PP
3	41874999	PP
3	41844541	PP
3	41948255	PP
3	41753319	PP
3	42042714	PP
3	41864097	PP
3	41830206	PP
3	41917993	PP
3	41981490	PP
3	41809238	PP
3	41851959	PP
3	41998787	PP
3	41849130	PP
3	41772718	PP
3	41753647	PP
3	41855284	PP
3	41944170	PP
3	41986750	PP
3	41805887	PP
3	41959452	PP
3	41959037	PP
3	41865289	PP
3	41990122	PP
3	41755359	PP
3	41886459	PP
3	41906448	PP
3	42014256	PP
3	41865999	PP
3	41913616	PP
3	41863859	PP
3	41891098	PP
3	42044286	PP
3	41952303	PP
3	42025939	PP
3	42008781	PP
3	41759525	PP
3	41842926	PP
3	42018233	PP
3	41912651	PP
3	41753648	PP
3	41775786	PP
3	42004427	PP
3	41908668	PP
3	41903491	PP
3	41931751	PP
3	41920614	PP
3	41921573	PP
3	41882905	PP
3	41833493	PP
3	41914898	PP
3	41882323	PP
3	41938767	PP
3	41871114	PP
3	41841811	PP
3	41814058	PP
3	41762535	PP
3	41866235	PP
3	41932076	PP
3	41992408	PP
3	41823297	PP
3	41839663	PP
3	41931770	PP
3	41917247	PP
3	41927273	PP
3	41862645	PP
3	41998412	PP
3	41763155	PP
3	41947321	PP
3	41846142	PP
3	41892503	PP
3	41824556	PP
3	42031974	PP
3	42023558	PP
3	42065005	PP
3	42004428	PP
3	41913617	PP
3	41830487	PP
3	41981856	PP
3	42007850	PP
3	41866599	PP
3	41900951	PP
3	41917670	PP
3	41798547	PP
3	41842129	PP
3	41980199	PP
3	41756965	PP
3	41837497	PP
3	41827522	PP
3	41941898	PP
3	41914792	PP
3	41867621	PP
3	42040170	PP
3	41931473	PP
3	41864872	PP
3	42014325	PP
3	41976627	PP
3	41803385	PP
3	41885723	PP
3	41870971	PP
3	42006323	PP
3	41875297	PP
3	41869043	PP
3	41926148	PP
3	41831998	PP
3	41912535	PP
3	41852307	PP
3	41866657	PP
3	41758418	PP
3	41833907	PP
3	41971559	PP
3	41810180	PP
3	41895893	PP
3	41991168	PP
3	41891660	PP
3	41812032	PP
3	41958895	PP
3	41835099	PP
3	41874343	PP
3	42010550	PP
3	41843591	PP
3	41805670	PP
3	41863817	PP
3	41756986	PP
3	41797504	PP
3	41822313	PP
3	41869234	PP
3	42034730	PP
3	41992042	PP
3	41869475	PP
3	41843058	PP
3	41938044	PP
3	41884899	PP
3	41972849	PP
3	41881801	PP
3	41834051	PP
3	41942498	PP
3	41875369	PP
3	41843391	PP
3	41932330	PP
3	41871825	PP
3	42012693	PP
3	41986896	PP
3	41845033	PP
3	41924015	PP
3	41860508	PP
3	41844010	PP
3	41895177	PP
3	41839370	PP
3	41764300	PP
3	41867643	PP
3	41806714	PP
3	41871520	PP
3	41756064	PP
3	41887455	PP
3	41867613	PP
3	41823261	PP
3	41862839	PP
3	41970480	PP
3	42019565	PP
3	41833432	PP
1	15792426	SBP
1	15805722	SBP
1	15795380	SBP
1	15812665	SBP
1	15798197	SBP
1	15790974	SBP
1	15809601	SBP
1	15810172	SBP
1	15807142	SBP
1	15795596	SBP
1	15795502	SBP
1	15796616	SBP
1	15793913	SBP
1	15805662	SBP
1	15792800	SBP
11	47394305	DBP
11	47454551	DBP
11	47424931	DBP
11	47440758	DBP
11	47418953	DBP
11	47432725	DBP
11	47423340	DBP
11	47399602	DBP
11	47377283	DBP
11	47407861	DBP
11	47461783	DBP
11	47462140	DBP
11	47388214	DBP
11	47417183	DBP
11	47408592	DBP
11	47419663	DBP
11	47449072	DBP
11	47378245	DBP
11	47429904	DBP
11	47410888	DBP
11	47430599	DBP
11	47391948	DBP
11	47400602	DBP
11	47416746	DBP
11	47378396	DBP
11	47427667	DBP
11	47407439	DBP
11	47427739	DBP
11	47389638	DBP
1	59690602	PP
1	59654019	PP
1	59655744	PP
1	59673900	PP
1	59673745	PP
1	59680536	PP
1	59656909	PP
1	59682234	PP
1	59672968	PP
1	59679122	PP
1	59676567	PP
1	59683994	PP
1	59663162	PP
1	59653742	PP
1	59673098	PP
1	59658431	PP
1	59656884	PP
1	59688948	PP
1	59669918	PP
1	59688209	PP
1	59668705	PP
1	59669488	PP
1	59674254	PP
1	59681252	PP
1	59687055	PP
1	59661309	PP
1	59661437	PP
1	59663341	PP
7	150690176	DBP
7	92243719	PP
7	92283098	PP
7	92243672	PP
7	92264410	PP
7	92253972	PP
7	92248076	PP
17	61550729	DBP
17	61559625	DBP
17	61556298	DBP
17	61547562	DBP
17	61548948	DBP
17	61545779	DBP
17	61554341	DBP
17	61548476	DBP
17	61548918	DBP
17	61554194	DBP
1	38434306	PP
1	38455891	PP
1	38458019	PP
1	38456444	PP
1	38456106	PP
1	38461821	PP
1	38445654	PP
1	38461319	PP
9	21801776	DBP
9	21796791	DBP
9	21801530	DBP
9	21796220	DBP
8	141057641	PP
8	141055724	PP
8	141048736	PP
8	141048964	PP
8	141061798	PP
8	141060027	PP
8	141050171	PP
8	141060747	PP
8	141047828	PP
8	141059650	PP
8	141060242	PP
8	141065441	PP
6	159699125	PP
6	159733694	PP
6	159728226	PP
6	159719183	PP
6	159732990	PP
6	159728693	PP
6	159705443	PP
6	159699751	PP
6	159687712	PP
6	159693220	PP
6	159684911	PP
6	159731869	PP
6	159711515	PP
6	159673246	PP
6	159716957	PP
6	159694722	PP
6	159713094	PP
6	159687717	PP
6	159684584	PP
6	159731221	PP
6	159726752	PP
6	159668662	PP
6	159671636	PP
6	159724297	PP
6	159689853	PP
6	159711857	PP
6	159698312	PP
6	159707419	PP
6	159708499	PP
6	159699284	PP
6	159696185	PP
6	159719575	PP
6	159692596	PP
6	159713536	PP
6	159691657	PP
6	159734491	PP
6	159718990	PP
6	159719239	PP
6	159717362	PP
6	159720956	PP
6	159694678	PP
2	25148205	DBP
2	25173722	DBP
2	25226485	DBP
2	25272802	DBP
2	25137594	DBP
2	25146684	DBP
2	25259849	DBP
2	25276284	DBP
2	25183864	DBP
2	25146467	DBP
2	25193071	DBP
2	25139596	DBP
2	25165825	DBP
2	25220522	DBP
2	25201743	DBP
2	25188415	DBP
2	25144591	DBP
2	25288146	DBP
2	25219057	DBP
2	25173458	DBP
2	25224972	DBP
2	25279372	DBP
2	25236431	DBP
2	25144327	DBP
2	25148619	DBP
2	25217658	DBP
2	25202787	DBP
2	25137596	DBP
2	25139318	DBP
2	25134011	DBP
2	25148623	DBP
2	25217978	DBP
2	25200625	DBP
2	25147305	DBP
2	25264620	DBP
2	208531553	SBP
2	208526803	SBP
2	208526245	SBP
2	208532008	SBP
2	208528314	SBP
2	208527538	SBP
2	208521512	SBP
2	208526140	SBP
1	11905974	SBP
1	11905851	SBP
1	11898859	SBP
1	11886804	SBP
1	11894133	SBP
1	11895475	SBP
1	11836330	SBP
1	11837581	SBP
1	11856084	SBP
1	11852516	SBP
1	11896856	SBP
1	11901694	SBP
1	11839226	SBP
1	11838762	SBP
1	11873512	SBP
1	11876662	SBP
1	11827796	SBP
1	11873787	SBP
1	11860843	SBP
1	11887382	SBP
1	11882142	SBP
1	11880760	SBP
1	11885647	SBP
1	11883731	SBP
1	11858957	SBP
1	11861855	SBP
1	11865804	SBP
1	11880741	SBP
1	11879699	SBP
1	11887303	SBP
1	11873416	SBP
1	11880768	SBP
1	11883531	SBP
1	11895675	SBP
1	11895795	SBP
1	11880731	SBP
1	11880738	SBP
1	11881441	SBP
1	11870383	SBP
1	11880737	SBP
1	11886383	SBP
1	11880755	SBP
1	11881947	SBP
1	11880748	SBP
1	11864586	SBP
1	11862778	SBP
1	11883534	SBP
1	11892615	SBP
1	11876300	SBP
1	11881141	SBP
1	11858036	SBP
3	48030351	DBP
3	48024629	DBP
3	48027851	DBP
3	48170521	DBP
3	48105528	DBP
3	48115740	DBP
3	48070261	DBP
3	48046900	DBP
3	48045137	DBP
3	47991379	DBP
3	47832179	DBP
3	48028144	DBP
3	47768991	DBP
3	47838038	DBP
3	47892376	DBP
3	48027832	DBP
3	48069242	DBP
3	48016172	DBP
3	48054553	DBP
3	47762030	DBP
3	47871129	DBP
3	47796376	DBP
3	48011638	DBP
3	47774078	DBP
3	47751057	DBP
3	48156635	DBP
3	47923297	DBP
3	48068308	DBP
3	48032357	DBP
3	47781363	DBP
3	48096678	DBP
3	47999337	DBP
3	47759990	DBP
3	47956506	DBP
3	47980306	DBP
3	47818858	DBP
3	48091748	DBP
3	47786895	DBP
3	48140920	DBP
3	47873939	DBP
3	48140634	DBP
3	47882727	DBP
3	47855633	DBP
3	47946708	DBP
3	48098663	DBP
3	48092017	DBP
3	48143538	DBP
3	47878078	DBP
3	47858407	DBP
3	48008819	DBP
3	47947184	DBP
3	48077701	DBP
3	47959770	DBP
3	47868622	DBP
3	47827040	DBP
3	47790063	DBP
3	48109566	DBP
3	47953733	DBP
3	47930420	DBP
3	48038714	DBP
3	47850169	DBP
3	47960511	DBP
3	47762483	DBP
3	48158239	DBP
3	47795159	DBP
3	47847655	DBP
3	47929955	DBP
3	47937072	DBP
3	47907719	DBP
3	47931984	DBP
3	47765547	DBP
3	48148700	DBP
3	47764213	DBP
3	48140231	DBP
3	47984824	DBP
3	47915118	DBP
3	47971965	DBP
3	47813212	DBP
3	48079577	DBP
3	48092335	DBP
3	48144829	DBP
3	47927282	DBP
3	48056409	DBP
3	47801061	DBP
3	47966306	DBP
3	48008624	DBP
3	48109969	DBP
3	48041711	DBP
3	48064387	DBP
3	47878031	DBP
3	47842048	DBP
3	48133269	DBP
3	48049166	DBP
3	47786903	DBP
3	47999674	DBP
3	48168390	DBP
3	48096684	DBP
3	47778009	DBP
3	47920240	DBP
3	48170802	DBP
3	48047874	DBP
3	48022573	DBP
3	48118703	DBP
3	48167281	DBP
3	47757261	DBP
3	48141758	DBP
3	47920337	DBP
3	48054456	DBP
3	48138082	DBP
3	48069648	DBP
3	47956424	DBP
3	48064367	DBP
3	47803797	DBP
3	48019258	DBP
3	47907006	DBP
3	48090946	DBP
3	47932274	DBP
3	47971448	DBP
3	47801570	DBP
3	48043058	DBP
3	47822543	DBP
3	48014205	DBP
3	48005673	DBP
3	47792785	DBP
3	47771068	DBP
3	47970109	DBP
3	47830741	DBP
3	48122410	DBP
3	47966449	DBP
3	48130995	DBP
3	47867727	DBP
3	47998966	DBP
3	47785795	DBP
3	47929014	DBP
3	48093051	DBP
3	47947181	DBP
3	48123540	DBP
3	48021018	DBP
3	47771287	DBP
3	47749708	DBP
3	48152618	DBP
3	48022707	DBP
3	48044943	DBP
3	48058268	DBP
3	48019232	DBP
3	48140428	DBP
3	47770380	DBP
3	48079518	DBP
3	48086398	DBP
3	47800031	DBP
3	47856246	DBP
3	48104449	DBP
3	47857575	DBP
3	48109122	DBP
3	47873722	DBP
3	48093052	DBP
3	48046825	DBP
3	47985361	DBP
3	47782319	DBP
3	47961406	DBP
