SNP	Gene	GeneID-Tissue	Trait	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	cond.PP.H4.abf
rs35199222	ABHD17C	ENSG00000136379.11_Pancreas	SBP	1.62703636111779e-21	0.737301425286379	3.20699429825284e-23	0.0142842754641352	0.248414299249483	0.945624845967637
rs35199222	ABHD17C	ENSG00000136379.11_Thyroid	SBP	2.72489279063606e-23	0.0121988016768888	1.89425907585278e-22	0.0838982987517481	0.903902899571362	0.915065603388441
rs3820068	AGMAT	ENSG00000116771.5_Esophagus_Mucosa	SBP	6.45074810952158e-10	0.326180850671647	1.72890056172531e-11	0.00807641005321394	0.665742738612775	0.988013979612774
rs3820068	CASP9	ENSG00000132906.17_Adipose_Visceral_Omentum	SBP	3.5322819224387e-13	0.00017636225337999	1.25483757665163e-11	0.00527068826013466	0.994552949473585	0.994728382025372
rs3820068	CASP9	ENSG00000132906.17_Artery_Tibial	SBP	1.99801778921519e-13	9.94721581471923e-05	1.55088870732106e-11	0.00672799229072624	0.99317253553542	0.993271338394677
rs3820068	CASP9	ENSG00000132906.17_Breast_Mammary_Tissue	SBP	5.08447842782654e-10	0.257698169489344	1.25103535940956e-11	0.0056039627661642	0.736697867223535	0.992450560486639
rs3820068	CASP9	ENSG00000132906.17_Colon_Transverse	SBP	1.38856823442969e-10	0.0698619409209757	1.89983831577731e-11	0.00863700596782359	0.921501052953345	0.990714275278832
rs3820068	CASP9	ENSG00000132906.17_Esophagus_Muscularis	SBP	4.01101789489894e-14	2.03202328465099e-05	1.24960297456519e-11	0.00533597462523231	0.994643705129385	0.994663916944251
rs3820068	CASP9	ENSG00000132906.17_Heart_Atrial_Appendage	SBP	7.1725050231335e-13	0.00035679762024328	1.26957009487229e-11	0.00532117844797366	0.994322023918369	0.994676922290496
rs3820068	CASP9	ENSG00000132906.17_Heart_Left_Ventricle	SBP	1.22786779439241e-09	0.628154598182508	9.08008874306504e-12	0.00427763876767669	0.367567761812866	0.988496190188185
rs3820068	CASP9	ENSG00000132906.17_Lung	SBP	1.80430720611496e-10	0.0891697939305358	1.40336123938025e-11	0.00603068419758812	0.904799521677411	0.993378915017652
rs3820068	CASP9	ENSG00000132906.17_Nerve_Tibial	SBP	5.26880865336247e-14	2.68005797499854e-05	1.13378137770924e-11	0.00477194654685037	0.99520125286201	0.995227925558734
rs3820068	CASP9	ENSG00000132906.17_Thyroid	SBP	1.31098570614238e-17	6.53757994450145e-09	1.46277867641882e-11	0.00630083692682009	0.993699156520972	0.993699163031896
rs3820068	DDI2	ENSG00000197312.11_Artery_Tibial	SBP	1.38766917698548e-11	0.00690856951195129	1.27591752078777e-11	0.00536448223106964	0.987726948230343	0.994598199051444
rs3820068	DDI2	ENSG00000197312.11_Thyroid	SBP	3.11057785546497e-10	0.155117262594238	2.19628443448909e-11	0.0101175930732282	0.834765143999511	0.988024855249993
rs3820068	DDI2	ENSG00000197312.11_Whole_Blood	SBP	6.17501589370108e-10	0.30781256428844	2.10138465408594e-11	0.0097926000486387	0.682394835024406	0.985852675803621
rs3820068	EFHD2	ENSG00000142634.12_Lung	SBP	5.73164046341052e-11	0.0283260631711778	1.79702560407811e-11	0.00791723663962733	0.963756700113908	0.991851961506676
rs3820068	ENSG00000237301	ENSG00000237301.1_Colon_Transverse	SBP	1.6487972297902e-09	0.829546375915627	8.78304018348586e-12	0.00425274101276854	0.166200881414023	0.975050450954217
rs3820068	ENSG00000237938	ENSG00000237938.5_Adipose_Subcutaneous	SBP	1.56269396723928e-09	0.777254275652387	6.06414018056083e-12	0.00279623857456399	0.219949484204293	0.987446499355051
rs3820068	ENSG00000237938	ENSG00000237938.5_Artery_Tibial	SBP	1.84135871036359e-09	0.916728198475866	2.21233141992994e-12	0.00101916589243887	0.0822526337881249	0.987760971945503
rs3820068	PLEKHM2	ENSG00000116786.11_Esophagus_Mucosa	SBP	7.55220711959673e-12	0.00381875915923995	3.67628620428725e-11	0.0176105004971418	0.978570740299305	0.982321991444988
rs3820068	PLEKHM2	ENSG00000116786.11_Muscle_Skeletal	SBP	4.71945248799063e-12	0.00234210773751256	1.9478813944644e-11	0.00867770911471532	0.988980183123573	0.991301919042362
rs3820068	PLEKHM2	ENSG00000116786.11_Whole_Blood	SBP	5.69083096244123e-10	0.283676884664855	2.15038520055493e-11	0.0100129429310964	0.706310171813461	0.986021750904036
rs3820068	SLC25A34	ENSG00000162461.7_Breast_Mammary_Tissue	SBP	1.64276597396281e-10	0.0832608084386269	1.5787000540756e-11	0.00709172612463811	0.909647465256672	0.99226418354172
rs3820068	SLC25A34	ENSG00000162461.7_Esophagus_Mucosa	SBP	3.32642372855547e-10	0.168199982862925	2.28072165007577e-11	0.0107113369448577	0.821088679836767	0.987122701696615
rs3820068	SLC25A34	ENSG00000162461.7_Nerve_Tibial	SBP	2.95187442030617e-10	0.150151487780581	8.78681940027374e-11	0.0438895062464018	0.805959005589963	0.948356082719302
rs3820068	SLC25A34	ENSG00000162461.7_Thyroid	SBP	2.53576228141682e-10	0.126452550606325	2.53096454220424e-11	0.011759541947028	0.86178790716776	0.986538176078535
rs55780018	IDH1-AS1	ENSG00000231908.1_Colon_Transverse	SBP	1.97727101704647e-14	0.496385148091436	1.83487448986734e-16	0.00410686330561903	0.499507988602927	0.991845229960842
rs55780018	LINC01857	ENSG00000224137.1_Spleen	SBP	1.54732484355781e-16	0.00387752773585332	2.62578158012458e-16	0.00558955978597232	0.990532912478174	0.994388682173521
rs55780018	LINC01857	ENSG00000224137.1_Whole_Blood	SBP	5.87586312942871e-18	0.00014915890399911	2.80116658580034e-16	0.00611703321738306	0.993733807878618	0.993882054236532
rs55892892	CLCN6	ENSG00000011021.21_Adipose_Subcutaneous	SBP	2.15385180971141e-104	0.0227375517492347	2.6711126428941e-104	0.0272481010811969	0.950014347169565	0.972117928883925
rs55892892	CLCN6	ENSG00000011021.21_Esophagus_Muscularis	SBP	1.77461057022404e-106	0.00018812537311227	5.50336660599544e-103	0.58299168277668	0.41682019185021	0.416898621058846
rs55892892	CLCN6	ENSG00000011021.21_Thyroid	SBP	4.07186788701329e-103	0.418261946358936	3.86446972183178e-104	0.0391532174921555	0.542584836148922	0.932696138327041
rs55892892	CLCN6	ENSG00000011021.21_Whole_Blood	SBP	3.82457010500547e-107	4.07926440070063e-05	3.39094347688818e-104	0.0352028510617378	0.96475635629425	0.964795712862309
rs55892892	ENSG00000242349	ENSG00000242349.5_Adipose_Visceral_Omentum	SBP	4.58805162699316e-103	0.476102545624605	3.28609726675358e-104	0.033609574132355	0.490287880243044	0.935847036759465
rs55892892	ENSG00000242349	ENSG00000242349.5_Colon_Transverse	SBP	8.38757735928225e-103	0.896590125440356	7.76856792732538e-105	0.00820901022558734	0.0952008643340443	0.920616766430235
rs55892892	ENSG00000242349	ENSG00000242349.5_Lung	SBP	1.61793114272518e-103	0.174925657669198	7.43488204962641e-103	0.803814947152638	0.0212593951781542	0.0257666419708284
rs55892892	ENSG00000242349	ENSG00000242349.5_Thyroid	SBP	4.68874913166557e-103	0.4816279388764	1.30444992471178e-103	0.13360822896061	0.384763832162984	0.742254185784997
rs55892892	ENSG00000242349	ENSG00000242349.5_Whole_Blood	SBP	7.91410061040309e-107	8.44113403525501e-05	9.37468316894193e-103	0.999898278942247	1.730971741466e-05	1.73111786744547e-05
rs55892892	MTHFR	ENSG00000177000.10_Artery_Tibial	SBP	3.60392454289106e-107	3.87473038769004e-05	9.30024147558013e-103	0.99990790336322	5.33493329149078e-05	5.33514001378206e-05
rs55892892	MTHFR	ENSG00000177000.10_Esophagus_Muscularis	SBP	6.49228454442609e-108	6.8824308429372e-06	9.4320366988845e-103	0.999884290013979	0.00010882755517288	0.000108828304176158
rs55892892	MTHFR	ENSG00000177000.10_Muscle_Skeletal	SBP	1.92975759678752e-105	0.0020353739756124	2.52290849626561e-103	0.265366226898867	0.73259839912552	0.734092552001555
rs55892892	MTHFR	ENSG00000177000.10_Skin_Not_Sun_Exposed_Suprapubic	SBP	1.38745809875776e-107	1.47706435016102e-05	9.31721263912151e-103	0.991886549846275	0.00809867951021063	0.00809879913468554
rs55892892	MTHFR	ENSG00000177000.10_Skin_Sun_Exposed_Lower_leg	SBP	5.66612661169149e-115	6.15168907684806e-13	9.21068385106457e-103	0.999999949120423	5.08789824279641e-08	5.08789824279943e-08
rs55892892	MTHFR	ENSG00000177000.10_Whole_Blood	SBP	3.21661917935867e-108	3.43082745216144e-06	3.51331607911729e-104	0.0365093393008674	0.96348722987169	0.96349053544146
rs55892892	NPPA	ENSG00000175206.10_Heart_Atrial_Appendage	SBP	1.92292987278126e-104	0.020540856495044	1.35759937114568e-104	0.0135360378109206	0.965923105694032	0.986180089388433
rs56153133	CLCN6	ENSG00000011021.21_Adipose_Subcutaneous	SBP	2.15678855750486e-104	0.0227685460578	2.54561220764211e-104	0.025921926884233	0.951309527057954	0.973474117334575
rs56153133	CLCN6	ENSG00000011021.21_Adipose_Visceral_Omentum	SBP	1.71806237455185e-103	0.178283429340033	1.59948875425805e-104	0.0157919792171615	0.805924591442809	0.980781719900722
rs56153133	CLCN6	ENSG00000011021.21_Artery_Aorta	SBP	3.09880772447129e-103	0.340454949728703	1.12857191196205e-104	0.0117514233531487	0.647793626918154	0.982182531203418
rs56153133	CLCN6	ENSG00000011021.21_Artery_Tibial	SBP	1.67649092067079e-109	1.80246504442109e-07	1.67947759717479e-104	0.0170738354599295	0.982925984293577	0.982926161462571
rs56153133	CLCN6	ENSG00000011021.21_Colon_Transverse	SBP	8.15239886014639e-103	0.871450409288553	2.4102778899779e-105	0.00245036653731905	0.126099224174139	0.980938355977973
rs56153133	CLCN6	ENSG00000011021.21_Esophagus_Gastroesophageal_Junction	SBP	1.80806500550363e-103	0.187128714719147	1.27014683803451e-104	0.0123450711278952	0.800526214152965	0.9848130062515
rs56153133	CLCN6	ENSG00000011021.21_Esophagus_Mucosa	SBP	5.17887801464563e-107	5.49795264217466e-05	2.44207245726045e-104	0.0249503093427735	0.974994711130814	0.975048318825612
rs56153133	CLCN6	ENSG00000011021.21_Esophagus_Muscularis	SBP	4.18027272058162e-106	0.00044314797847272	1.76183709570621e-104	0.0176952582868984	0.981861593734629	0.982296896618625
rs56153133	CLCN6	ENSG00000011021.21_Nerve_Tibial	SBP	4.82860117560748e-103	0.525186982069012	8.00603416165481e-105	0.00824126052524662	0.466571757405734	0.982643145377188
rs56153133	CLCN6	ENSG00000011021.21_Skin_Not_Sun_Exposed_Suprapubic	SBP	4.88746605501209e-108	5.20311159084624e-06	1.49131477052364e-104	0.0148911747617494	0.985103622126653	0.985108747757403
rs56153133	CLCN6	ENSG00000011021.21_Skin_Sun_Exposed_Lower_leg	SBP	8.32943101306573e-111	9.04322391409284e-09	1.2123126256838e-104	0.0121741951282212	0.987825795828548	0.987825804761685
rs56153133	CLCN6	ENSG00000011021.21_Thyroid	SBP	4.19557654548187e-103	0.430969134873354	1.02421219010815e-104	0.00996162646818018	0.559069238658461	0.982493697479902
rs56153133	CLCN6	ENSG00000011021.21_Whole_Blood	SBP	3.88133405932046e-107	4.13980705356634e-05	2.04974836456004e-104	0.0208834148948602	0.979075187034606	0.979115720536265
rs56153133	ENSG00000242349	ENSG00000242349.5_Adipose_Subcutaneous	SBP	1.34462680411618e-105	0.00141948070030053	2.72085847690382e-104	0.027752428685103	0.970828090614593	0.972208121279428
rs56153133	ENSG00000242349	ENSG00000242349.5_Artery_Tibial	SBP	1.14796393159605e-104	0.0123422371898691	1.37593608825406e-104	0.0138194222244232	0.973838340585705	0.986007883758131
rs56153133	ENSG00000242349	ENSG00000242349.5_Esophagus_Muscularis	SBP	1.29046969391811e-105	0.00136801848674735	1.13266450406662e-104	0.0110196900741132	0.987612291439132	0.988965214134826
rs56153133	ENSG00000242349	ENSG00000242349.5_Skin_Sun_Exposed_Lower_leg	SBP	8.70129719485273e-104	0.0944695727147385	1.22685239882733e-104	0.012426774902027	0.893103652383229	0.986276800284578
rs56153133	ENSG00000242349	ENSG00000242349.5_Thyroid	SBP	5.11255252047747e-103	0.525160800395241	5.4242790019198e-104	0.0552985902226358	0.419540609382127	0.883542491292496
rs56153133	MTHFR	ENSG00000177000.10_Adipose_Subcutaneous	SBP	2.83048176267545e-104	0.0298805157116536	3.99673332969324e-104	0.0412634147403172	0.928856069548034	0.957465636544155
rs56153133	MTHFR	ENSG00000177000.10_Artery_Tibial	SBP	3.84277434574451e-103	0.413152636044769	1.72681848159513e-104	0.0179968924905672	0.568850471464655	0.969332924375306
rs56153133	MTHFR	ENSG00000177000.10_Esophagus_Muscularis	SBP	5.48719756702175e-104	0.058169422710962	2.16524603305596e-104	0.0220338349123375	0.919796742376695	0.976605309443489
rs56153133	MTHFR	ENSG00000177000.10_Muscle_Skeletal	SBP	2.55362777712916e-105	0.00269338785561563	2.73400740775552e-104	0.0278669570004808	0.969439655143908	0.972057783773676
rs56153133	MTHFR	ENSG00000177000.10_Skin_Not_Sun_Exposed_Suprapubic	SBP	1.66334216785417e-105	0.00177076522183313	2.65806329020238e-104	0.0273263778992128	0.970902856878968	0.972625147664319
rs56153133	MTHFR	ENSG00000177000.10_Skin_Sun_Exposed_Lower_leg	SBP	1.02797862825448e-107	1.11607154193665e-05	7.1694690376578e-104	0.0769155134287384	0.923073325855848	0.923083628129524
rs56153133	MTHFR	ENSG00000177000.10_Whole_Blood	SBP	3.26125540297103e-108	3.47843496961572e-06	2.26103678250119e-104	0.0231392220626797	0.976857299502345	0.976860697448761
rs56153133	NPPA	ENSG00000175206.10_Heart_Atrial_Appendage	SBP	1.92559915189324e-104	0.0205693625731838	1.22956910793863e-104	0.0121670654315824	0.967263571995224	0.987577409806632
rs6482423	CACNB2	ENSG00000165995.18_Thyroid	SBP	2.52082897170221e-53	0.38988662758785	5.70924937977906e-55	0.00822838478365643	0.601884987628494	0.986513351197131
rs6595838	FBN2	ENSG00000138829.11_Adrenal_Gland	SBP	2.99946348731368e-28	4.75202722677052e-12	1.95226760862271e-18	0.0299595870666377	0.970040412928612	0.97004041293322
rs6595838	FBN2	ENSG00000138829.11_Colon_Sigmoid	SBP	2.44451197636073e-20	0.00038419141993077	3.06809711898742e-19	0.00382618138390168	0.995789627196168	0.996172348065066
rs6595838	FBN2	ENSG00000138829.11_Colon_Transverse	SBP	5.78825643675284e-18	0.0916311444245	6.23338295173728e-19	0.00896837264953519	0.899400482925966	0.990126948326676
rs6595838	FBN2	ENSG00000138829.11_Esophagus_Muscularis	SBP	1.70566187776498e-18	0.027018725906568	1.33678318508183e-18	0.0202227035448167	0.952758570548613	0.979215732015337
rs6595838	FBN2	ENSG00000138829.11_Heart_Atrial_Appendage	SBP	1.17555877201933e-24	1.84628306562041e-08	1.79631687733806e-18	0.0272394353052816	0.972760546231889	0.972760564191801
rs6595838	FBN2	ENSG00000138829.11_Heart_Left_Ventricle	SBP	1.30764664633196e-21	2.050709674951e-05	2.92341067649744e-19	0.00358823148430899	0.996391261418942	0.996411694929972
rs6595838	FBN2	ENSG00000138829.11_Thyroid	SBP	8.18596993703504e-18	0.129043363810069	1.96654303698818e-18	0.0301597235537434	0.840796912636187	0.965371727706583
rs6595838	ISOC1	ENSG00000066583.11_Heart_Atrial_Appendage	SBP	5.00744717533399e-18	0.0786448550413767	1.07997635551522e-18	0.016056354713757	0.905298790244863	0.9825731100525
rs6595838	SLC27A6	ENSG00000113396.12_Heart_Atrial_Appendage	SBP	1.20448384044961e-18	0.018917115591044	1.30983024271059e-18	0.0196101690733599	0.961472715335597	0.980011710136831
rs6595838	SLC27A6	ENSG00000113396.12_Thyroid	SBP	4.33312953041424e-18	0.068307312967231	3.78581934720145e-19	0.00504130191911091	0.926651385113659	0.99458909360428
rs6911827	ENSG00000260455	ENSG00000260455.1_Artery_Tibial	SBP	8.50859880553932e-09	0.202410449775474	2.21917137215037e-10	0.00448606746623776	0.793103474027772	0.994375468542586
rs6911827	ENSG00000260455	ENSG00000260455.1_Esophagus_Muscularis	SBP	2.73292796499531e-08	0.65003283545675	1.47516723436594e-10	0.003161911991075	0.346805225075377	0.990965117417654
rs6911827	ENSG00000260455	ENSG00000260455.1_Nerve_Tibial	SBP	3.26628677009051e-10	0.00776836842377582	9.65922259099503e-10	0.0220027692422539	0.970228861041421	0.97782496690217
rs7901551	CACNB2	ENSG00000165995.18_Brain_Caudate_basal_ganglia	SBP	3.18770587265902e-22	0.0563837216110045	3.07052818327132e-23	0.00449198551462805	0.939124292874368	0.995239605740697
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Amygdala	SBP	1.12862001794217e-22	0.0198893146413755	3.03286824226851e-23	0.0043689863562646	0.97574169900236	0.995542354122314
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Anterior_cingulate_cortex_BA24	SBP	2.37048782121319e-22	0.0419806008292469	2.19356188668969e-23	0.00292964000553955	0.955089759165211	0.996941982586078
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Caudate_basal_ganglia	SBP	2.90992649859648e-31	5.14703966299401e-11	2.21694524075936e-23	0.00292422776946636	0.997075772179058	0.997075772230383
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Cerebellum	SBP	6.71864292450627e-26	1.18860625029916e-05	3.93270704928482e-23	0.00596339247111201	0.994024721466384	0.99403653664679
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Cortex	SBP	3.22821683782764e-28	5.67690769045317e-08	1.71350942206589e-23	0.00201526855596482	0.997984674674956	0.99798473132963
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Hippocampus	SBP	3.58992578352884e-21	0.643374887035877	1.14568527312727e-23	0.00169833330878125	0.354926779655345	0.995237762998053
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Hypothalamus	SBP	1.39157609661516e-23	0.00247565763668422	3.24956009680796e-23	0.00478833359216187	0.992736008771152	0.995199782713254
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Nucleus_accumbens_basal_ganglia	SBP	4.23990234124779e-28	7.53949706300905e-08	2.0042462126721e-23	0.00256656581330741	0.99743335879172	0.997433433993186
rs7901551	SLC39A12-AS1	ENSG00000226083.5_Brain_Substantia_nigra	SBP	4.26869683295534e-22	0.0763657581323158	2.63125764977342e-23	0.00378739738319441	0.919846844484492	0.995899461917376
rs9888615	FERMT2	ENSG00000073712.14_Thyroid	SBP	5.63495151006951e-12	0.0485390531591511	8.31250060358287e-13	0.00621508032195209	0.945245866512429	0.993467855572391
rs9888615	STYX	ENSG00000198252.11_Artery_Aorta	SBP	3.90945317056376e-12	0.0338038849459395	6.74135131490176e-13	0.00486771864129387	0.961328396408182	0.994961976595151
rs9888615	STYX	ENSG00000198252.11_Artery_Tibial	SBP	3.06787411402097e-11	0.267464496736568	4.22319578452827e-13	0.00295229842771247	0.729583204804618	0.995969753800757
rs9888615	STYX	ENSG00000198252.11_Breast_Mammary_Tissue	SBP	1.33642023068525e-11	0.11333781723673	5.6046139689049e-13	0.00387031422119678	0.882791868528148	0.995634961886842
rs9888615	STYX	ENSG00000198252.11_Esophagus_Mucosa	SBP	2.50420242871089e-11	0.214571730715472	5.7987476070769e-13	0.00418739622981566	0.781240873029091	0.994668645892047
rs9888615	STYX	ENSG00000198252.11_Muscle_Skeletal	SBP	1.22814969892269e-15	1.05514378817566e-05	6.45364646357296e-13	0.00454909952512886	0.995440349036341	0.995450852474821
rs9888615	STYX	ENSG00000198252.11_Skin_Not_Sun_Exposed_Suprapubic	SBP	2.91386845221003e-11	0.248380491521634	4.84310190051638e-13	0.00338005958133501	0.748239448867408	0.995502964540781
