SNP	Gene	GeneID-Tissue	Trait	nsnps	hit1	hit2	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	idx1	idx2
rs140091914	MSH5	ENSG00000204410.14_Skin_Sun_Exposed_Lower_leg	PP	1	11	rs4711277	rs9469051	4.83080700431076e-28	0.00586255034966236	9.78926213822956e-28	0.00991155959691623	0.984225890053418	1	1
rs140091914	SNHG32	ENSG00000204387.12_Adipose_Subcutaneous	PP	1	11	rs4711277	rs4947253	5.76930438749647e-30	7.00148803792912e-05	1.36276757748233e-27	0.0145674921914152	0.985362492928202	1	1
rs140091914	SNHG32	ENSG00000204387.12_Adipose_Visceral_Omentum	PP	1	11	rs4711277	rs9469051	5.27602288114532e-27	0.0640285355202225	1.22219702680999e-27	0.0129863167333357	0.922985147746443	1	1
rs140091914	SNHG32	ENSG00000204387.12_Artery_Tibial	PP	1	11	rs4711277	rs4711277	5.94638286137486e-27	0.0721638618393808	1.06903983180007e-27	0.0111402165707558	0.916695921589863	1	1
rs140091914	SNHG32	ENSG00000204387.12_Breast_Mammary_Tissue	PP	1	11	rs4711277	rs4711277	6.08810740725062e-29	0.000738837965940464	1.29786959082818e-27	0.0137796679451967	0.985481494088869	1	1
rs140091914	SNHG32	ENSG00000204387.12_Colon_Transverse	PP	1	11	rs4711277	rs4947253	2.32815288559916e-27	0.0282538994030546	1.53785239843774e-27	0.0167530179832412	0.954993082613707	1	1
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Gastroesophageal_Junction	PP	1	11	rs4711277	rs4711277	7.68629556539732e-27	0.0932790209054469	9.53464821466624e-28	0.0097771303902358	0.896943848704317	1	1
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Mucosa	PP	1	11	rs4711277	rs9469051	2.01884987981547e-26	0.245002730563786	9.31691150081298e-28	0.00981641638047402	0.74518085305574	1	1
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Muscularis	PP	1	11	rs4711277	rs4711277	2.19378319054314e-30	2.66232213361566e-05	1.09097352491699e-27	0.0112623683831715	0.988711008395491	1	1
rs140091914	SNHG32	ENSG00000204387.12_Lung	PP	1	11	rs4711277	rs9469051	1.11612987014412e-30	1.35450817112815e-05	1.55066357180107e-27	0.0168522089528497	0.983134245965442	1	1
rs140091914	SNHG32	ENSG00000204387.12_Nerve_Tibial	PP	1	11	rs4711277	rs4711277	5.22905188615715e-32	6.34585069042042e-07	7.45960813198955e-28	0.00706693485194789	0.992932430562982	1	1
rs140091914	SNHG32	ENSG00000204387.12_Skin_Not_Sun_Exposed_Suprapubic	PP	1	11	rs4711277	rs9469051	3.44764602522368e-31	4.18397969379671e-06	3.50237740935107e-27	0.0405851824894914	0.959410633530809	1	1
rs140091914	SNHG32	ENSG00000204387.12_Skin_Sun_Exposed_Lower_leg	PP	1	11	rs4711277	rs140091914	2.20813251067208e-27	0.0267973612089859	9.62180008559318e-28	0.00974987796521503	0.963452760825799	1	1
rs140091914	SNHG32	ENSG00000204387.12_Stomach	PP	1	11	rs4711277	rs9469051	1.37391019565046e-27	0.0166734412919575	1.30646730576023e-27	0.0139161499013003	0.96941040880674	1	1
rs140091914	SNHG32	ENSG00000204387.12_Thyroid	PP	1	11	rs4711277	rs3749953	1.01186789924325e-31	1.22797836908556e-06	2.32045773313894e-27	0.0262129412354471	0.973785830786177	1	1
rs140091914	SNHG32	ENSG00000204387.12_Whole_Blood	PP	1	11	rs4711277	rs4711277	1.24862147349683e-32	1.51529677122532e-07	6.55758210073512e-28	0.00597006320342476	0.994029785266891	1	1
rs140091914	VWA7	ENSG00000204396.10_Muscle_Skeletal	PP	1	11	rs4711277	rs4711279	1.47323520756548e-28	0.00178788255741551	1.47116472282857e-27	0.0158890525431832	0.982323064899402	1	1
rs140091914	ZBTB12	ENSG00000204366.3_Esophagus_Muscularis	PP	1	11	rs4711277	rs4711279	1.21203874524103e-26	0.147090085846452	1.15169509813286e-27	0.0122954638014429	0.840614450352104	1	1
rs1566497	CBR4	ENSG00000145439.11_Adipose_Visceral_Omentum	PP	1	17	rs869397	rs7679564	1.31660870090804e-18	0.889328452690537	5.82673565479499e-21	0.00372188037086101	0.106949666938601	1	1
rs1566497	PALLD	ENSG00000129116.17_Skin_Not_Sun_Exposed_Suprapubic	PP	1	17	rs869397	rs1566497	3.79752061685553e-20	0.0256510771341502	8.29786491217708e-20	0.0542092314390938	0.920139691426759	1	1
rs1566497	PALLD	ENSG00000129116.17_Skin_Sun_Exposed_Lower_leg	PP	1	17	rs869397	rs28715598	7.00832671392574e-20	0.0473390791671569	3.45703709891704e-20	0.0214888721900845	0.931172048642758	1	1
rs1566497	PALLD	ENSG00000129116.17_Spleen	PP	1	17	rs869397	rs13116200	1.28141658562899e-18	0.865557267366876	6.19228594252172e-21	0.00392165546271283	0.130521077170409	1	1
rs2107595	ENSG00000232821	ENSG00000232821.1_Artery_Aorta	PP	1	2	rs2107595	rs2107595	1.28334080687402e-50	0.0262759032749049	1.27873707386659e-51	0.000672060290562714	0.973052036434531	1	1
rs2107595	TWIST1	ENSG00000122691.12_Artery_Aorta	PP	1	2	rs2107595	rs57301765	2.15544992111291e-51	0.00441319977808698	4.7503800842263e-51	0.00775054572888065	0.987836254493037	1	1
rs2118181	ENSG00000259488	ENSG00000259488.2_Artery_Tibial	PP	1	48	rs627634	rs113741266	3.73828565543215e-42	0.759539666652659	9.10166677319665e-44	0.0180478145949212	0.222412518752424	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Adipose_Subcutaneous	PP	1	48	rs627634	rs655015	7.52991121579276e-46	0.000152991686080934	2.56361893721011e-43	0.0501879339359953	0.949659074377922	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Artery_Aorta	PP	1	48	rs627634	rs1678982	1.92040470190273e-45	0.000390185149441925	3.70419574390557e-43	0.073408930828461	0.926200884022096	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Artery_Coronary	PP	1	48	rs627634	rs1036477	1.11144063329625e-42	0.225820958034966	4.35233639991251e-43	0.0870559178175824	0.687123124147455	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Colon_Sigmoid	PP	1	48	rs627634	rs2456475	3.85351721242776e-43	0.0782952253719443	2.88566836213497e-43	0.0569009998429179	0.864803774785131	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Esophagus_Muscularis	PP	1	48	rs627634	rs2028109	1.16330940632674e-44	0.00236359583011367	3.33935746722248e-43	0.0659852971513603	0.931651107018528	1	1
rs2118181	ENSG00000259705	ENSG00000259705.1_Heart_Atrial_Appendage	PP	1	48	rs627634	rs2466790	3.99913935896275e-45	0.00081253955839096	2.26229355015062e-43	0.0440546993663673	0.95513276107524	1	1
rs2118181	FBN1	ENSG00000166147.13_Whole_Blood	PP	1	48	rs627634	rs1848050	6.30589098105967e-46	0.000128122213634003	3.52582733047729e-43	0.0697770784462092	0.930094799340154	1	1
rs2289081	GDF7	ENSG00000143869.6_Adipose_Subcutaneous	PP	1	4	rs3072	rs10193919	2.07483266977254e-12	0.519761081705666	2.32714919193296e-14	0.00487896264050512	0.47535995565173	1	1
rs2289081	GDF7	ENSG00000143869.6_Artery_Aorta	PP	1	4	rs3072	rs2289081	3.77536607870751e-12	0.945757402749502	2.0048372995625e-15	0.000394530585316005	0.0538480666614037	1	1
rs2289081	GDF7	ENSG00000143869.6_Artery_Tibial	PP	1	4	rs3072	rs9306895	1.4478967153329e-12	0.362708942230994	2.36333900918965e-14	0.00465506876923227	0.632635988998301	1	1
rs2289081	GDF7	ENSG00000143869.6_Lung	PP	1	4	rs3072	rs9306895	3.54365527704256e-12	0.887712116172504	3.76422915258815e-15	0.000719831414751123	0.111568052409197	1	1
rs2289081	GDF7	ENSG00000143869.6_Whole_Blood	PP	1	4	rs3072	rs9306895	3.376963272268e-12	0.845954523873359	6.01662773898499e-15	0.00120152228203274	0.152843953841225	1	1
rs2289081	LDAH	ENSG00000118961.14_Adipose_Subcutaneous	PP	1	4	rs3072	rs2289081	5.97282977288821e-30	1.49623847205978e-18	1.44506809635678e-13	0.0342685723496152	0.965731427650241	1	1
rs2289081	LDAH	ENSG00000118961.14_Adipose_Visceral_Omentum	PP	1	4	rs3072	rs2289081	1.20960816549111e-26	3.03015880603322e-15	1.4619501977418e-13	0.0346923291128934	0.965307670886956	1	1
rs2289081	LDAH	ENSG00000118961.14_Artery_Aorta	PP	1	4	rs3072	rs9306895	1.36208924302188e-27	3.41213529479616e-16	7.57537078420974e-14	0.0170108914383656	0.982989108561555	1	1
rs2289081	LDAH	ENSG00000118961.14_Artery_Tibial	PP	1	4	rs3072	rs2289081	1.57558432560432e-21	3.94695642364437e-10	1.04010620911109e-13	0.0241036447340696	0.975896354871133	1	1
rs2289081	LDAH	ENSG00000118961.14_Breast_Mammary_Tissue	PP	1	4	rs3072	rs2289081	8.90834355169812e-16	0.000223160660042234	6.24006324389894e-14	0.0136595900278147	0.986117249312077	1	1
rs2289081	LDAH	ENSG00000118961.14_Colon_Transverse	PP	1	4	rs3072	rs2289081	1.54740218930176e-19	3.87635806714655e-08	1.07000729594578e-13	0.0248541904620388	0.975145770774271	1	1
rs2289081	LDAH	ENSG00000118961.14_Esophagus_Gastroesophageal_Junction	PP	1	4	rs3072	rs2289081	3.13885962696745e-21	7.86307782214406e-10	1.39517700702819e-13	0.0330162586700823	0.966983740543469	1	1
rs2289081	LDAH	ENSG00000118961.14_Esophagus_Mucosa	PP	1	4	rs3072	rs2289081	3.52931255899971e-36	8.84119158170081e-25	1.44511087174781e-13	0.0342696460525168	0.96573035394734	1	1
rs2289081	LDAH	ENSG00000118961.14_Esophagus_Muscularis	PP	1	4	rs3072	rs2289081	2.69333828986866e-34	6.74701359457043e-23	7.9047265645495e-14	0.01783760569781	0.982162394302107	1	1
rs2289081	LDAH	ENSG00000118961.14_Heart_Atrial_Appendage	PP	1	4	rs3072	rs2289081	3.2710015514462e-18	8.19410321328209e-07	5.4225884762748e-14	0.0116072052216644	0.988391975367963	1	1
rs2289081	LDAH	ENSG00000118961.14_Heart_Left_Ventricle	PP	1	4	rs3072	rs2289081	2.08371997907238e-17	5.21987419068883e-06	1.39902864792708e-13	0.0331129489703527	0.966881831155316	1	1
rs2289081	LDAH	ENSG00000118961.14_Lung	PP	1	4	rs3072	rs2289081	3.99086228086797e-22	9.99740811035946e-11	1.38159949068941e-13	0.0326754501256313	0.967324549774254	1	1
rs2289081	LDAH	ENSG00000118961.14_Muscle_Skeletal	PP	1	4	rs3072	rs2289081	5.46833522465638e-14	0.0136985881941418	8.54181560801188e-14	0.0194642117273897	0.966837200078329	1	1
rs2289081	LDAH	ENSG00000118961.14_Nerve_Tibial	PP	1	4	rs3072	rs2289081	3.94761249984405e-29	9.88906417835944e-18	1.44526643425845e-13	0.0342735508191391	0.965726449180713	1	1
rs2289081	LDAH	ENSG00000118961.14_Skin_Not_Sun_Exposed_Suprapubic	PP	1	4	rs3072	rs2289081	1.50240043008615e-17	3.76362529891262e-06	1.2078004497358e-13	0.0283129368313047	0.971683299543274	1	1
rs2289081	LDAH	ENSG00000118961.14_Skin_Sun_Exposed_Lower_leg	PP	1	4	rs3072	rs2289081	8.76445613057057e-21	2.19556172666522e-09	1.42142195204196e-13	0.0336750316951633	0.966324966109131	1	1
rs2289081	LDAH	ENSG00000118961.14_Stomach	PP	1	4	rs3072	rs2289081	5.11317683414249e-23	1.28088898974085e-11	1.42403416244047e-13	0.0337406006503772	0.96625939933667	1	1
rs2289081	LDAH	ENSG00000118961.14_Thyroid	PP	1	4	rs3072	rs2289081	6.59864250205162e-29	1.65300923521284e-17	1.43851210008681e-13	0.034104010622608	0.965895989377242	1	1
rs2289081	LDAH	ENSG00000118961.14_Whole_Blood	PP	1	4	rs3072	rs3072	2.09287709916165e-15	0.000524281346050198	1.41118615124282e-14	0.00153925378744189	0.997936464866489	1	1
rs365990	CMTM5	ENSG00000166091.19_Heart_Atrial_Appendage	PP	1	2	rs422068	rs422068	4.47595659965561e-40	0.234691099498345	5.82664127790696e-42	0.00152756267565201	0.763781337826004	1	1
rs3774372	ULK4	ENSG00000168038.10_Adipose_Subcutaneous	PP	1	538	rs1716657	rs9837273	8.33678467790857e-100	5.58341293883423e-25	1.45765681888738e-75	0.976192056528026	0.0238079434719658	1	1
rs3774372	ULK4	ENSG00000168038.10_Adipose_Visceral_Omentum	PP	1	538	rs1716657	rs6796210	1.2440103792342e-91	8.33153777602758e-17	1.01801569590363e-75	0.681160187063244	0.318839812936759	1	1
rs3774372	ULK4	ENSG00000168038.10_Artery_Tibial	PP	1	538	rs1716657	rs13321282	7.53638299882714e-111	5.04735818104612e-36	1.16893854082761e-75	0.782440633215941	0.217559366784073	1	1
rs3774372	ULK4	ENSG00000168038.10_Breast_Mammary_Tissue	PP	1	538	rs1716657	rs55899232	1.55017321710962e-80	1.03820088106383e-05	8.88577218034587e-76	0.594297368816862	0.405692249174341	1	1
rs3774372	ULK4	ENSG00000168038.10_Colon_Transverse	PP	1	538	rs1716657	rs7373694	4.17662016242469e-100	2.79721690752941e-25	4.43822623422252e-76	0.295833959029356	0.704166040970657	1	1
rs3774372	ULK4	ENSG00000168038.10_Esophagus_Gastroesophageal_Junction	PP	1	538	rs1716657	rs9311288	1.30703604826469e-93	8.75364096033553e-19	3.89884618015862e-76	0.259637548506502	0.740362451493501	1	1
rs3774372	ULK4	ENSG00000168038.10_Heart_Left_Ventricle	PP	1	538	rs1716657	rs9837273	1.13207582757111e-86	7.58187606806188e-12	1.12662104799336e-75	0.754042450313444	0.245957549678964	1	1
rs3774372	ULK4	ENSG00000168038.10_Lung	PP	1	538	rs1716657	rs1717020	4.65179837951173e-88	3.11545904859926e-13	8.25645265050308e-76	0.55206533019631	0.447934669803366	1	1
rs3774372	ULK4	ENSG00000168038.10_Muscle_Skeletal	PP	1	538	rs1716657	rs6796210	1.2663041835465e-116	8.4808465566453e-42	8.68348171317173e-76	0.580722154157645	0.41927784584233	1	1
rs3774372	ULK4	ENSG00000168038.10_Skin_Not_Sun_Exposed_Suprapubic	PP	1	538	rs1716657	rs7372217	1.22417612894951e-96	8.19870142010599e-22	4.96845012154498e-76	0.331415922711445	0.66858407728856	1	1
rs3774372	ULK4	ENSG00000168038.10_Skin_Sun_Exposed_Lower_leg	PP	1	538	rs1716657	rs73079324	9.52890562255043e-116	6.3818146925231e-41	8.15180090859065e-76	0.545042420499049	0.454957579500925	1	1
rs3889199	HSD52	ENSG00000224609.6_Adipose_Subcutaneous	PP	1	21	rs12758643	rs12569192	1.07449672637102e-78	4.29791764799607e-31	6.39575649106885e-50	0.023629873467956	0.976370126532034	1	1
rs3889199	HSD52	ENSG00000224609.6_Adipose_Visceral_Omentum	PP	1	21	rs12758643	rs12755444	2.41273846139329e-53	9.65079833071587e-06	8.87333085401921e-50	0.0335598905616384	0.966430458640032	1	1
rs3889199	HSD52	ENSG00000224609.6_Adrenal_Gland	PP	1	21	rs12758643	rs34370185	1.57746061269892e-48	0.630974077439519	4.73842611801578e-50	0.0182518509099721	0.350774071650512	1	1
rs3889199	HSD52	ENSG00000224609.6_Artery_Aorta	PP	1	21	rs12758643	rs12561822	9.24768597706143e-96	3.69901478417478e-48	6.60503995012147e-50	0.02446867141053	0.975531328589463	1	1
rs3889199	HSD52	ENSG00000224609.6_Artery_Coronary	PP	1	21	rs12758643	rs12403335	1.39736985504281e-61	5.58938935165485e-14	7.15630199377335e-50	0.0266781029161425	0.973321897083792	1	1
rs3889199	HSD52	ENSG00000224609.6_Artery_Tibial	PP	1	21	rs12758643	rs12561822	3.67971896243688e-111	1.47186386707171e-63	6.62680836933137e-50	0.0245559181778041	0.975444081822201	1	1
rs3889199	HSD52	ENSG00000224609.6_Breast_Mammary_Tissue	PP	1	21	rs12758643	rs12739770	1.88055151699649e-54	7.52208485563513e-07	8.74084717864397e-50	0.033028884590348	0.96697036320116	1	1
rs3889199	HSD52	ENSG00000224609.6_Esophagus_Gastroesophageal_Junction	PP	1	21	rs12758643	rs34370185	2.14717072806061e-53	8.5885445147515e-06	8.286101052311e-50	0.0312062998993082	0.968785111556172	1	1
rs3889199	HSD52	ENSG00000224609.6_Esophagus_Muscularis	PP	1	21	rs12758643	rs12561822	8.75997518442936e-58	3.50393361069825e-10	7.42271875684229e-50	0.0277458883679313	0.972254111281674	1	1
rs3889199	HSD52	ENSG00000224609.6_Nerve_Tibial	PP	1	21	rs12758643	rs12561822	1.28851521063008e-86	5.15397779031127e-39	6.68594262254794e-50	0.0247929253935593	0.975207074606434	1	1
rs3889199	HSD52	ENSG00000224609.6_Skin_Sun_Exposed_Lower_leg	PP	1	21	rs12758643	rs12561822	4.71251996572464e-77	1.88497761139089e-29	6.68414443644359e-50	0.0247857183509606	0.975214281649031	1	1
rs42377	GATAD1	ENSG00000157259.6_Adipose_Subcutaneous	PP	1	5	rs42038	rs42235	9.27641370122821e-38	0.734289315111877	2.89649583985368e-40	0.00176487584029076	0.263945809047828	1	1
rs42377	GATAD1	ENSG00000157259.6_Breast_Mammary_Tissue	PP	1	5	rs42038	rs42038	1.19039968243768e-37	0.942279846155234	6.2499161309542e-41	0.00038004185106379	0.0573401119937094	1	1
rs42377	GATAD1	ENSG00000157259.6_Colon_Transverse	PP	1	5	rs42038	rs42038	7.89118981361285e-38	0.624639709943985	2.01629339896883e-40	0.00084700260909719	0.374513287446917	1	1
rs42377	GATAD1	ENSG00000157259.6_Esophagus_Mucosa	PP	1	5	rs42038	rs42235	4.03460748968812e-40	0.00319365787875123	6.46640517405159e-40	0.00313123589141541	0.99367510622983	1	1
rs42377	GATAD1	ENSG00000157259.6_Esophagus_Muscularis	PP	1	5	rs42038	rs42038	1.13789302831045e-37	0.900717367012244	9.24833914492222e-41	0.000534570904684474	0.0987480620830714	1	1
rs42377	GATAD1	ENSG00000157259.6_Lung	PP	1	5	rs42038	rs42038	2.07104842741834e-38	0.163937139967269	4.90992010950476e-40	0.00221883749224492	0.833844022540489	1	1
rs42377	GATAD1	ENSG00000157259.6_Nerve_Tibial	PP	1	5	rs42038	rs42235	4.61218263468755e-38	0.365084669256095	6.53488408979714e-40	0.00391078258501633	0.631004548158894	1	1
rs42377	GATAD1	ENSG00000157259.6_Skin_Not_Sun_Exposed_Suprapubic	PP	1	5	rs42038	rs42235	1.06961745100821e-39	0.00846672745339654	6.64788284224408e-40	0.0032857425853532	0.988247529961256	1	1
rs42377	GATAD1	ENSG00000157259.6_Skin_Sun_Exposed_Lower_leg	PP	1	5	rs42038	rs10269774	7.65437331498748e-38	0.605894122459051	7.83042422946268e-40	0.00542092723195418	0.388684950308997	1	1
rs42377	GATAD1	ENSG00000157259.6_Stomach	PP	1	5	rs42038	rs42038	1.1397720508247e-37	0.902204737239042	9.21050022789595e-41	0.000534550404336835	0.0972607123566174	1	1
rs42377	PEX1	ENSG00000127980.15_Muscle_Skeletal	PP	1	5	rs42038	rs42235	3.24342471795842e-38	0.256738454263989	7.54558134484275e-40	0.00449529270017378	0.738766253035831	1	1
rs4360494	EPHA10	ENSG00000183317.16_Nerve_Tibial	PP	1	5	rs4360494	rs67631072	3.32621324068732e-40	0.00075695903192281	3.15943085351199e-39	0.005201955108655	0.994041085859417	1	1
rs4360494	FHL3	ENSG00000183386.9_Adipose_Subcutaneous	PP	1	5	rs4360494	rs4360494	7.2375685979147e-49	1.64708108678576e-12	1.66919048843033e-39	0.00180224494011488	0.99819775505824	1	1
rs4360494	FHL3	ENSG00000183386.9_Adipose_Visceral_Omentum	PP	1	5	rs4360494	rs67631072	3.26242449406182e-46	7.42442383590538e-10	1.14690814922893e-38	0.024148923982648	0.975851075274913	1	1
rs4360494	FHL3	ENSG00000183386.9_Artery_Aorta	PP	1	5	rs4360494	rs67631072	3.33419769351735e-132	7.58776084302593e-96	4.27933577247928e-38	0.095577631390789	0.904422368609222	1	1
rs4360494	FHL3	ENSG00000183386.9_Artery_Aorta	PP	2	5	rs4360494	rs4072980	1.4953780052411e-48	3.40308875378075e-12	9.70382108532013e-38	0.219272101259084	0.780727898737511	1	2
rs4360494	FHL3	ENSG00000183386.9_Artery_Tibial	PP	1	5	rs4360494	rs4360494	1.241555333377e-96	2.82545481972002e-60	1.01949245739151e-39	0.000320739343007539	0.999679260656984	1	1
rs4360494	FHL3	ENSG00000183386.9_Breast_Mammary_Tissue	PP	1	5	rs4360494	rs61776719	1.18442487953224e-43	2.69544086719693e-07	3.99377798826415e-39	0.00710299941123335	0.992896731044677	1	1
rs4360494	FHL3	ENSG00000183386.9_Colon_Transverse	PP	1	5	rs4360494	rs67631072	1.48808035478141e-39	0.0033864812123288	2.95186682833865e-39	0.00473391670853383	0.991879602079141	1	1
rs4360494	FHL3	ENSG00000183386.9_Esophagus_Gastroesophageal_Junction	PP	1	5	rs4360494	rs67631072	4.65541484767706e-42	1.05945051062587e-05	2.17990742361759e-38	0.0477044145799045	0.952284990914996	1	1
rs4360494	FHL3	ENSG00000183386.9_Esophagus_Mucosa	PP	1	5	rs4360494	rs67631072	2.63849138351665e-82	6.00451546212575e-46	4.27417994569317e-38	0.0954600631379018	0.904539936862108	1	1
rs4360494	FHL3	ENSG00000183386.9_Esophagus_Muscularis	PP	1	5	rs4360494	rs67631072	1.37074731550284e-46	3.11946194026759e-10	2.73133036424651e-39	0.00422424115398209	0.995775758534069	1	1
rs4360494	FHL3	ENSG00000183386.9_Heart_Atrial_Appendage	PP	1	5	rs4360494	rs67631072	2.17163981459247e-47	4.94208354302404e-11	3.32666065452803e-38	0.0738537927452681	0.926146207205307	1	1
rs4360494	FHL3	ENSG00000183386.9_Heart_Left_Ventricle	PP	1	5	rs4360494	rs10890238	9.66965620145207e-41	0.000220056053765364	5.88141425040564e-39	0.0114078144423585	0.98837212950388	1	1
rs4360494	FHL3	ENSG00000183386.9_Lung	PP	1	5	rs4360494	rs61776719	3.76555112577107e-71	8.56940829876115e-35	1.01093956612613e-38	0.021048434103193	0.978951565896806	1	1
rs4360494	FHL3	ENSG00000183386.9_Nerve_Tibial	PP	1	5	rs4360494	rs67631072	4.20708885345227e-75	9.57423254398572e-39	3.02630198018868e-38	0.0670047176993211	0.932995282300679	1	1
rs4360494	FHL3	ENSG00000183386.9_Skin_Not_Sun_Exposed_Suprapubic	PP	1	5	rs4360494	rs4360494	3.76762327968001e-55	8.57412397843472e-19	1.8796319946963e-39	0.00228211444025086	0.997717885559744	1	1
rs4360494	FHL3	ENSG00000183386.9_Skin_Sun_Exposed_Lower_leg	PP	1	5	rs4360494	rs67631072	6.71194470017034e-56	1.52746285187372e-19	4.06990205853008e-38	0.0908019170648311	0.909198082935163	1	1
rs4360494	FHL3	ENSG00000183386.9_Stomach	PP	1	5	rs4360494	rs4360494	7.01002588765151e-42	1.59529832446162e-05	2.07251457461609e-39	0.00272197631279375	0.997262070703962	1	1
rs4360494	FHL3	ENSG00000183386.9_Thyroid	PP	1	5	rs4360494	rs67631072	1.35547826951273e-64	3.08471359001248e-28	4.25243947986105e-38	0.0949643155709513	0.905035684429042	1	1
rs4360494	FHL3	ENSG00000183386.9_Whole_Blood	PP	1	5	rs4360494	rs61776719	3.43917030139953e-43	7.82665100998492e-07	3.35759486664891e-39	0.00565231287326518	0.99434690446164	1	1
rs4360494	INPP5B	ENSG00000204084.12_Adipose_Visceral_Omentum	PP	1	5	rs4360494	rs67631072	2.31508341008197e-39	0.00526852360359821	6.27317649283406e-39	0.0123112665569003	0.982420209839504	1	1
rs4360494	INPP5B	ENSG00000204084.12_Artery_Aorta	PP	1	5	rs4360494	rs10890238	1.93359019242695e-41	4.40034493967832e-05	1.73355621938447e-38	0.037526340676196	0.962429655874414	1	1
rs4360494	INPP5B	ENSG00000204084.12_Artery_Tibial	PP	1	5	rs4360494	rs10890238	2.16341636502846e-48	4.92336912524441e-12	4.03628794212561e-37	0.918390220087323	0.0816097799077472	1	1
rs4360494	INPP5B	ENSG00000204084.12_Esophagus_Gastroesophageal_Junction	PP	1	5	rs4360494	rs10890238	2.34146346659509e-46	5.32855770422646e-10	4.1566905996923e-39	0.00747448829358558	0.992525511173559	1	1
rs4360494	INPP5B	ENSG00000204084.12_Esophagus_Muscularis	PP	1	5	rs4360494	rs10890238	8.11029664763396e-51	1.84569113726793e-14	6.48140129538411e-38	0.145791303612588	0.854208696387387	1	1
rs4360494	INPP5B	ENSG00000204084.12_Lung	PP	1	5	rs4360494	rs10890238	3.49071604552443e-38	0.0794395562562186	4.3000321341905e-39	0.00796054731956848	0.912599896424208	1	1
rs4360494	INPP5B	ENSG00000204084.12_Nerve_Tibial	PP	1	5	rs4360494	rs10890238	1.61746255374554e-42	3.68092121658929e-06	3.9530627142459e-37	0.899412389293924	0.100583929784863	1	1
rs4360494	INPP5B	ENSG00000204084.12_Skin_Sun_Exposed_Lower_leg	PP	1	5	rs4360494	rs61776719	2.3535408472719e-38	0.0535604266001178	4.51985617403004e-39	0.00840994981585021	0.938029623584028	1	1
rs4360494	INPP5B	ENSG00000204084.12_Whole_Blood	PP	1	5	rs4360494	rs10890238	1.64432100313808e-49	3.74204401413707e-13	4.1823906226456e-37	0.951705995817158	0.0482940041824742	1	1
rs4360494	SF3A3	ENSG00000183431.11_Adipose_Subcutaneous	PP	1	5	rs4360494	rs10890238	6.51426023390213e-72	1.48247504400195e-35	4.37459299028725e-37	0.995533877361184	0.00446612263881788	1	1
rs4360494	SF3A3	ENSG00000183431.11_Adipose_Visceral_Omentum	PP	1	5	rs4360494	rs4072980	1.14796023303037e-59	2.61245688054863e-23	4.38692324466667e-37	0.998345543705277	0.00165445629471462	1	1
rs4360494	SF3A3	ENSG00000183431.11_Artery_Aorta	PP	1	5	rs4360494	rs4072980	1.19858140073001e-50	2.72765740235524e-14	4.39112713039736e-37	0.999304155235889	0.000695844764082181	1	1
rs4360494	SF3A3	ENSG00000183431.11_Artery_Tibial	PP	1	5	rs4360494	rs10890238	0	0	4.37448239215593e-37	0.995508657683295	0.0044913423168258	1	1
rs4360494	SF3A3	ENSG00000183431.11_Artery_Tibial	PP	2	5	rs4360494	rs4072980	0	0	4.39294346074439e-37	0.999718332814919	0.000281667185046259	1	2
rs4360494	SF3A3	ENSG00000183431.11_Breast_Mammary_Tissue	PP	1	5	rs4360494	rs10890238	2.02710903561404e-107	4.61316933752363e-71	4.37451360115827e-37	0.99551577426815	0.00448422573185187	1	1
rs4360494	SF3A3	ENSG00000183431.11_Breast_Mammary_Tissue	PP	2	5	rs4360494	rs4360494	6.65294075624547e-52	1.5140350993392e-15	1.28560127943167e-39	0.00092754695278421	0.999072453047217	1	2
rs4360494	SF3A3	ENSG00000183431.11_Colon_Transverse	PP	1	5	rs4360494	rs10890238	3.92637998144758e-40	0.000893541265894159	1.25085764800156e-38	0.0265210737486417	0.972585384985465	1	1
rs4360494	SF3A3	ENSG00000183431.11_Esophagus_Gastroesophageal_Junction	PP	1	5	rs4360494	rs10890238	3.60043662329111e-49	8.19365092871406e-13	4.37488269553759e-37	0.995599938812766	0.00440006118641212	1	1
rs4360494	SF3A3	ENSG00000183431.11_Esophagus_Mucosa	PP	1	5	rs4360494	rs67631072	1.635788006751e-64	3.72262514884739e-28	4.89549725562211e-38	0.109627953885013	0.890372046114992	1	1
rs4360494	SF3A3	ENSG00000183431.11_Esophagus_Muscularis	PP	1	5	rs4360494	rs4072980	6.53138510046798e-50	1.48637221519318e-13	3.80516892339946e-38	0.0847652107382334	0.915234789261613	1	1
rs4360494	SF3A3	ENSG00000183431.11_Heart_Atrial_Appendage	PP	1	5	rs4360494	rs67631072	5.12260105025282e-48	1.16576985639228e-11	3.27264630315981e-38	0.0726221041752274	0.92737789581312	1	1
