SNP	Gene	GeneID-Tissue	Trait	nsnps	hit1	hit2	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	idx1	idx2
rs12921187	MGRN1	ENSG00000102858.12_Artery_Tibial	DBP	1	16	rs1049212	rs2015319	3.84221442350374e-20	0.0270548506246181	2.99435768416393e-20	0.0191771539645759	0.953767995410809	1	1
rs12921187	MGRN1	ENSG00000102858.12_Colon_Transverse	DBP	1	16	rs1049212	rs7214	1.02500079887769e-18	0.721751585078425	9.0120156246121e-21	0.00580089177547144	0.272447523146106	1	1
rs12921187	MGRN1	ENSG00000102858.12_Esophagus_Gastroesophageal_Junction	DBP	1	16	rs1049212	rs7214	6.85074647726528e-20	0.0482393490263675	4.4002699620413e-20	0.0291391408294967	0.922621510144136	1	1
rs12921187	MGRN1	ENSG00000102858.12_Esophagus_Muscularis	DBP	1	16	rs1049212	rs12709120	7.69841136924277e-21	0.00542081588074914	5.05196079725599e-20	0.033651391940581	0.960927792178667	1	1
rs12921187	MGRN1	ENSG00000102858.12_Lung	DBP	1	16	rs1049212	rs760118	1.94152371249427e-22	0.000136711875590187	1.97980351361584e-19	0.137682976977898	0.862180311146513	1	1
rs12921187	MGRN1	ENSG00000102858.12_Nerve_Tibial	DBP	1	16	rs1049212	rs2075636	4.48339871088268e-22	0.000315697327227573	7.82936903952656e-20	0.053237399952668	0.946446902720104	1	1
rs12921187	MGRN1	ENSG00000102858.12_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	16	rs1049212	rs2015319	6.09702026866834e-20	0.042932005984629	2.64643943022903e-20	0.0167542052506327	0.940313788764739	1	1
rs12921187	MGRN1	ENSG00000102858.12_Skin_Sun_Exposed_Lower_leg	DBP	1	16	rs1049212	rs760118	1.33144519728654e-19	0.0937533592792144	6.56690959130636e-20	0.0445172603859072	0.86172938033488	1	1
rs12921187	MGRN1	ENSG00000102858.12_Thyroid	DBP	1	16	rs1049212	rs2075637	7.21959986292076e-20	0.0508366203265449	6.87436649584587e-20	0.0466005430855155	0.902562836587937	1	1
rs12921187	MGRN1	ENSG00000102858.12_Whole_Blood	DBP	1	16	rs1049212	rs2075636	1.22737454682473e-18	0.864252521193759	8.76925201407152e-21	0.00591518087551606	0.129832297930723	1	1
rs12921187	ROGDI	ENSG00000067836.12_Lung	DBP	1	16	rs1049212	rs7214	1.25250390279389e-20	0.00881947290332089	5.17713457813152e-20	0.0345413770721423	0.956639150024533	1	1
rs12921187	ROGDI	ENSG00000067836.12_Whole_Blood	DBP	1	16	rs1049212	rs7214	4.48297930961447e-21	0.00315667795198872	4.76989480302582e-20	0.0316567141162706	0.965186607931741	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Esophagus_Gastroesophageal_Junction	DBP	1	16	rs1049212	rs760118	8.12566972652778e-24	5.72166871612849e-06	7.79312051445675e-20	0.0529810242251628	0.947013254106118	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Esophagus_Mucosa	DBP	1	16	rs1049212	rs12709120	3.35592119494837e-20	0.0236306297956485	2.78859232446022e-20	0.0177184969037065	0.958650873300646	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Esophagus_Muscularis	DBP	1	16	rs1049212	rs7214	1.31761839701836e-21	0.000927797488175394	1.37416277146782e-19	0.0949530676285919	0.904119134883235	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	16	rs1049212	rs11076854	1.7734180067066e-21	0.00124874757048832	2.89852584300574e-20	0.0184492886683742	0.980301963761139	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Skin_Sun_Exposed_Lower_leg	DBP	1	16	rs1049212	rs1049212	1.08363832946974e-27	7.63041046214683e-10	1.54368205582651e-20	0.00888757126391883	0.99111242797304	1	1
rs12921187	SEPTIN12	ENSG00000140623.13_Whole_Blood	DBP	1	16	rs1049212	rs7214	6.87187081909125e-24	4.8388095517232e-06	5.41664121123771e-20	0.0362135717772881	0.963781589413162	1	1
rs12921187	SMIM22	ENSG00000267795.5_Whole_Blood	DBP	1	16	rs1049212	rs760118	6.48447311827449e-24	4.5660244915297e-06	7.18980907339395e-20	0.0487243070208938	0.951271126954613	1	1
rs12921187	UBN1	ENSG00000118900.14_Adipose_Subcutaneous	DBP	1	16	rs1049212	rs7214	1.23239585968647e-19	0.0867788265284014	9.26219314444736e-20	0.0635200843883512	0.849701089083249	1	1
rs12921187	UBN1	ENSG00000118900.14_Artery_Aorta	DBP	1	16	rs1049212	rs12921187	6.08759041886346e-25	4.28656059481493e-07	2.5256220228864e-20	0.0158157325917163	0.984183838752226	1	1
rs12921187	UBN1	ENSG00000118900.14_Artery_Tibial	DBP	1	16	rs1049212	rs7214	9.75882475566911e-26	6.87165048419364e-08	9.72559704159352e-19	0.684193715342497	0.315806215940998	1	1
rs12921187	UBN1	ENSG00000118900.14_Esophagus_Mucosa	DBP	1	16	rs1049212	rs1049205	1.23377574427127e-23	8.68759907342631e-06	1.49811054785072e-19	0.103696465897767	0.89629484650316	1	1
rs12921187	UBN1	ENSG00000118900.14_Esophagus_Muscularis	DBP	1	16	rs1049212	rs2015319	4.76398226463615e-21	0.00335454543503916	3.07537822329482e-20	0.0197013056279168	0.976944148937046	1	1
rs12921187	UBN1	ENSG00000118900.14_Heart_Left_Ventricle	DBP	1	16	rs1049212	rs11076856	8.65889107868713e-19	0.609713511238892	1.45140609805169e-20	0.00945838120347316	0.380828107557637	1	1
rs12921187	UBN1	ENSG00000118900.14_Muscle_Skeletal	DBP	1	16	rs1049212	rs1049212	8.59739963782128e-19	0.605383607792741	9.57594057751206e-21	0.00596557143524156	0.38865082077202	1	1
rs12921187	UBN1	ENSG00000118900.14_Nerve_Tibial	DBP	1	16	rs1049212	rs11076856	2.37385671423233e-21	0.00167154488866958	6.24514780906851e-20	0.0420625102290278	0.956265944882301	1	1
rs12921187	UBN1	ENSG00000118900.14_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	16	rs1049212	rs1049212	9.2723505157922e-26	6.52910094265628e-08	1.6988731785909e-20	0.00998253548283706	0.990017399226151	1	1
rs12921187	UBN1	ENSG00000118900.14_Skin_Sun_Exposed_Lower_leg	DBP	1	16	rs1049212	rs1049212	3.06262534859819e-30	2.15653948979592e-12	1.09489434748943e-20	0.00572111163679615	0.99427888836105	1	1
rs12921187	ZNF500	ENSG00000103199.13_Adipose_Subcutaneous	DBP	1	16	rs1049212	rs12596053	1.04809810357584e-21	0.000738015490721406	6.00386951957883e-20	0.0403582800546786	0.958903704454604	1	1
rs12921187	ZNF500	ENSG00000103199.13_Heart_Atrial_Appendage	DBP	1	16	rs1049212	rs1049207	2.21303834036001e-20	0.0155830505863318	1.56209892725838e-19	0.108242431263629	0.876174518150037	1	1
rs12921187	ZNF500	ENSG00000103199.13_Lung	DBP	1	16	rs1049212	rs12709120	9.00001607374616e-23	6.33733736995136e-05	6.18339167334389e-20	0.041623561802726	0.958313064823571	1	1
rs12921187	ZNF500	ENSG00000103199.13_Muscle_Skeletal	DBP	1	16	rs1049212	rs12596053	1.56246514077484e-19	0.110020567127245	5.01417436832226e-20	0.0335944053359968	0.856385027536755	1	1
rs12921187	ZNF500	ENSG00000103199.13_Nerve_Tibial	DBP	1	16	rs1049212	rs760118	1.39941244440509e-19	0.0985392548994853	8.95529718159601e-20	0.0613783219641027	0.840082423136412	1	1
rs12921187	ZNF500	ENSG00000103199.13_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	16	rs1049212	rs2075636	2.4719568597429e-19	0.174062184509362	9.42451957518542e-20	0.064840308795784	0.761097506694854	1	1
rs12921187	ZNF500	ENSG00000103199.13_Skin_Sun_Exposed_Lower_leg	DBP	1	16	rs1049212	rs12921187	1.85513441681063e-21	0.00130628796322176	5.55655006128193e-20	0.0372033186139841	0.961490393422792	1	1
rs12921187	ZNF500	ENSG00000103199.13_Thyroid	DBP	1	16	rs1049212	rs760118	4.5465368029662e-20	0.0320143179181055	2.63338149438477e-19	0.183860607053711	0.784125075028183	1	1
rs13107325	UBE2D3	ENSG00000109332.19_Artery_Aorta	DBP	1	3	rs13107325	rs13135092	7.40903064206643e-82	0.233952743487872	2.61394501628558e-83	0.00673535214886112	0.759311904363276	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Adipose_Subcutaneous	DBP	1	17	rs13139571	rs11725969	1.16630395049765e-29	0.000303595453302016	2.50509251731855e-26	0.651393011906576	0.348303392640116	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Adipose_Visceral_Omentum	DBP	1	17	rs13139571	rs13139571	1.47081855976274e-26	0.382862312337754	3.22757270135404e-28	0.00718164049334478	0.609956047168903	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Artery_Tibial	DBP	1	17	rs13139571	rs6839022	6.32521656119583e-29	0.0016464893120788	8.44274742931129e-27	0.218209157484916	0.780144353203007	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Colon_Sigmoid	DBP	1	17	rs13139571	rs7682716	3.49656124497295e-26	0.910174483858067	2.23284444338462e-28	0.0056438558754407	0.0841816602664919	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Esophagus_Muscularis	DBP	1	17	rs13139571	rs13139571	6.72667035281953e-30	0.000175098998344822	1.67810082198158e-28	0.00237328723876393	0.997451613762897	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Lung	DBP	1	17	rs13139571	rs13139571	2.27896848035172e-29	0.000593228264860259	3.3773910333812e-28	0.00680633723150262	0.992600434503641	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Muscle_Skeletal	DBP	1	17	rs13139571	rs13143871	3.8064632949523e-28	0.00990843723898419	2.17677744446306e-27	0.054792137712476	0.93529942504854	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Nerve_Tibial	DBP	1	17	rs13139571	rs11725969	2.28107087228461e-33	5.93775529260429e-08	9.16145136842742e-27	0.236951615778133	0.763048324844314	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	17	rs13139571	rs13139571	1.95174032464598e-26	0.508048942418389	2.59714618441795e-28	0.00578819130774473	0.486162866273865	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Skin_Sun_Exposed_Lower_leg	DBP	1	17	rs13139571	rs13139571	2.73494414967323e-26	0.711921286489215	1.47653778729204e-28	0.00327390096800824	0.284804812542774	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Spleen	DBP	1	17	rs13139571	rs11737895	3.48097053674493e-26	0.906116135149083	1.29736772138922e-28	0.00319574463192551	0.0906881202189885	1	1
rs13139571	ENSG00000260244	ENSG00000260244.1_Thyroid	DBP	1	17	rs13139571	rs11731886	2.60999602163167e-26	0.679396588655662	2.30438601110044e-28	0.00536797503270308	0.315235436311638	1	1
rs13139571	GUCY1A1	ENSG00000164116.16_Adipose_Subcutaneous	DBP	1	17	rs13139571	rs13143871	1.35288060393497e-26	0.352162401610564	2.40189767387168e-27	0.0613497666089822	0.586487831780454	1	1
rs13139571	GUCY1A1	ENSG00000164116.16_Artery_Tibial	DBP	1	17	rs13139571	rs6839022	3.92135915930853e-28	0.0102075176117024	6.65568970191068e-27	0.171614977219735	0.818177505168561	1	1
rs1530440	CABCOCO1	ENSG00000183346.6_Adrenal_Gland	DBP	1	20	rs1530440	rs16916568	1.92299877498285e-99	5.26179382546199e-38	3.65464394840221e-62	0.999999750521996	2.49478004391616e-07	1	1
rs1530440	CABCOCO1	ENSG00000183346.6_Adrenal_Gland	DBP	2	20	rs1530440	rs1530440	8.39847951606952e-74	2.29802890338907e-12	5.68714707102839e-64	0.0135885991462115	0.986411400851486	1	2
rs1799945	BTN2A3P	ENSG00000124549.14_Adipose_Subcutaneous	DBP	1	5	rs198851	rs2032451	9.7365252644351e-51	0.756201747234009	2.00206348599168e-53	0.00106947489198098	0.242728777874015	1	1
rs1799945	ENSG00000261584	ENSG00000261584.1_Lung	DBP	1	5	rs198851	rs198851	7.10341307542232e-51	0.551697164344689	4.46526095529877e-53	0.00257655892347118	0.445726276731838	1	1
rs1799945	ENSG00000272462	ENSG00000272462.2_Adipose_Subcutaneous	DBP	1	5	rs198851	rs129128	4.20436906919658e-51	0.326538590492482	1.29689756698727e-52	0.00874311166464282	0.664718297842875	1	1
rs1799945	HFE	ENSG00000010704.18_Adipose_Subcutaneous	DBP	1	5	rs198851	rs2032451	8.43614353138324e-54	0.000655205661680068	8.53505594343821e-53	0.00463946776279023	0.994705326575535	1	1
rs1799945	HFE	ENSG00000010704.18_Artery_Aorta	DBP	1	5	rs198851	rs129128	4.75189840270511e-54	0.000369063272287682	5.61229519744402e-52	0.0416728109281313	0.957958125799585	1	1
rs1799945	HFE	ENSG00000010704.18_Artery_Tibial	DBP	1	5	rs198851	rs198833	8.76386191369155e-52	0.0680658398315741	1.2410660507355e-52	0.00779063742201792	0.924143522746406	1	1
rs1799945	HFE	ENSG00000010704.18_Colon_Transverse	DBP	1	5	rs198851	rs198833	3.44489995670604e-54	0.000267553289860293	2.28346199689277e-52	0.0157669168958344	0.9839655298143	1	1
rs1799945	HFE	ENSG00000010704.18_Esophagus_Gastroesophageal_Junction	DBP	1	5	rs198851	rs2032451	9.57513674722162e-53	0.00743667267490386	1.0430822174342e-52	0.00612838362872224	0.986434943696368	1	1
rs1799945	HFE	ENSG00000010704.18_Esophagus_Muscularis	DBP	1	5	rs198851	rs198833	1.32663945578246e-53	0.00103035430727707	1.74455099619822e-52	0.0115745251011466	0.987395120591572	1	1
rs1799945	HFE	ENSG00000010704.18_Lung	DBP	1	5	rs198851	rs2032451	2.06161889974495e-51	0.160118704751108	7.7317744260323e-53	0.0043339030679433	0.835547392180955	1	1
rs1799945	HFE	ENSG00000010704.18_Nerve_Tibial	DBP	1	5	rs198851	rs2032451	2.72124205271559e-57	2.11349320113902e-07	8.09445908784519e-53	0.00429527327006049	0.99570451538061	1	1
rs1799945	HFE	ENSG00000010704.18_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	5	rs198851	rs2032451	1.82486328485782e-52	0.0141730727029828	8.43374858581244e-53	0.00458771812828843	0.981239209168736	1	1
rs1799945	HFE	ENSG00000010704.18_Skin_Sun_Exposed_Lower_leg	DBP	1	5	rs198851	rs129128	2.02733912489282e-53	0.00157456314942224	2.87620978259883e-52	0.0203824259621383	0.978043010888438	1	1
rs1799945	HFE	ENSG00000010704.18_Stomach	DBP	1	5	rs198851	rs2032451	3.35175477287058e-52	0.026031903032213	8.62936518962225e-53	0.00476371633643395	0.969204380631356	1	1
rs1799945	HFE	ENSG00000010704.18_Thyroid	DBP	1	5	rs198851	rs198833	4.46390373290588e-57	3.46695736993365e-07	1.65297709161177e-52	0.0108598132829621	0.989139840021311	1	1
rs1799945	TRIM38	ENSG00000112343.10_Thyroid	DBP	1	5	rs198851	rs198846	8.30991370573929e-52	0.0645401834122235	4.08522212088624e-52	0.0299174016861968	0.905542414901579	1	1
rs1887320	ENSG00000270777	ENSG00000270777.1_Adipose_Subcutaneous	DBP	1	3	rs1327235	rs6108787	1.38574263060743e-62	0.0847763743981094	7.57189099010541e-64	0.00280746700954858	0.91241615859233	1	1
rs1887320	ENSG00000270792	ENSG00000270792.5_Colon_Transverse	DBP	1	3	rs1327235	rs1327235	1.51401448156756e-63	0.00926237352438736	5.62892548249916e-64	0.00146509507370706	0.989272531401915	1	1
rs2421647	MECOM-AS1	ENSG00000241479.1_Esophagus_Mucosa	DBP	1	26	rs7626980	rs1290784	2.77411744692114e-55	0.000151134314004793	1.16473567904396e-51	0.633817595927843	0.366031269758154	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs4332959	1.90345355643068e-22	0.0231167827717833	6.237063709864e-22	0.0739410896742499	0.902942127553964	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Adipose_Visceral_Omentum	DBP	1	41	rs11695514	rs2579520	2.34499134392044e-23	0.00284791059471773	1.23546717826436e-21	0.148345587604668	0.848806501800618	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Artery_Aorta	DBP	1	41	rs11695514	rs2579519	3.68554693432805e-21	0.447596882982713	3.74697234889219e-22	0.0444898521081432	0.507913264909146	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Artery_Tibial	DBP	1	41	rs11695514	rs2579519	3.77040123228153e-23	0.00457902142947768	1.14149970133448e-21	0.136914163056501	0.85850681551402	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Colon_Transverse	DBP	1	41	rs11695514	rs2579519	3.09296573718194e-23	0.00375629953383668	1.27934313814435e-21	0.153686669584547	0.842557030881616	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Esophagus_Muscularis	DBP	1	41	rs11695514	rs56791141	1.37764937962182e-22	0.0167310735461905	8.61113740397563e-22	0.102818373820125	0.880450552633685	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Nerve_Tibial	DBP	1	41	rs11695514	rs2579515	1.10838520068799e-27	1.34609535521371e-07	1.94866769036693e-21	0.23512918599153	0.764870679398934	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs7423942	4.72861059806449e-21	0.574273344566313	4.66095869311035e-22	0.0558660042499436	0.369860651183747	1	1
rs2579519	ANKRD36C	ENSG00000174501.14_Thyroid	DBP	1	41	rs11695514	rs11695514	6.20364989879954e-24	0.00075341174791604	5.10416250129239e-22	0.0601100088118732	0.93913657944021	1	1
rs2579519	ARID5A	ENSG00000196843.15_Nerve_Tibial	DBP	1	41	rs11695514	rs2579519	6.50553899975837e-21	0.790075131398432	2.03531960996642e-22	0.0243470946746371	0.185577773926932	1	1
rs2579519	ARID5A	ENSG00000196843.15_Whole_Blood	DBP	1	41	rs11695514	rs2315417	6.0424310062026e-22	0.0733832272985958	8.55206899452497e-22	0.102213102253816	0.824403670447589	1	1
rs2579519	ASTL	ENSG00000188886.3_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs2315417	7.7577597421455e-21	0.942152994219346	4.22225513752824e-23	0.00502213256754379	0.0528248732131143	1	1
rs2579519	ASTL	ENSG00000188886.3_Esophagus_Mucosa	DBP	1	41	rs11695514	rs893173	3.30791064696758e-27	4.01734266623297e-07	1.67452163378974e-22	0.018373231297519	0.981626366968212	1	1
rs2579519	ASTL	ENSG00000188886.3_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs893173	1.93233570264093e-25	2.34675464127817e-05	1.77146120611422e-22	0.0195529342941913	0.980423598159392	1	1
rs2579519	CIAO1	ENSG00000144021.2_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs2918929	5.61760902499286e-25	6.82239117885713e-05	8.21705121224414e-22	0.0979893500584166	0.901942426029791	1	1
rs2579519	CIAO1	ENSG00000144021.2_Adipose_Visceral_Omentum	DBP	1	41	rs11695514	rs749457	4.6239783554949e-23	0.00561566121875041	2.90201833121254e-22	0.0333218804522832	0.96106245832897	1	1
rs2579519	CIAO1	ENSG00000144021.2_Artery_Tibial	DBP	1	41	rs11695514	rs2969490	9.79440378297648e-25	0.000118949634397578	2.52078039637876e-22	0.0286715840418874	0.971209466323715	1	1
rs2579519	CIAO1	ENSG00000144021.2_Breast_Mammary_Tissue	DBP	1	41	rs11695514	rs2438978	6.0213082019108e-21	0.731266981720013	3.03851313792758e-22	0.0364370955750042	0.232295922704984	1	1
rs2579519	CIAO1	ENSG00000144021.2_Esophagus_Gastroesophageal_Junction	DBP	1	41	rs11695514	rs2579520	2.41591541220747e-21	0.293404541394373	5.38075070394867e-22	0.0640622833402842	0.642533175265342	1	1
rs2579519	CIAO1	ENSG00000144021.2_Esophagus_Mucosa	DBP	1	41	rs11695514	rs2579520	5.48870537369424e-24	0.000666584216848108	2.50633907015505e-21	0.302993500970356	0.696339914812794	1	1
rs2579519	CIAO1	ENSG00000144021.2_Esophagus_Muscularis	DBP	1	41	rs11695514	rs2918929	1.15678748918957e-24	0.000140487825460036	1.00539367336287e-21	0.120342538053528	0.879516974121011	1	1
rs2579519	CIAO1	ENSG00000144021.2_Lung	DBP	1	41	rs11695514	rs13019188	1.4541640112762e-26	1.76603171901143e-06	1.88636572580832e-22	0.020951162857681	0.979047071110602	1	1
rs2579519	CIAO1	ENSG00000144021.2_Muscle_Skeletal	DBP	1	41	rs11695514	rs2692893	3.84613930844964e-22	0.0467100269418551	5.50816054090176e-22	0.0651183547011245	0.888171618357019	1	1
rs2579519	CIAO1	ENSG00000144021.2_Nerve_Tibial	DBP	1	41	rs11695514	rs11695514	1.51442537074726e-26	1.83921704847316e-06	3.24294203241123e-22	0.0374593277224254	0.962538833060523	1	1
rs2579519	CIAO1	ENSG00000144021.2_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs2969490	4.0150188101941e-25	4.87610098740335e-05	6.07424370249878e-22	0.0719135059872152	0.928037733002912	1	1
rs2579519	CIAO1	ENSG00000144021.2_Stomach	DBP	1	41	rs11695514	rs13019188	5.37427915204512e-25	6.5268754939162e-05	2.01937373147481e-22	0.022569863327041	0.977364867918018	1	1
rs2579519	CIAO1	ENSG00000144021.2_Thyroid	DBP	1	41	rs11695514	rs2579519	1.04873581420634e-29	1.27365324570661e-09	2.92452089381602e-22	0.0335844601040857	0.966415538622257	1	1
rs2579519	CIAO1	ENSG00000144021.2_Whole_Blood	DBP	1	41	rs11695514	rs2692893	7.42003362031873e-25	9.01137328939516e-05	5.49521659099392e-22	0.0648674132128239	0.935042473054284	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs4332959	1.00015500021014e-23	0.0012146535333032	1.02758837113403e-21	0.123045561440288	0.875739785026411	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Adipose_Visceral_Omentum	DBP	1	41	rs11695514	rs2692934	2.4127619696783e-22	0.0293021566744512	6.5361283301406e-22	0.0775927998531184	0.893105043472428	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Artery_Tibial	DBP	1	41	rs11695514	rs60452119	8.108453039913e-26	9.84743478009313e-06	2.06553494204388e-21	0.24935077066731	0.750639381897911	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Colon_Transverse	DBP	1	41	rs11695514	rs12471991	1.3336297131421e-23	0.0016196469975612	1.23153249385797e-21	0.14786431476757	0.850516038234868	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Esophagus_Muscularis	DBP	1	41	rs11695514	rs12471991	1.34437676300267e-23	0.00163269891659674	1.61318284282991e-21	0.194307337125817	0.804059963957588	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Heart_Atrial_Appendage	DBP	1	41	rs11695514	rs13019188	7.05663707020547e-25	8.57004079243966e-05	3.44654395202954e-22	0.0399371256861613	0.959977173905917	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Heart_Left_Ventricle	DBP	1	41	rs11695514	rs2579520	5.70397395129881e-21	0.692727838420925	3.29854282978904e-22	0.0395241617745693	0.267747999804507	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Lung	DBP	1	41	rs11695514	rs60452119	6.94102782367495e-23	0.00842963737521802	1.09279373179515e-21	0.130994854725078	0.860575507899704	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Muscle_Skeletal	DBP	1	41	rs11695514	rs2438978	2.34247263678652e-21	0.284485171232557	6.16866039885295e-22	0.0736324747512514	0.641882354016194	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Nerve_Tibial	DBP	1	41	rs11695514	rs2579520	1.04526162730592e-26	1.26943396630185e-06	2.3566736455727e-21	0.284779395789706	0.715219334776327	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	41	rs11695514	rs2579515	4.75465036060142e-21	0.577435783344823	3.63938942443254e-22	0.0434408746774782	0.379123341977701	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs4332959	8.10854493327261e-26	9.84754638138884e-06	1.06692700650199e-21	0.12783026195403	0.872159890499592	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Thyroid	DBP	1	41	rs11695514	rs2579520	5.84911853661106e-31	7.10355144523711e-11	2.26556730406279e-21	0.273692670846369	0.726307329082597	1	1
rs2579519	ENSG00000232931	ENSG00000232931.5_Whole_Blood	DBP	1	41	rs11695514	rs2692954	5.10325625426793e-21	0.61977275915191	3.81196059414275e-22	0.0456257353086339	0.334601505539456	1	1
rs2579519	ENSG00000235584	ENSG00000235584.2_Lung	DBP	1	41	rs11695514	rs11695514	7.66410344258135e-37	9.30778761709606e-17	1.1087350908186e-22	0.0114881792047392	0.988511820795263	1	1
rs2579519	ENSG00000236750	ENSG00000236750.1_Thyroid	DBP	1	41	rs11695514	rs2692954	1.12073276918398e-22	0.0136109104857945	1.02889155721909e-21	0.123228988234576	0.86316010127963	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs34639392	1.52689582205566e-21	0.185436197874941	6.83600326063385e-22	0.081554869020889	0.733008933104166	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Adipose_Visceral_Omentum	DBP	1	41	rs11695514	rs11695514	2.91629899165211e-31	3.54174390332951e-11	1.80174434709401e-22	0.0199214025318469	0.980078597432733	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Artery_Aorta	DBP	1	41	rs11695514	rs2140938	4.28962124082368e-21	0.520959610820741	2.70484330290757e-22	0.0319552127349114	0.447085176444349	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Colon_Transverse	DBP	1	41	rs11695514	rs2140938	6.37492953961463e-23	0.00774213065797292	1.13383124914869e-21	0.135987328704775	0.856270540637249	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Lung	DBP	1	41	rs11695514	rs2579517	7.88276101393861e-23	0.00957333964810803	1.7075988190724e-21	0.205812721782149	0.784613938569742	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Muscle_Skeletal	DBP	1	41	rs11695514	rs2140938	6.88024058202659e-27	8.35581338010483e-07	1.15205719354235e-21	0.138189728600463	0.861809435818198	1	1
rs2579519	FAHD2CP	ENSG00000231584.8_Whole_Blood	DBP	1	41	rs11695514	rs61409777	2.28913353628514e-22	0.0278007322611733	1.01529057239328e-21	0.121602322146611	0.850596945592215	1	1
rs2579519	GPAT2	ENSG00000186281.12_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs1657502	1.42252375888542e-23	0.00172760573068662	3.08594506149117e-22	0.0355522914633019	0.962720102806012	1	1
rs2579519	GPAT2	ENSG00000186281.12_Adipose_Visceral_Omentum	DBP	1	41	rs11695514	rs2579520	2.26149254043325e-23	0.00274650419604853	1.10158551842696e-21	0.132053337395019	0.865200158408933	1	1
rs2579519	GPAT2	ENSG00000186281.12_Colon_Transverse	DBP	1	41	rs11695514	rs2140938	1.1156402533301e-22	0.0135490636483141	1.09670357808922e-21	0.131480902935747	0.854970033415937	1	1
rs2579519	GPAT2	ENSG00000186281.12_Esophagus_Gastroesophageal_Junction	DBP	1	41	rs11695514	rs34639392	2.14926830214622e-26	2.61021175384811e-06	4.07489090627204e-22	0.0475833075353454	0.952414082252899	1	1
rs2579519	GPAT2	ENSG00000186281.12_Esophagus_Muscularis	DBP	1	41	rs11695514	rs61409777	1.86182837170437e-29	2.26112593509975e-09	1.10096424571084e-21	0.131972230762891	0.868027766975982	1	1
