SNP	Gene	GeneID-Tissue	Trait	PPID	PP
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Heart_Left_Ventricle	DBP	PP.H2.abf	1.19909756204859e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Heart_Left_Ventricle	DBP	PP.H3.abf	0.00698290682922364
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Heart_Left_Ventricle	DBP	PP.H4.abf	0.539302186408793
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Lung	DBP	PP.H0.abf	1.73603049977419e-33
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Lung	DBP	PP.H1.abf	0.108641936983558
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Lung	DBP	PP.H2.abf	1.82412380576971e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Lung	DBP	PP.H3.abf	0.0105346640352789
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Lung	DBP	PP.H4.abf	0.880823398981165
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Nerve_Tibial	DBP	PP.H0.abf	9.21202253691961e-33
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Nerve_Tibial	DBP	PP.H1.abf	0.606504531205414
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Nerve_Tibial	DBP	PP.H2.abf	8.16122937742571e-35
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Nerve_Tibial	DBP	PP.H3.abf	0.00498470948388541
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Nerve_Tibial	DBP	PP.H4.abf	0.3885107593107
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H0.abf	2.3179837682078e-35
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H1.abf	0.00137130835925844
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H2.abf	2.54242443229642e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H3.abf	0.0140562916673652
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H4.abf	0.984572399973372
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Sun_Exposed_Lower_leg	DBP	PP.H0.abf	1.87394159584131e-33
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Sun_Exposed_Lower_leg	DBP	PP.H1.abf	0.115148078708228
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Sun_Exposed_Lower_leg	DBP	PP.H2.abf	1.94672938173833e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Sun_Exposed_Lower_leg	DBP	PP.H3.abf	0.0110883033199461
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Skin_Sun_Exposed_Lower_leg	DBP	PP.H4.abf	0.873763617971829
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Stomach	DBP	PP.H0.abf	3.18346362902958e-33
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Stomach	DBP	PP.H1.abf	0.19821106441204
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Stomach	DBP	PP.H2.abf	1.68901601116339e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Stomach	DBP	PP.H3.abf	0.0097242062381854
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Stomach	DBP	PP.H4.abf	0.792064729349772
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Thyroid	DBP	PP.H0.abf	4.36702919497446e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Thyroid	DBP	PP.H1.abf	0.0272430058419516
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Thyroid	DBP	PP.H2.abf	2.31542909601145e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Thyroid	DBP	PP.H3.abf	0.0134851583644571
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Thyroid	DBP	PP.H4.abf	0.959271835793584
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Whole_Blood	DBP	PP.H0.abf	7.74347739593143e-33
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Whole_Blood	DBP	PP.H1.abf	0.487996984165128
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Whole_Blood	DBP	PP.H2.abf	1.08087461102854e-34
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Whole_Blood	DBP	PP.H3.abf	0.00630601721545873
rs1794519	HLA-DQB1-AS1	ENSG00000223534.1_Whole_Blood	DBP	PP.H4.abf	0.505696998619407
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Subcutaneous	DBP	PP.H0.abf	1.19787047821047e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Subcutaneous	DBP	PP.H1.abf	0.00751419662234635
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Subcutaneous	DBP	PP.H2.abf	2.26679206592533e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0132402561394416
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Subcutaneous	DBP	PP.H4.abf	0.97924554723821
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Visceral_Omentum	DBP	PP.H0.abf	3.16221302720025e-35
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.00189070821608227
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Visceral_Omentum	DBP	PP.H2.abf	2.12004211847928e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.0116894530938753
rs1794519	HLA-DQB1	ENSG00000179344.16_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.986419838690049
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Aorta	DBP	PP.H0.abf	2.17047608491472e-33
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Aorta	DBP	PP.H1.abf	0.130352085857101
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Aorta	DBP	PP.H2.abf	1.73127661542015e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Aorta	DBP	PP.H3.abf	0.00953740179309017
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Aorta	DBP	PP.H4.abf	0.860110512349811
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Tibial	DBP	PP.H0.abf	3.02001216140505e-35
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Tibial	DBP	PP.H1.abf	0.00195196036867675
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Tibial	DBP	PP.H2.abf	2.20047758101985e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Tibial	DBP	PP.H3.abf	0.0132377981479944
rs1794519	HLA-DQB1	ENSG00000179344.16_Artery_Tibial	DBP	PP.H4.abf	0.984810241483326
rs1794519	HLA-DQB1	ENSG00000179344.16_Breast_Mammary_Tissue	DBP	PP.H0.abf	5.66074992507971e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Breast_Mammary_Tissue	DBP	PP.H1.abf	0.0349705167766297
rs1794519	HLA-DQB1	ENSG00000179344.16_Breast_Mammary_Tissue	DBP	PP.H2.abf	1.93412921371146e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Breast_Mammary_Tissue	DBP	PP.H3.abf	0.0109944698687639
rs1794519	HLA-DQB1	ENSG00000179344.16_Breast_Mammary_Tissue	DBP	PP.H4.abf	0.954035013354608
rs1794519	HLA-DQB1	ENSG00000179344.16_Colon_Transverse	DBP	PP.H0.abf	2.67698859152524e-36
rs1794519	HLA-DQB1	ENSG00000179344.16_Colon_Transverse	DBP	PP.H1.abf	0.000161129095445563
rs1794519	HLA-DQB1	ENSG00000179344.16_Colon_Transverse	DBP	PP.H2.abf	2.27746384229188e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Colon_Transverse	DBP	PP.H3.abf	0.0127210350483288
rs1794519	HLA-DQB1	ENSG00000179344.16_Colon_Transverse	DBP	PP.H4.abf	0.987117835856224
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Gastroesophageal_Junction	DBP	PP.H0.abf	1.20725374825225e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Gastroesophageal_Junction	DBP	PP.H1.abf	0.00689548170653027
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Gastroesophageal_Junction	DBP	PP.H2.abf	2.29387923144133e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Gastroesophageal_Junction	DBP	PP.H3.abf	0.0121209863731576
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Gastroesophageal_Junction	DBP	PP.H4.abf	0.980983531920309
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Mucosa	DBP	PP.H0.abf	7.93859056674969e-39
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Mucosa	DBP	PP.H1.abf	4.71085869283579e-07
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Mucosa	DBP	PP.H2.abf	1.92747341491434e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Mucosa	DBP	PP.H3.abf	0.0104483165243474
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Mucosa	DBP	PP.H4.abf	0.989551212389785
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Muscularis	DBP	PP.H0.abf	1.45269920572317e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Muscularis	DBP	PP.H1.abf	0.00933163637537505
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Muscularis	DBP	PP.H2.abf	2.04784556809499e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Muscularis	DBP	PP.H3.abf	0.0121761581992141
rs1794519	HLA-DQB1	ENSG00000179344.16_Esophagus_Muscularis	DBP	PP.H4.abf	0.978492205425414
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Atrial_Appendage	DBP	PP.H0.abf	5.17155811873327e-33
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Atrial_Appendage	DBP	PP.H1.abf	0.336017435585081
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Atrial_Appendage	DBP	PP.H2.abf	1.33314281817055e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Atrial_Appendage	DBP	PP.H3.abf	0.00800600152467437
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Atrial_Appendage	DBP	PP.H4.abf	0.655976562890247
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Left_Ventricle	DBP	PP.H0.abf	8.41119280866442e-35
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Left_Ventricle	DBP	PP.H1.abf	0.00527653064938791
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Left_Ventricle	DBP	PP.H2.abf	2.07127948762677e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Left_Ventricle	DBP	PP.H3.abf	0.0120108900505828
rs1794519	HLA-DQB1	ENSG00000179344.16_Heart_Left_Ventricle	DBP	PP.H4.abf	0.982712579300032
rs1794519	HLA-DQB1	ENSG00000179344.16_Lung	DBP	PP.H0.abf	4.62653018743973e-38
rs1794519	HLA-DQB1	ENSG00000179344.16_Lung	DBP	PP.H1.abf	2.89531319375862e-06
rs1794519	HLA-DQB1	ENSG00000179344.16_Lung	DBP	PP.H2.abf	1.72360097957949e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Lung	DBP	PP.H3.abf	0.00979620804217494
rs1794519	HLA-DQB1	ENSG00000179344.16_Lung	DBP	PP.H4.abf	0.990200896644631
rs1794519	HLA-DQB1	ENSG00000179344.16_Muscle_Skeletal	DBP	PP.H0.abf	4.06318523399263e-36
rs1794519	HLA-DQB1	ENSG00000179344.16_Muscle_Skeletal	DBP	PP.H1.abf	0.000246133644223656
rs1794519	HLA-DQB1	ENSG00000179344.16_Muscle_Skeletal	DBP	PP.H2.abf	2.33328748159703e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Muscle_Skeletal	DBP	PP.H3.abf	0.0131476386514687
rs1794519	HLA-DQB1	ENSG00000179344.16_Muscle_Skeletal	DBP	PP.H4.abf	0.986606227704315
rs1794519	HLA-DQB1	ENSG00000179344.16_Nerve_Tibial	DBP	PP.H0.abf	1.64910122284862e-36
rs1794519	HLA-DQB1	ENSG00000179344.16_Nerve_Tibial	DBP	PP.H1.abf	0.000108574133428958
rs1794519	HLA-DQB1	ENSG00000179344.16_Nerve_Tibial	DBP	PP.H2.abf	2.36268274025828e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Nerve_Tibial	DBP	PP.H3.abf	0.0145701963783382
rs1794519	HLA-DQB1	ENSG00000179344.16_Nerve_Tibial	DBP	PP.H4.abf	0.985321229488239
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H0.abf	3.94999125608283e-41
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H1.abf	2.33679635843704e-09
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H2.abf	3.49550213280697e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H3.abf	0.0196989261097056
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H4.abf	0.980301071553498
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Sun_Exposed_Lower_leg	DBP	PP.H0.abf	4.34063777561479e-39
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Sun_Exposed_Lower_leg	DBP	PP.H1.abf	2.66719145004092e-07
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Sun_Exposed_Lower_leg	DBP	PP.H2.abf	2.29122216652742e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Sun_Exposed_Lower_leg	DBP	PP.H3.abf	0.0130919637895175
rs1794519	HLA-DQB1	ENSG00000179344.16_Skin_Sun_Exposed_Lower_leg	DBP	PP.H4.abf	0.986907769491341
rs1794519	HLA-DQB1	ENSG00000179344.16_Stomach	DBP	PP.H0.abf	2.56605673335404e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Stomach	DBP	PP.H1.abf	0.0159769639527759
rs1794519	HLA-DQB1	ENSG00000179344.16_Stomach	DBP	PP.H2.abf	2.01104383903959e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Stomach	DBP	PP.H3.abf	0.0115488292024494
rs1794519	HLA-DQB1	ENSG00000179344.16_Stomach	DBP	PP.H4.abf	0.972474206844777
rs1794519	HLA-DQB1	ENSG00000179344.16_Thyroid	DBP	PP.H0.abf	9.46825569191666e-38
rs1794519	HLA-DQB1	ENSG00000179344.16_Thyroid	DBP	PP.H1.abf	5.90661828926667e-06
rs1794519	HLA-DQB1	ENSG00000179344.16_Thyroid	DBP	PP.H2.abf	2.09351893439153e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Thyroid	DBP	PP.H3.abf	0.0120721575858841
rs1794519	HLA-DQB1	ENSG00000179344.16_Thyroid	DBP	PP.H4.abf	0.987921935795831
rs1794519	HLA-DQB1	ENSG00000179344.16_Whole_Blood	DBP	PP.H0.abf	4.07077407537722e-35
rs1794519	HLA-DQB1	ENSG00000179344.16_Whole_Blood	DBP	PP.H1.abf	0.00256541779671938
rs1794519	HLA-DQB1	ENSG00000179344.16_Whole_Blood	DBP	PP.H2.abf	1.8491237916189e-34
rs1794519	HLA-DQB1	ENSG00000179344.16_Whole_Blood	DBP	PP.H3.abf	0.0106664825979708
rs1794519	HLA-DQB1	ENSG00000179344.16_Whole_Blood	DBP	PP.H4.abf	0.986768099605307
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Subcutaneous	DBP	PP.H0.abf	2.92241702413855e-37
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Subcutaneous	DBP	PP.H1.abf	1.83322124814992e-05
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Subcutaneous	DBP	PP.H2.abf	2.05988649184652e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0119335426486597
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Subcutaneous	DBP	PP.H4.abf	0.988048125138852
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Visceral_Omentum	DBP	PP.H0.abf	2.35309418682278e-37
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Visceral_Omentum	DBP	PP.H1.abf	1.4069306760716e-05
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Visceral_Omentum	DBP	PP.H2.abf	1.85127088759908e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.0100789648883996
rs1794519	HLA-DQB2	ENSG00000232629.8_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.989906965804845
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Aorta	DBP	PP.H0.abf	6.30942243562298e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Aorta	DBP	PP.H1.abf	0.0378924412368892
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Aorta	DBP	PP.H2.abf	2.08977301860766e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Aorta	DBP	PP.H3.abf	0.0116000233751658
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Aorta	DBP	PP.H4.abf	0.950507535387952
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	DBP	PP.H0.abf	1.33001205854215e-33
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	DBP	PP.H1.abf	0.0859642507839639
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	DBP	PP.H2.abf	2.10688782054561e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	DBP	PP.H3.abf	0.0127163791926191
rs1794519	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	DBP	PP.H4.abf	0.901319370023413
rs1794519	HLA-DQB2	ENSG00000232629.8_Breast_Mammary_Tissue	DBP	PP.H0.abf	1.02492706200661e-35
rs1794519	HLA-DQB2	ENSG00000232629.8_Breast_Mammary_Tissue	DBP	PP.H1.abf	0.00063317103724944
rs1794519	HLA-DQB2	ENSG00000232629.8_Breast_Mammary_Tissue	DBP	PP.H2.abf	1.99694626462772e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Breast_Mammary_Tissue	DBP	PP.H3.abf	0.0113485526327282
rs1794519	HLA-DQB2	ENSG00000232629.8_Breast_Mammary_Tissue	DBP	PP.H4.abf	0.988018276330024
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Gastroesophageal_Junction	DBP	PP.H0.abf	7.6156874634237e-36
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Gastroesophageal_Junction	DBP	PP.H1.abf	0.000434985881491068
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Gastroesophageal_Junction	DBP	PP.H2.abf	2.09982436290055e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Gastroesophageal_Junction	DBP	PP.H3.abf	0.0110050250399754
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Gastroesophageal_Junction	DBP	PP.H4.abf	0.988559989078533
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Muscularis	DBP	PP.H0.abf	3.54154234464798e-37
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Muscularis	DBP	PP.H1.abf	2.27496409704418e-05
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Muscularis	DBP	PP.H2.abf	1.87703856030845e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Muscularis	DBP	PP.H3.abf	0.0110685366530631
rs1794519	HLA-DQB2	ENSG00000232629.8_Esophagus_Muscularis	DBP	PP.H4.abf	0.988908713705968
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Atrial_Appendage	DBP	PP.H0.abf	7.1673739998713e-35
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Atrial_Appendage	DBP	PP.H1.abf	0.00465693815291754
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Atrial_Appendage	DBP	PP.H2.abf	1.72801132256514e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Atrial_Appendage	DBP	PP.H3.abf	0.0102425008685991
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Atrial_Appendage	DBP	PP.H4.abf	0.985100560978482
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Left_Ventricle	DBP	PP.H0.abf	7.10390237780008e-37
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Left_Ventricle	DBP	PP.H1.abf	4.45643792496462e-05
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Left_Ventricle	DBP	PP.H2.abf	1.85608476616192e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Left_Ventricle	DBP	PP.H3.abf	0.0106543365862494
rs1794519	HLA-DQB2	ENSG00000232629.8_Heart_Left_Ventricle	DBP	PP.H4.abf	0.989301099034498
rs1794519	HLA-DQB2	ENSG00000232629.8_Muscle_Skeletal	DBP	PP.H0.abf	2.06921440996268e-40
rs1794519	HLA-DQB2	ENSG00000232629.8_Muscle_Skeletal	DBP	PP.H1.abf	1.25345819615454e-08
rs1794519	HLA-DQB2	ENSG00000232629.8_Muscle_Skeletal	DBP	PP.H2.abf	2.06314541654188e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Muscle_Skeletal	DBP	PP.H3.abf	0.0115093274480141
rs1794519	HLA-DQB2	ENSG00000232629.8_Muscle_Skeletal	DBP	PP.H4.abf	0.988490660017406
rs1794519	HLA-DQB2	ENSG00000232629.8_Nerve_Tibial	DBP	PP.H0.abf	3.1233135286639e-33
rs1794519	HLA-DQB2	ENSG00000232629.8_Nerve_Tibial	DBP	PP.H1.abf	0.205633865952662
rs1794519	HLA-DQB2	ENSG00000232629.8_Nerve_Tibial	DBP	PP.H2.abf	1.66868165460554e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Nerve_Tibial	DBP	PP.H3.abf	0.0102021637400464
rs1794519	HLA-DQB2	ENSG00000232629.8_Nerve_Tibial	DBP	PP.H4.abf	0.784163970307287
rs1794519	HLA-DQB2	ENSG00000232629.8_Stomach	DBP	PP.H0.abf	1.50480407220361e-33
rs1794519	HLA-DQB2	ENSG00000232629.8_Stomach	DBP	PP.H1.abf	0.0936931756226699
rs1794519	HLA-DQB2	ENSG00000232629.8_Stomach	DBP	PP.H2.abf	1.84422085640233e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Stomach	DBP	PP.H3.abf	0.0105868984280045
rs1794519	HLA-DQB2	ENSG00000232629.8_Stomach	DBP	PP.H4.abf	0.895719925949329
rs1794519	HLA-DQB2	ENSG00000232629.8_Thyroid	DBP	PP.H0.abf	4.07680876656602e-35
rs1794519	HLA-DQB2	ENSG00000232629.8_Thyroid	DBP	PP.H1.abf	0.00254325126041954
rs1794519	HLA-DQB2	ENSG00000232629.8_Thyroid	DBP	PP.H2.abf	1.82407314147895e-34
rs1794519	HLA-DQB2	ENSG00000232629.8_Thyroid	DBP	PP.H3.abf	0.0103921208620306
rs1794519	HLA-DQB2	ENSG00000232629.8_Thyroid	DBP	PP.H4.abf	0.987064627877546
rs1794519	HLA-DQB2	ENSG00000232629.8_Whole_Blood	DBP	PP.H0.abf	1.08459309117844e-32
rs1794519	HLA-DQB2	ENSG00000232629.8_Whole_Blood	DBP	PP.H1.abf	0.683514822190231
rs1794519	HLA-DQB2	ENSG00000232629.8_Whole_Blood	DBP	PP.H2.abf	6.37838378346785e-35
rs1794519	HLA-DQB2	ENSG00000232629.8_Whole_Blood	DBP	PP.H3.abf	0.00370690421662183
rs1794519	HLA-DQB2	ENSG00000232629.8_Whole_Blood	DBP	PP.H4.abf	0.31277827359315
rs1794519	HLA-DRB1	ENSG00000196126.11_Artery_Aorta	DBP	PP.H0.abf	1.76886035147532e-35
rs1794519	HLA-DRB1	ENSG00000196126.11_Artery_Aorta	DBP	PP.H1.abf	0.00106232286090262
rs1794519	HLA-DRB1	ENSG00000196126.11_Artery_Aorta	DBP	PP.H2.abf	2.01720821451767e-34
rs1794519	HLA-DRB1	ENSG00000196126.11_Artery_Aorta	DBP	PP.H3.abf	0.0111269183643886
rs1794519	HLA-DRB1	ENSG00000196126.11_Artery_Aorta	DBP	PP.H4.abf	0.987810758774709
rs1794519	HLA-DRB1	ENSG00000196126.11_Whole_Blood	DBP	PP.H0.abf	3.0343702652512e-33
rs1794519	HLA-DRB1	ENSG00000196126.11_Whole_Blood	DBP	PP.H1.abf	0.19122720485514
rs1794519	HLA-DRB1	ENSG00000196126.11_Whole_Blood	DBP	PP.H2.abf	1.58016976313138e-34
rs1794519	HLA-DRB1	ENSG00000196126.11_Whole_Blood	DBP	PP.H3.abf	0.00915867773842322
rs1794519	HLA-DRB1	ENSG00000196126.11_Whole_Blood	DBP	PP.H4.abf	0.799614117406441
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Subcutaneous	DBP	PP.H0.abf	7.0523823215063e-35
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Subcutaneous	DBP	PP.H1.abf	0.00442393300308438
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Subcutaneous	DBP	PP.H2.abf	2.04426811428578e-34
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0118398810907169
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Subcutaneous	DBP	PP.H4.abf	0.983736185906199
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Visceral_Omentum	DBP	PP.H0.abf	3.28835815755631e-33
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.196613122912139
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Visceral_Omentum	DBP	PP.H2.abf	1.59829551946396e-34
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.00876169010355613
rs1794519	HLA-DRB5	ENSG00000198502.5_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.794625186984304
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Aorta	DBP	PP.H0.abf	1.00330260763496e-32
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Aorta	DBP	PP.H1.abf	0.602552539325602
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Aorta	DBP	PP.H2.abf	8.2161957422877e-35
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Aorta	DBP	PP.H3.abf	0.004541487269908
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Aorta	DBP	PP.H4.abf	0.392905973404485
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Tibial	DBP	PP.H0.abf	1.29992099755787e-32
rs1794519	HLA-DRB5	ENSG00000198502.5_Artery_Tibial	DBP	PP.H1.abf	0.840193394606463
