SNP	Gene	GeneID-Tissue	Trait	PPID	PP
rs1322639	LINC02544	ENSG00000261039.2_Thyroid	PP	PP.H1.abf	1.18114962127687e-07
rs1322639	LINC02544	ENSG00000261039.2_Thyroid	PP	PP.H2.abf	4.34230817358035e-29
rs1322639	LINC02544	ENSG00000261039.2_Thyroid	PP	PP.H3.abf	0.000771516066053807
rs1322639	LINC02544	ENSG00000261039.2_Thyroid	PP	PP.H4.abf	0.999228365818988
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	PP.H0.abf	1.05612281641152e-27
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	PP.H1.abf	0.0442320863368715
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	PP.H2.abf	3.8632684031666e-29
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	PP.H3.abf	0.00066289261043478
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	PP.H4.abf	0.955105021052692
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	PP.H0.abf	3.94957128469477e-30
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	PP.H1.abf	0.000163973517719363
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	PP.H2.abf	3.70327486298764e-29
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	PP.H3.abf	0.000538182967932001
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	PP.H4.abf	0.999297843514352
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	PP.H0.abf	6.73900689382447e-27
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	PP.H1.abf	0.270020199375568
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	PP.H2.abf	3.19596471218704e-29
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	PP.H3.abf	0.000551138404082611
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	PP.H4.abf	0.729428662220348
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	PP.H0.abf	4.4063885316135e-16
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	PP.H1.abf	0.645398681744522
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	PP.H2.abf	4.46800957911658e-18
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	PP.H3.abf	0.00619583697872213
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	PP.H4.abf	0.348405481276756
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	PP.H0.abf	6.94413590521724e-17
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	PP.H1.abf	0.105599601109472
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	PP.H2.abf	1.10302913457834e-17
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	PP.H3.abf	0.0158952790072514
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	PP.H4.abf	0.878505119883273
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	PP.H0.abf	6.93975057472439e-19
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	PP.H1.abf	0.00090801022727452
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	PP.H2.abf	1.49184903270414e-17
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	PP.H3.abf	0.0185390849360197
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	PP.H4.abf	0.980552904836705
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	PP.H0.abf	4.72004740649074e-16
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	PP.H1.abf	0.625932128562374
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	PP.H2.abf	5.77265150015612e-18
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	PP.H3.abf	0.00728841492982974
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	PP.H4.abf	0.366779456507793
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	PP.H0.abf	4.90624934138944e-16
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	PP.H1.abf	0.784089904167148
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	PP.H2.abf	2.4850257226765e-18
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	PP.H3.abf	0.00375928122066734
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	PP.H4.abf	0.212150814612187
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	PP.H0.abf	2.16541041035661e-16
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	PP.H1.abf	0.336554463604801
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	PP.H2.abf	7.49171431591397e-18
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	PP.H3.abf	0.0109913888903496
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	PP.H4.abf	0.652454147504846
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	PP.H0.abf	9.61677847813468e-19
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	PP.H1.abf	0.00130891797822673
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	PP.H2.abf	1.45885565361006e-17
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	PP.H3.abf	0.018876339758847
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	PP.H4.abf	0.979814742262927
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	PP.H0.abf	1.98455138220126e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	PP.H1.abf	0.253831760984929
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	PP.H2.abf	1.07356213726558e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	PP.H3.abf	0.0129981028493998
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	PP.H4.abf	0.73317013616567
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	PP.H0.abf	4.74087308160309e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	PP.H1.abf	0.601095085297731
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	PP.H2.abf	5.94195591656493e-18
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	PP.H3.abf	0.0071420403661742
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	PP.H4.abf	0.391762874336095
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	PP.H0.abf	8.04004980039115e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	PP.H1.abf	0.106658541296102
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	PP.H2.abf	1.53492350018424e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	PP.H3.abf	0.0194882970233584
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	PP.H4.abf	0.87385316168054
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	PP.H0.abf	3.53996743968122e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	PP.H1.abf	0.457561033827252
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	PP.H2.abf	8.44190242108496e-18
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	PP.H3.abf	0.0103795822203225
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	PP.H4.abf	0.532059383952422
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	PP.H0.abf	8.94427501977108e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	PP.H1.abf	0.112019032350564
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	PP.H2.abf	1.27430472702058e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	PP.H3.abf	0.0150866308483097
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	PP.H4.abf	0.872894336801126
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	PP.H0.abf	3.15227377951731e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	PP.H1.abf	0.444254533192871
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	PP.H2.abf	7.44043344219245e-18
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	PP.H3.abf	0.0099401058155433
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	PP.H4.abf	0.545805360991585
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H0.abf	4.38867465141108e-18
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H1.abf	0.00591303514867974
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H2.abf	1.22854346810568e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H3.abf	0.0155741398220612
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H4.abf	0.978512825029258
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	PP.H0.abf	2.32283480031062e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	PP.H1.abf	0.316965109726885
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	PP.H2.abf	1.04827347327107e-17
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	PP.H3.abf	0.0136349369902964
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	PP.H4.abf	0.669399953282815
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	PP.H0.abf	4.190602944294e-16
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	PP.H1.abf	0.570373493147178
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	PP.H2.abf	6.39721127257608e-18
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	PP.H3.abf	0.00828575889484637
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	PP.H4.abf	0.421340747957978
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	PP.H0.abf	1.80278019605339e-25
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	PP.H1.abf	0.780687020673225
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	PP.H2.abf	5.96883071275935e-28
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	PP.H3.abf	0.00236783400648539
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	PP.H4.abf	0.216945145320289
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	PP.H0.abf	3.65302600740468e-26
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	PP.H1.abf	0.153067017495345
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	PP.H2.abf	3.22336055306168e-27
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	PP.H3.abf	0.0126720811057261
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	PP.H4.abf	0.834260901398926
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	PP.H0.abf	1.9339593497944e-26
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	PP.H1.abf	0.0766186322703923
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	PP.H2.abf	1.78609339390194e-27
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	PP.H3.abf	0.00615883275866795
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	PP.H4.abf	0.917222534970941
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	PP.H0.abf	3.50832243154335e-26
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	PP.H1.abf	0.146193234359669
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	PP.H2.abf	2.47532750753368e-27
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	PP.H3.abf	0.00947045491747718
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	PP.H4.abf	0.844336310722855
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	PP.H0.abf	1.78716086092619e-25
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	PP.H1.abf	0.748845976491517
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	PP.H2.abf	7.45571978056296e-28
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	PP.H3.abf	0.00287577503715697
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	PP.H4.abf	0.248278248471326
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	PP.H0.abf	1.59216054346142e-25
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	PP.H1.abf	0.662068095719049
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	PP.H2.abf	1.2885553745449e-27
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	PP.H3.abf	0.00502529301600868
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	PP.H4.abf	0.332906611264941
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	PP.H0.abf	9.55781424102593e-26
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	PP.H1.abf	0.400231168100067
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	PP.H2.abf	1.5896723231785e-27
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	PP.H3.abf	0.00606300872219502
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	PP.H4.abf	0.593705823177738
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	PP.H0.abf	3.94900195748015e-26
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	PP.H1.abf	0.165643101324783
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	PP.H2.abf	4.21743989904586e-27
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	PP.H3.abf	0.0168728040351385
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	PP.H4.abf	0.817484094640079
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	PP.H0.abf	1.16712001651497e-27
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	PP.H1.abf	0.00489555035007202
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	PP.H2.abf	2.22768608013133e-27
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	PP.H3.abf	0.00835740712767372
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	PP.H4.abf	0.986747042522254
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	PP.H0.abf	9.91537654191537e-26
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	PP.H1.abf	0.424089650849378
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	PP.H2.abf	1.46413918534785e-27
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	PP.H3.abf	0.00569203782472915
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	PP.H4.abf	0.570218311325894
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	PP.H0.abf	3.33324128885065e-26
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	PP.H1.abf	0.136991601466944
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	PP.H2.abf	2.23117700423042e-27
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	PP.H3.abf	0.00831513527535185
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	PP.H4.abf	0.854693263257708
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	PP.H0.abf	6.30779779195553e-26
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	PP.H1.abf	0.26458411518637
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	PP.H2.abf	3.36217524141861e-27
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	PP.H3.abf	0.0133807974810602
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	PP.H4.abf	0.722035087332569
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H0.abf	1.94363537590011e-25
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H1.abf	0.79422761601115
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H2.abf	9.78515939675001e-28
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H3.abf	0.00379653329167257
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H4.abf	0.201975850697179
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	PP.H0.abf	1.66032883243298e-25
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	PP.H1.abf	0.71181795948464
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	PP.H2.abf	6.50446434909184e-28
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	PP.H3.abf	0.00250292181990686
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	PP.H4.abf	0.285679118695454
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	PP.H0.abf	1.52375002685646e-25
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	PP.H1.abf	0.622863125311709
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	PP.H2.abf	1.47172146493651e-27
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	PP.H3.abf	0.00564446174674319
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	PP.H4.abf	0.371492412941546
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	PP.H0.abf	9.44772539760656e-26
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	PP.H1.abf	0.396755844285285
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	PP.H2.abf	2.06546971560162e-27
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	PP.H3.abf	0.00807874440688836
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	PP.H4.abf	0.595165411307829
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	PP.H0.abf	5.09297186079125e-26
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	PP.H1.abf	0.202831558297063
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	PP.H2.abf	3.48911450255768e-27
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	PP.H3.abf	0.0131116125555389
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	PP.H4.abf	0.784056829147397
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	PP.H0.abf	1.30278846005814e-25
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	PP.H1.abf	0.541738506470118
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	PP.H2.abf	1.35959043406748e-27
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	PP.H3.abf	0.00520052373519966
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	PP.H4.abf	0.453060969794682
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	PP.H0.abf	1.27894219822329e-27
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	PP.H1.abf	0.0053645947611538
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	PP.H2.abf	2.81792574476691e-27
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	PP.H3.abf	0.0108361482814831
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	PP.H4.abf	0.983799256957364
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	PP.H0.abf	2.09055873862647e-27
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	PP.H1.abf	0.00859190693824346
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	PP.H2.abf	4.01988767875266e-27
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	PP.H3.abf	0.0155453189558687
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	PP.H4.abf	0.975862774105886
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H0.abf	1.35246479822121e-26
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H1.abf	0.055265761559458
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H2.abf	2.7915730041309e-27
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H3.abf	0.0104729419242278
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	PP.H4.abf	0.934261296516312
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	PP.H0.abf	1.41078275460412e-25
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	PP.H1.abf	0.579812177179065
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	PP.H2.abf	8.86498522239578e-28
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	PP.H3.abf	0.00322642477582395
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	PP.H4.abf	0.416961398045115
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	PP.H0.abf	2.20035238427624e-26
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	PP.H1.abf	0.0906562656255884
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	PP.H2.abf	2.22865805203228e-27
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	PP.H3.abf	0.00828118561282554
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	PP.H4.abf	0.901062548761585
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	PP.H0.abf	3.01281938202941e-26
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	PP.H1.abf	0.121932402771788
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	PP.H2.abf	5.0029279750421e-27
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	PP.H3.abf	0.0193887688789267
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	PP.H4.abf	0.858678828349288
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	PP.H0.abf	1.78156224793911e-25
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	PP.H1.abf	0.77149866996114
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	PP.H2.abf	5.64682604222966e-28
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	PP.H3.abf	0.00221905399335607
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	PP.H4.abf	0.226282276045504
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	PP.H0.abf	7.49789915616641e-27
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	PP.H1.abf	0.0306491538596821
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	PP.H2.abf	6.41460766754743e-27
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	PP.H3.abf	0.0252769105371566
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	PP.H4.abf	0.944073935603163
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	PP.H0.abf	7.74826690715433e-26
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	PP.H1.abf	0.322873459307608
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	PP.H2.abf	3.10013340032839e-27
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	PP.H3.abf	0.0122535099738068
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	PP.H4.abf	0.664873030718587
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	PP.H0.abf	1.08062657381472e-26
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	PP.H1.abf	0.0452797999096504
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	PP.H2.abf	7.57892432986521e-27
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	PP.H3.abf	0.0308328902396079
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	PP.H4.abf	0.923887309850742
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	PP.H0.abf	3.04855330633502e-26
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	PP.H1.abf	0.12029253500475
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	PP.H2.abf	5.94146369879484e-27
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	PP.H3.abf	0.0225872370835227
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	PP.H4.abf	0.857120227911727
rs140091914	LY6G5B	ENSG00000240053.8_Colon_Transverse	PP	PP.H0.abf	1.3400074567645e-25
rs140091914	LY6G5B	ENSG00000240053.8_Colon_Transverse	PP	PP.H1.abf	0.56273416878931
rs140091914	LY6G5B	ENSG00000240053.8_Colon_Transverse	PP	PP.H2.abf	1.45881377703543e-27
